Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Bolton, Mark",3,1,5,8,,1.0,,,,1.0,,,1.0,,,3.0,5.0,1.0,,,,,57.0
37,"Bullen, Marcus",1,,6,7,,,,,,,2.0,2.0,,1.0,,5.0,2.0,,,,,,36.0
13,"Cupido, Damian",3,,4,7,,,,2.0,,1.0,,3.0,,3.0,,2.0,5.0,,,1.0,,,84.0
31,"Fletcher, Dustin",15,2,2,17,,,,4.0,4.0,2.0,,1.0,,,,5.0,10.0,,,6.0,,,100.0
39,"Haynes, Ben",7,1,5,12,2,,,2.0,,5.0,,,1.0,,,6.0,7.0,,,,4.0,,75.0
3,"Henneman, Aaron",2,,,2,,,8.0,3.0,2.0,,1.0,3.0,,3.0,,1.0,1.0,,,2.0,,,41.0
19,"Hille, David",4,4,6,10,,1.0,21.0,2.0,,,1.0,1.0,,1.0,,6.0,4.0,,1.0,,,,83.0
5,"Hird, James",19,4,8,27,,3.0,,7.0,2.0,7.0,4.0,4.0,1.0,,2.0,10.0,17.0,1.0,,2.0,,1.0,100.0
21,"Jacobs, Danny",5,3,4,9,1,,,1.0,,,1.0,1.0,,,,2.0,6.0,,,2.0,,,67.0
14,"Johnson, Jason",13,5,9,22,,1.0,,4.0,2.0,5.0,3.0,6.0,,1.0,,13.0,10.0,,2.0,1.0,,2.0,87.0
1,"Johnson, Mark",9,4,5,14,,,,5.0,3.0,5.0,2.0,,,,,5.0,9.0,1.0,,3.0,6.0,,100.0
18,"Lloyd, Matthew",8,2,4,12,2,2.0,,,,2.0,1.0,2.0,1.0,2.0,,5.0,4.0,,2.0,3.0,,,100.0
25,"Lucas, Scott",10,1,4,14,,,1.0,1.0,10.0,,,3.0,1.0,,,6.0,7.0,,,8.0,3.0,,100.0
33,"McPhee, Adam",6,4,6,12,1,,,10.0,,2.0,2.0,3.0,,1.0,,7.0,5.0,,1.0,3.0,,,83.0
10,"McVeigh, Mark",12,1,2,14,1,,,4.0,2.0,2.0,1.0,1.0,1.0,1.0,,6.0,8.0,,1.0,1.0,1.0,,100.0
2,"Mercuri, Mark",4,4,4,8,,,,1.0,,1.0,1.0,1.0,1.0,,,3.0,5.0,,,,,,60.0
24,"Misiti, Joe",3,2,5,8,,,,3.0,1.0,3.0,1.0,,,,,3.0,5.0,,,,,,48.0
11,"Peverill, Damien",5,1,8,13,,,,,,1.0,2.0,2.0,,1.0,,5.0,8.0,,,4.0,,,89.0
43,"Rioli, Dean",17,5,7,24,,1.0,,2.0,3.0,5.0,5.0,1.0,2.0,,,11.0,13.0,,1.0,1.0,,2.0,96.0
7,"Solomon, Dean",11,4,4,15,2,2.0,,3.0,,1.0,,3.0,1.0,2.0,,7.0,7.0,1.0,1.0,2.0,,,93.0
6,"Wellman, Sean",9,2,7,16,,,,1.0,,3.0,3.0,2.0,1.0,,,7.0,7.0,,,2.0,1.0,,100.0
12,"Welsh, Andrew",10,3,3,13,,,,2.0,3.0,1.0,1.0,,,,,7.0,6.0,2.0,,5.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,176,53,108,284,9,13.0,30.0,57.0,32.0,47.0,31.0,39.0,11.0,16.0,2.0,125.0,151.0,6.0,9.0,46.0,15.0,5.0,
Opposition,Opposition,188,76,102,290,12,11.0,35.0,57.0,31.0,52.0,32.0,33.0,16.0,11.0,4.0,127.0,163.0,10.0,10.0,35.0,3.0,7.0,
