Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
32,"Bruce, Cameron",20y 304d,16 (9-0-7 56.25%),16 (1.00),←,
28,"Collins, Matthew",23y 179d,30 (17-0-13 56.67%),6 (0.20),16 (11-0-5 68.75%),4 (0.25)
33,"Farmer, Jeff",23y 36d,100 (42-0-58 42.00%),212 (2.12),←,
30,"Godfrey, Simon",19y 286d,2 (2-0-0 100.00%),,←,
18,"Green, Brad",19y 139d,16 (11-0-5 68.75%),20 (1.25),←,
15,"Hopgood, Paul",27y 9d,113 (45-0-68 39.82%),10 (0.09),←,
27,"Ingerson, Anthony",30y 291d,144 (60-0-84 41.67%),40 (0.28),107 (44-0-63 41.12%),15 (0.14)
16,"Johnstone, Travis",20y 13d,38 (17-0-21 44.74%),33 (0.87),←,
36,"Leoncelli, Andrew",26y 13d,84 (37-0-47 44.05%),31 (0.37),←,
35,"McDonald, Anthony",28y 47d,75 (34-0-41 45.33%),33 (0.44),←,
9,"Neitz, David",25y 190d,154 (69-0-85 44.81%),234 (1.52),←,
44,"Nicholson, Alistair",22y 148d,26 (14-0-12 53.85%),,←,
7,"Powell, Stephen",23y 327d,51 (32-1-18 63.73%),42 (0.82),21 (13-0-8 61.90%),21 (1.00)
43,"Rigoni, Guy",26y 3d,66 (35-0-31 53.03%),22 (0.33),←,
24,"Robertson, Russell",21y 249d,53 (28-0-25 52.83%),68 (1.28),←,
5,"Schwarz, David",28y 6d,135 (60-1-74 44.81%),208 (1.54),←,
46,"Simmonds, Troy",22y 17d,23 (11-0-12 47.83%),5 (0.22),←,
42,"Walsh, Peter",24y 6d,38 (18-0-20 47.37%),7 (0.18),←,
26,"Ward, Daniel",23y 21d,25 (8-0-17 32.00%),4 (0.16),←,
34,"White, Jeff",23y 162d,96 (46-0-50 47.92%),57 (0.59),64 (33-0-31 51.56%),39 (0.61)
22,"Woewodin, Shane",24y 18d,90 (39-0-51 43.33%),42 (0.47),←,
13,"Yze, Adem",22y 313d,115 (49-0-66 42.61%),68 (0.59),←,
Totals,Totals,23y 325d,1490 (683-2-805 45.84%),1158 (0.78),,
C,"Daniher, Neale",39y 166d,68 (35-0-33 51.47%),,←,
