Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",6,2,6,12,,1.0,,1.0,1.0,2.0,4.0,2.0,1.0,1.0,,11.0,4.0,1.0,,3.0,5.0,,
11,"Archer, Glenn",9,3,1,10,2,,,3.0,1.0,3.0,2.0,2.0,,,,7.0,2.0,2.0,1.0,1.0,,,
26,"Bell, Peter",6,2,5,11,1,,,4.0,,2.0,1.0,1.0,,,,6.0,5.0,,,1.0,1.0,,
12,"Blakey, John",16,15,13,29,,,1.0,,8.0,3.0,1.0,1.0,2.0,,2.0,8.0,22.0,1.0,,4.0,2.0,,
22,"Burton, Matthew",1,1,2,3,,,8.0,3.0,,1.0,,2.0,,,,2.0,1.0,,,,,,
17,"Calthorpe, David",8,2,4,12,1,,1.0,5.0,1.0,4.0,2.0,1.0,1.0,,,5.0,7.0,,,3.0,,,
16,"Capuano, Mathew",2,,,2,,,9.0,1.0,,1.0,1.0,,,1.0,,1.0,,,,1.0,,,
18,"Carey, Wayne",13,9,3,16,5,2.0,,2.0,,4.0,,3.0,,2.0,3.0,10.0,7.0,5.0,6.0,,,,
23,"Clayton, Shane",4,1,2,6,,,,2.0,1.0,3.0,,,1.0,1.0,,5.0,1.0,,,,,,
2,"Colbert, Leigh",4,1,1,5,,1.0,,3.0,1.0,2.0,,1.0,2.0,1.0,,5.0,1.0,1.0,1.0,1.0,,,
6,"Grant, Shannon",3,1,1,4,,,,,,,,,,,,2.0,1.0,,,,,,
29,"Harvey, Brent",14,1,5,19,,3.0,,1.0,2.0,6.0,1.0,2.0,5.0,,,12.0,9.0,,1.0,2.0,,,
34,"King, David",17,3,6,23,,,,6.0,4.0,10.0,2.0,4.0,3.0,1.0,,14.0,10.0,1.0,1.0,1.0,4.0,,
35,"Makepeace, Troy",2,,2,4,,,,3.0,,2.0,,1.0,1.0,,,4.0,1.0,,,2.0,,,
4,"Martyn, Mick",9,3,5,14,,,,1.0,4.0,2.0,1.0,,,1.0,,7.0,7.0,,,1.0,1.0,,
5,"McCartney, Jason",13,4,5,18,,,2.0,2.0,2.0,2.0,3.0,,2.0,,,11.0,7.0,2.0,,1.0,,,
31,"McKernan, Corey",9,4,6,15,,3.0,8.0,1.0,,4.0,3.0,2.0,1.0,3.0,,9.0,6.0,1.0,,1.0,1.0,,
44,"Motlop, Shannon",10,2,4,14,1,2.0,,2.0,1.0,7.0,3.0,,,,,7.0,7.0,1.0,,3.0,1.0,,
28,"Pickett, Byron",8,2,6,14,,,,2.0,7.0,1.0,2.0,3.0,1.0,,,4.0,8.0,,,3.0,2.0,,
13,"Pike, Martin",14,3,1,15,,,,3.0,5.0,1.0,2.0,,3.0,1.0,,6.0,5.0,,,3.0,9.0,,
3,"Rawlings, Brady",9,3,3,12,,,,2.0,1.0,3.0,1.0,2.0,,1.0,,7.0,4.0,,1.0,1.0,,,
7,"Simpson, Adam",12,2,4,16,,,,4.0,1.0,4.0,4.0,1.0,,,,8.0,8.0,1.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,189,64,85,274,10,16.0,29.0,51.0,40.0,67.0,33.0,28.0,23.0,13.0,5.0,151.0,123.0,16.0,11.0,32.0,26.0,,
Opposition,Opposition,199,73,112,311,8,11.0,27.0,26.0,54.0,52.0,47.0,42.0,13.0,23.0,1.0,162.0,149.0,17.0,8.0,18.0,7.0,,
