Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game],Port Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Amon, Karl",13,2,5,18,,2.0,,2.0,2.0,4.0,3.0,3.0,1.0,1.0,,7.0,9.0,,1.0,1.0,,,86.0
10,"Boak, Travis",16,2,16,32,,,,1.0,3.0,6.0,8.0,4.0,4.0,,,19.0,13.0,,,,,,80.0
26,"Bonner, Riley",12,5,4,16,1,,,3.0,6.0,3.0,,4.0,,2.0,,5.0,11.0,,,6.0,,,87.0
3,"Burton, Ryan",8,1,4,12,,,,2.0,3.0,,,4.0,,,,4.0,4.0,,,1.0,,,41.0
18,"Butters, Zak",5,1,5,10,1,,,4.0,,2.0,2.0,,2.0,,,3.0,5.0,,,1.0,,,77.0
33,"Byrne-Jones, Darcy",24,6,6,30,,,,3.0,3.0,5.0,2.0,1.0,,,,9.0,17.0,,,3.0,,,87.0
17,"Clurey, Tom",5,3,5,10,,,,2.0,2.0,1.0,,2.0,,,,4.0,5.0,1.0,,13.0,,,96.0
22,"Dixon, Charlie",7,3,5,12,1,2.0,3.0,,,1.0,1.0,8.0,1.0,4.0,,10.0,2.0,2.0,1.0,1.0,,,94.0
7,"Ebert, Brad",5,,3,8,,,,3.0,,1.0,1.0,2.0,,,,4.0,2.0,,,3.0,,,70.0
9,"Gray, Robbie",12,3,20,32,1,1.0,,4.0,2.0,4.0,5.0,4.0,4.0,,,17.0,14.0,,,1.0,,,88.0
46,"Gray, Sam",12,4,7,19,2,1.0,,5.0,1.0,2.0,,3.0,4.0,,,10.0,8.0,1.0,2.0,2.0,,,86.0
8,"Hartlett, Hamish",15,3,4,19,,,,7.0,3.0,3.0,1.0,,3.0,,,4.0,11.0,,,,,,82.0
32,"Howard, Dougal",8,2,3,11,,,5.0,1.0,3.0,,3.0,3.0,2.0,1.0,,7.0,4.0,1.0,,7.0,,,80.0
42,"Jonas, Tom",12,8,6,18,,,,2.0,6.0,1.0,,5.0,,2.0,,3.0,13.0,,,8.0,,,94.0
29,"Lycett, Scott",6,1,4,10,,,32.0,6.0,1.0,1.0,4.0,6.0,4.0,5.0,,7.0,5.0,,,6.0,,,86.0
6,"Motlop, Steven",8,7,5,13,,,,3.0,,2.0,,1.0,,,,1.0,10.0,1.0,,,2.0,,82.0
2,"Powell-Pepper, Sam",7,1,11,18,,2.0,,2.0,,4.0,2.0,3.0,,,,7.0,11.0,,,1.0,,,83.0
11,"Rockliff, Tom",16,2,13,29,,,,3.0,3.0,4.0,5.0,6.0,2.0,1.0,,12.0,17.0,,1.0,,,1.0,77.0
20,"Rozee, Connor",6,1,7,13,,,,7.0,,1.0,1.0,,2.0,,,6.0,7.0,,,1.0,,,82.0
50,"Sutcliffe, Cam",6,,4,10,,,,4.0,,2.0,2.0,4.0,3.0,1.0,,5.0,3.0,,,1.0,,,78.0
39,"Westhoff, Justin",11,4,4,15,,,,3.0,1.0,3.0,2.0,3.0,1.0,2.0,,4.0,12.0,,,11.0,,,87.0
16,"Wines, Ollie",19,5,13,32,,1.0,,8.0,1.0,4.0,6.0,5.0,,,,12.0,14.0,,1.0,,,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,233,64,154,387,6,13.0,40.0,75.0,40.0,54.0,48.0,71.0,33.0,19.0,,160.0,197.0,6.0,6.0,67.0,2.0,1.0,
Opposition,Opposition,227,50,106,333,14,13.0,56.0,73.0,45.0,55.0,53.0,66.0,19.0,33.0,6.0,157.0,158.0,6.0,12.0,67.0,1.0,10.0,
