Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details,Western Bulldogs Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Western Bulldogs Games (W-D-L W%),Western Bulldogs Goals (Ave.)
22,"Addison, Dylan",23y 289d,58 (35-1-22 61.21%),11 (0.19),←,
5,"Boyd, Matthew",28y 330d,180 (91-2-87 51.11%),62 (0.34),←,
17,"Cooney, Adam",25y 296d,168 (90-2-76 54.17%),145 (0.86),←,
4,"Cross, Daniel",28y 115d,175 (87-3-85 50.57%),27 (0.15),←,
40,"Dahlhaus, Luke",18y 336d,7 (4-0-3 57.14%),6 (0.86),←,
33,"Djerrkura, Nathan",22y 307d,10 (4-0-6 40.00%),2 (0.20),6 (2-0-4 33.33%),2 (0.33)
13,"Giansiracusa, Daniel",29y 134d,208 (98-4-106 48.08%),241 (1.16),←,
9,"Gilbee, Lindsay",30y 15d,202 (103-2-97 51.49%),118 (0.58),←,
1,"Grant, Jarrad",22y 17d,34 (18-0-16 52.94%),43 (1.26),←,
16,"Griffen, Ryan",24y 361d,138 (77-1-60 56.16%),94 (0.68),←,
28,"Hall, Barry",34y 165d,284 (145-3-136 51.58%),720 (2.54),34 (19-0-15 55.88%),109 (3.21)
7,"Higgins, Shaun",23y 141d,83 (44-1-38 53.61%),92 (1.11),←,
41,"Hooper, Andrew",20y 186d,5 (3-0-2 60.00%),6 (1.20),←,
15,"Hudson, Ben",32y 149d,140 (85-1-54 61.07%),15 (0.11),85 (53-1-31 62.94%),9 (0.11)
19,"Jones, Liam",20y 149d,20 (9-0-11 45.00%),19 (0.95),←,
21,"Liberatore, Tom",19y 68d,11 (4-0-7 36.36%),4 (0.36),←,
37,"Markovic, Lukas",24y 199d,12 (5-0-7 41.67%),,←,
38,"Morris, Dale",28y 206d,150 (85-2-63 57.33%),3 (0.02),←,
42,"Picken, Liam",24y 356d,60 (34-0-26 56.67%),20 (0.33),←,
14,"Ward, Callan",21y 104d,55 (30-0-25 54.55%),28 (0.51),←,
12,"Williams, Tom",25y 6d,72 (38-1-33 53.47%),4 (0.06),←,
29,"Wood, Easton",21y 322d,24 (13-0-11 54.17%),4 (0.17),←,
Totals,Totals,25y 27d,2096 (1102-23-971 52.58%),1664 (0.79),,
C,"Eade, Rodney",53y 110d,312 (169-4-139 54.81%),,160 (88-2-70 55.63%),
