West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
37,"Barrass, Tom",26y 303d,116 (65-1-50 56.47%),1 (0.01),←,
33,"Bazzo, Rhett",18y 294d,7 (1-0-6 14.29%),,←,
15,"Cripps, Jamie",30y 106d,214 (118-1-95 55.37%),265 (1.24),198 (110-1-87 55.81%),249 (1.26)
27,"Darling, Jack",30y 55d,255 (149-1-105 58.63%),481 (1.89),←,
14,"Duggan, Liam",25y 239d,134 (76-0-58 56.72%),12 (0.09),←,
42,"Edwards, Harry",21y 310d,26 (7-0-19 26.92%),,←,
29,"Foley, Luke",22y 303d,21 (5-0-16 23.81%),2 (0.10),←,
3,"Gaff, Andrew",30y 52d,251 (146-1-104 58.37%),80 (0.32),←,
19,"Hough, Brady",19y 155d,14 (2-0-12 14.29%),,←,
25,"Hurn, Shannon",34y 337d,318 (179-1-138 56.45%),50 (0.16),←,
31,"Jones, Jamaine",23y 312d,40 (16-0-24 40.00%),18 (0.45),33 (11-0-22 33.33%),14 (0.42)
11,"Kelly, Tim",28y 12d,101 (51-0-50 50.50%),64 (0.63),53 (21-0-32 39.62%),16 (0.30)
17,"Kennedy, Josh",34y 347d,293 (149-2-142 51.19%),723 (2.47),271 (146-1-124 54.06%),712 (2.63)
7,"Langdon, Zac",26y 267d,54 (28-0-26 51.85%),31 (0.57),23 (11-0-12 47.83%),8 (0.35)
9,"Naitanui, Nic",32y 95d,212 (120-1-91 56.84%),112 (0.53),←,
24,"ONeill, Xavier",22y 4d,22 (9-0-13 40.91%),3 (0.14),←,
10,"Petrevski-Seton, Sam",24y 169d,106 (27-0-79 25.47%),21 (0.20),12 (0-0-12 0.00%),1 (0.08)
8,"Redden, Jack",31y 241d,261 (119-1-141 45.79%),79 (0.30),132 (75-0-57 56.82%),27 (0.20)
44,"Rioli, Willie",27y 64d,50 (31-0-19 62.00%),60 (1.20),←,
1,"Ryan, Liam",25y 309d,84 (44-0-40 52.38%),118 (1.40),←,
13,"Shuey, Luke",32y 66d,236 (139-1-96 59.11%),140 (0.59),←,
2,"Waterman, Jake",24y 93d,72 (36-0-36 50.00%),66 (0.92),←,
32,"Williams, Bailey",22y 112d,25 (7-0-18 28.00%),10 (0.40),←,
Totals,Totals,26y 296d,2912 (1524-10-1378 52.34%),2336 (0.80),,
C,"Simpson, Adam",46y 172d,201 (116-1-84 57.96%),,←,
