Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game],Adelaide Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
44,"Bock, Nathan",8,5,4,12,2,,,1.0,,3.0,,6.0,1.0,3.0,,7.0,6.0,1.0,1.0,,,,62.0
24,"Burton, Brett",9,5,6,15,1,4.0,,2.0,,1.0,,4.0,1.0,4.0,,9.0,7.0,3.0,3.0,,,,79.0
11,"Doughty, Michael",4,6,12,16,,,2.0,4.0,2.0,3.0,,1.0,,,,2.0,14.0,,,,,,63.0
9,"Edwards, Tyson",21,8,11,32,1,1.0,,6.0,6.0,5.0,3.0,3.0,1.0,2.0,,8.0,24.0,,1.0,2.0,,,91.0
1,"Gill, Nick",11,10,8,19,1,3.0,,,1.0,2.0,,3.0,,,,7.0,12.0,2.0,4.0,,,2.0,73.0
36,"Goodwin, Simon",15,3,16,31,2,,,1.0,2.0,5.0,6.0,3.0,1.0,,,8.0,23.0,,,1.0,,,84.0
13,"Hudson, Ben",4,4,7,11,,,20.0,1.0,,2.0,2.0,2.0,,2.0,,8.0,4.0,1.0,,1.0,,,61.0
18,"Johncock, Graham",14,10,14,28,1,,,2.0,5.0,,,,1.0,,1.0,5.0,22.0,1.0,1.0,9.0,2.0,,100.0
3,"Massie, Kris",6,4,11,17,,,,4.0,1.0,1.0,,2.0,1.0,,,2.0,15.0,,,6.0,2.0,,100.0
39,"Mattner, Martin",7,5,9,16,,,,3.0,2.0,1.0,1.0,5.0,,1.0,,5.0,11.0,1.0,,6.0,1.0,,100.0
23,"McLeod, Andrew",19,3,12,31,1,1.0,,1.0,1.0,8.0,3.0,4.0,1.0,1.0,3.0,9.0,22.0,,,,2.0,4.0,97.0
2,"Meesen, John",4,2,2,6,,,9.0,,,1.0,1.0,,,,,1.0,5.0,,,2.0,,,39.0
40,"Porplyzia, Jason",7,5,9,16,1,,,4.0,,4.0,1.0,2.0,,,,7.0,9.0,2.0,2.0,2.0,,1.0,86.0
33,"Reilly, Brent",23,7,15,38,,,,2.0,1.0,7.0,8.0,5.0,1.0,4.0,,11.0,25.0,2.0,,2.0,1.0,2.0,89.0
32,"Ricciuto, Mark",6,2,5,11,,1.0,,,,2.0,,3.0,3.0,2.0,,6.0,5.0,,,1.0,1.0,,73.0
25,"Rutten, Ben",5,4,7,12,,,,1.0,2.0,1.0,1.0,1.0,,1.0,2.0,6.0,6.0,2.0,,7.0,,,100.0
12,"Shirley, Robert",14,5,16,30,,1.0,,5.0,3.0,3.0,3.0,2.0,,,,10.0,20.0,,,5.0,,,87.0
27,"Stevens, Scott",10,7,9,19,,,2.0,2.0,8.0,,1.0,5.0,1.0,1.0,,8.0,12.0,1.0,,8.0,,,100.0
5,"Thompson, Scott",17,5,9,26,1,,,5.0,4.0,4.0,5.0,3.0,2.0,,,11.0,14.0,,1.0,1.0,,,85.0
15,"Torney, Jason",10,4,12,22,,1.0,,5.0,,4.0,1.0,3.0,2.0,,,8.0,16.0,,,4.0,,,89.0
7,"van Berlo, Nathan",8,5,20,28,,,,3.0,,5.0,1.0,3.0,1.0,1.0,,9.0,19.0,1.0,,5.0,1.0,,76.0
17,"Welsh, Scott",5,3,4,9,1,1.0,,3.0,,1.0,,,1.0,,,4.0,5.0,1.0,1.0,1.0,,1.0,66.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,227,112,218,445,12,14.0,33.0,55.0,38.0,63.0,37.0,60.0,18.0,22.0,6.0,151.0,296.0,18.0,14.0,63.0,10.0,10.0,
Opposition,Opposition,188,111,146,334,8,12.0,20.0,61.0,44.0,48.0,18.0,40.0,22.0,18.0,,91.0,241.0,4.0,10.0,54.0,17.0,8.0,
