Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
15,"Abraham, Winston",25y 170d,88 (54-0-34 61.36%),136 (1.55),50 (36-0-14 72.00%),81 (1.62)
11,"Archer, Glenn",26y 359d,164 (108-0-56 65.85%),103 (0.63),←,
26,"Bell, Peter",24y 16d,102 (69-0-33 67.65%),99 (0.97),100 (69-0-31 69.00%),97 (0.97)
12,"Blakey, John",33y 237d,301 (161-0-140 53.49%),97 (0.32),166 (109-0-57 65.66%),59 (0.36)
22,"Burton, Matthew",29y 303d,72 (22-0-50 30.56%),33 (0.46),2 (0-0-2 0.00%),1 (0.50)
17,"Calthorpe, David",26y 213d,103 (58-2-43 57.28%),64 (0.62),2 (0-0-2 0.00%),4 (2.00)
16,"Capuano, Mathew",24y 197d,70 (53-0-17 75.71%),19 (0.27),←,
23,"Clayton, Shane",21y 145d,45 (22-0-23 48.89%),13 (0.29),27 (20-0-7 74.07%),12 (0.44)
6,"Grant, Shannon",22y 333d,109 (69-1-39 63.76%),123 (1.13),51 (37-0-14 72.55%),85 (1.67)
29,"Harvey, Brent",21y 308d,66 (46-0-20 69.70%),69 (1.05),←,
21,"Hewitt, Evan",21y 254d,26 (15-0-11 57.69%),20 (0.77),←,
34,"King, David",28y 10d,134 (90-0-44 67.16%),43 (0.32),←,
27,"Lange, Adam",21y 65d,7 (3-0-4 42.86%),3 (0.43),←,
4,"Martyn, Mick",31y 199d,243 (145-1-97 59.88%),14 (0.06),←,
5,"McCartney, Jason",26y 3d,123 (68-0-55 55.28%),51 (0.41),48 (34-0-14 70.83%),3 (0.06)
31,"McKernan, Corey",26y 89d,140 (97-0-43 69.29%),158 (1.13),←,
44,"Motlop, Shannon",21y 212d,9 (7-0-2 77.78%),7 (0.78),←,
39,"Pagan, Ryan",22y 249d,2 (0-0-2 0.00%),,←,
28,"Pickett, Byron",22y 219d,53 (38-0-15 71.70%),,←,
13,"Pike, Martin",27y 124d,122 (57-0-65 46.72%),53 (0.43),62 (45-0-17 72.58%),13 (0.21)
24,"Sholl, Craig",32y 78d,223 (135-0-88 60.54%),150 (0.67),←,
7,"Simpson, Adam",24y 30d,92 (67-0-25 72.83%),35 (0.38),←,
Totals,Totals,25y 207d,2294 (1384-4-906 60.33%),1290 (0.56),,
C,"Pagan, Denis",52y 175d,172 (114-0-58 66.28%),,←,
