Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
8,"Bassett, Nathan",31y 169d,196 (110-0-86 56.12%),24 (0.12),←,
44,"Bock, Nathan",25y 65d,72 (41-0-31 56.94%),52 (0.72),←,
24,"Burton, Brett",30y 20d,160 (88-0-72 55.00%),234 (1.46),←,
11,"Doughty, Michael",28y 293d,128 (80-0-48 62.50%),32 (0.25),←,
26,"Douglas, Richard",21y 108d,24 (14-0-10 58.33%),14 (0.58),←,
9,"Edwards, Tyson",31y 292d,275 (151-0-124 54.91%),169 (0.61),←,
36,"Goodwin, Simon",31y 150d,224 (129-0-95 57.59%),146 (0.65),←,
6,"Griffin, Jonathon",22y 131d,25 (14-0-11 56.00%),5 (0.20),←,
18,"Johncock, Graham",25y 216d,135 (78-0-57 57.78%),83 (0.61),←,
21,"Knights, Chris",21y 242d,38 (24-0-14 63.16%),7 (0.18),←,
14,"Mackay, David",19y 304d,9 (6-0-3 66.67%),,←,
20,"Maric, Ivan",22y 141d,16 (10-0-6 62.50%),8 (0.50),←,
23,"McLeod, Andrew",31y 294d,292 (159-0-133 54.45%),252 (0.86),←,
40,"Porplyzia, Jason",23y 179d,35 (23-0-12 65.71%),38 (1.09),←,
33,"Reilly, Brent",24y 194d,87 (52-0-35 59.77%),38 (0.44),←,
25,"Rutten, Ben",24y 362d,88 (57-0-31 64.77%),5 (0.06),←,
12,"Shirley, Robert",27y 350d,126 (72-0-54 57.14%),25 (0.20),←,
27,"Stevens, Scott",26y 130d,88 (44-1-43 50.57%),53 (0.60),63 (34-0-29 53.97%),36 (0.57)
5,"Thompson, Scott",25y 71d,118 (70-0-48 59.32%),85 (0.72),79 (52-0-27 65.82%),68 (0.86)
4,"Tippett, Kurt",21y 16d,9 (6-0-3 66.67%),13 (1.44),←,
7,"van Berlo, Nathan",21y 353d,62 (39-0-23 62.90%),17 (0.27),←,
17,"Vince, Bernie",22y 235d,19 (14-0-5 73.68%),9 (0.47),←,
Totals,Totals,25y 196d,2226 (1281-1-944 57.55%),1309 (0.59),,
C,"Craig, Neil",52y 134d,90 (57-0-33 63.33%),,←,
