Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
10,"Brayshaw, Angus",25y 127d,103 (51-0-52 49.51%),43 (0.42),←,
50,"Brown, Ben",28y 177d,133 (69-0-64 51.88%),292 (2.20),3 (3-0-0 100.00%),5 (1.67)
37,"Chandler, Kade",21y 123d,5 (4-0-1 80.00%),,←,
31,"Fritsch, Bayley",24y 161d,69 (37-0-32 53.62%),80 (1.16),←,
11,"Gawn, Max",29y 137d,143 (62-0-81 43.36%),63 (0.44),←,
4,"Harmes, James",25y 223d,107 (51-0-56 47.66%),59 (0.55),←,
14,"Hibberd, Michael",31y 133d,161 (80-1-80 50.00%),14 (0.09),77 (40-0-37 51.95%),3 (0.04)
29,"Hunt, Jayden",26y 43d,83 (41-0-42 49.40%),42 (0.51),←,
23,"Jordon, James",20y 147d,9 (9-0-0 100.00%),3 (0.33),←,
15,"Langdon, Ed",25y 104d,94 (43-0-51 45.74%),43 (0.46),26 (18-0-8 69.23%),10 (0.38)
8,"Lever, Jake",25y 72d,101 (64-0-37 63.37%),3 (0.03),45 (26-0-19 57.78%),
1,"May, Steven",29y 126d,156 (57-1-98 36.86%),23 (0.15),33 (19-0-14 57.58%),2 (0.06)
25,"McDonald, Tom",28y 240d,179 (72-0-107 40.22%),125 (0.70),←,
18,"Melksham, Jake",29y 260d,192 (97-1-94 50.78%),145 (0.76),78 (45-0-33 57.69%),88 (1.13)
30,"Neal-Bullen, Alex",25y 127d,89 (48-0-41 53.93%),71 (0.80),←,
13,"Oliver, Clayton",23y 298d,108 (58-0-50 53.70%),31 (0.29),←,
5,"Petracca, Christian",25y 132d,111 (57-0-54 51.35%),103 (0.93),←,
35,"Petty, Harry",21y 185d,14 (5-0-9 35.71%),6 (0.43),←,
36,"Pickett, Kysaiah",19y 348d,23 (16-0-7 69.57%),22 (0.96),←,
24,"Rivers, Trent",19y 290d,18 (14-0-4 77.78%),2 (0.11),←,
3,"Salem, Christian",25y 305d,115 (55-0-60 47.83%),22 (0.19),←,
9,"Spargo, Charlie",21y 172d,43 (29-0-14 67.44%),30 (0.70),←,
26,"Weideman, Sam",23y 324d,45 (24-0-21 53.33%),46 (1.02),←,
Totals,Totals,25y 42d,2101 (1043-3-1055 49.64%),1268 (0.60),,
C,"Goodwin, Simon",44y 141d,96 (51-0-45 53.13%),,95 (51-0-44 53.68%),
