Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
11,"Bowden, Joel",24y 35d,122 (61-0-61 50.00%),116 (0.95),←,
15,"Cameron, Leon",29y 327d,230 (122-3-105 53.70%),92 (0.40),58 (29-0-29 50.00%),24 (0.41)
9,"Campbell, Wayne",29y 306d,242 (111-1-130 46.07%),152 (0.63),←,
6,"Chaffey, Mark",25y 81d,97 (45-0-52 46.39%),23 (0.24),←,
24,"Coughlan, Mark",20y 97d,16 (4-0-12 25.00%),5 (0.31),←,
14,"Fiora, Aaron",21y 98d,35 (19-0-16 54.29%),11 (0.31),←,
2,"Gaspar, Darren",26y 67d,161 (73-0-88 45.34%),15 (0.09),140 (66-0-74 47.14%),14 (0.10)
20,"Hall, Ray",21y 272d,33 (15-0-18 45.45%),13 (0.39),←,
39,"Kellaway, Andrew",26y 245d,98 (47-0-51 47.96%),20 (0.20),←,
3,"Kellaway, Duncan",29y 159d,167 (81-1-85 48.80%),11 (0.07),←,
21,"King, Clinton",24y 124d,74 (33-0-41 44.59%),23 (0.31),43 (23-0-20 53.49%),10 (0.23)
33,"Knights, Matthew",31y 294d,279 (118-0-161 42.29%),141 (0.51),←,
35,"Newman, Chris",20y 69d,9 (0-0-9 0.00%),,←,
5,"Ottens, Brad",22y 182d,94 (45-0-49 47.87%),122 (1.30),←,
8,"Pettifer, Kayne",20y 185d,16 (7-0-9 43.75%),15 (0.94),←,
12,"Richardson, Matthew",27y 129d,152 (73-0-79 48.03%),462 (3.04),←,
18,"Rodan, David",18y 291d,17 (4-0-13 23.53%),13 (0.76),←,
4,"Rogers, Matthew",28y 243d,174 (92-1-81 53.16%),157 (0.90),←,
10,"Stafford, Greg",27y 333d,141 (65-1-75 46.45%),71 (0.50),11 (3-0-8 27.27%),13 (1.18)
32,"Tivendale, Greg",23y 98d,76 (35-0-41 46.05%),56 (0.74),←,
29,"Torney, Jason",25y 40d,113 (56-1-56 50.00%),16 (0.14),←,
36,"Zantuck, Ty",20y 161d,27 (8-0-19 29.63%),5 (0.19),←,
Totals,Totals,24y 291d,2373 (1114-8-1251 46.94%),1539 (0.65),,
C,"Frawley, Danny",38y 321d,64 (31-0-33 48.44%),,←,
