Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",29y 347d,259 (142-2-115 55.21%),344 (1.33),67 (18-0-49 26.87%),82 (1.22)
36,"Broughton, Greg",27y 209d,91 (39-0-52 42.86%),19 (0.21),23 (10-0-13 43.48%),4 (0.17)
12,"Day, Sam",21y 232d,48 (14-0-34 29.17%),34 (0.71),←,
33,"Hall, Aaron",23y 168d,36 (14-0-22 38.89%),37 (1.03),←,
5,"Harbrow, Jarrod",25y 282d,132 (58-1-73 44.32%),39 (0.30),62 (18-0-44 29.03%),18 (0.29)
34,"Hutchins, Jack",22y 65d,19 (8-0-11 42.11%),3 (0.16),←,
28,"Kolodjashnij, Kade",18y 260d,5 (3-0-2 60.00%),1 (0.20),←,
40,"Lemmens, Sean",19y 175d,6 (4-0-2 66.67%),1 (0.17),←,
19,"Lynch, Tom",21y 177d,44 (12-0-32 27.27%),47 (1.07),←,
32,"Matera, Brandon",22y 46d,44 (13-0-31 29.55%),41 (0.93),←,
17,"May, Steven",22y 106d,40 (12-0-28 30.00%),15 (0.38),←,
18,"McKenzie, Trent",22y 23d,63 (17-0-46 26.98%),19 (0.30),←,
1,"OMeara, Jaeger",20y 62d,28 (12-0-16 42.86%),19 (0.68),←,
10,"Prestia, Dion",21y 196d,57 (14-0-43 24.56%),14 (0.25),←,
35,"Rischitelli, Michael",28y 108d,163 (61-3-99 38.34%),72 (0.44),52 (12-0-40 23.08%),25 (0.48)
8,"Russell, Luke",22y 92d,47 (10-0-37 21.28%),17 (0.36),←,
26,"Shaw, Matt",22y 80d,58 (15-0-43 25.86%),23 (0.40),←,
25,"Stanley, Danny",26y 67d,64 (18-0-46 28.13%),35 (0.55),59 (17-0-42 28.81%),35 (0.59)
3,"Sumner, Timmy",19y 199d,14 (5-0-9 35.71%),6 (0.43),←,
24,"Swallow, David",21y 158d,57 (15-0-42 26.32%),29 (0.51),←,
16,"Thompson, Rory",23y 45d,39 (12-0-27 30.77%),7 (0.18),←,
14,"Warnock, Matthew",30y 23d,86 (19-1-66 22.67%),1 (0.01),31 (8-0-23 25.81%),
Totals,Totals,23y 92d,1400 (517-7-876 36.93%),823 (0.59),,
C,"McKenna, Guy",44y 350d,72 (18-0-54 25.00%),,←,
