Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game],Kangaroos Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
15,"Abraham, Winston",8,2,1,9,4,2.0,,,,,2.0,1.0,1.0,,,6.0,3.0,2.0,2.0,,,,
11,"Archer, Glenn",19,3,4,23,,,,3.0,9.0,1.0,6.0,2.0,,2.0,,10.0,13.0,2.0,,3.0,,,
26,"Bell, Peter",18,5,7,25,1,,,,3.0,3.0,3.0,4.0,3.0,1.0,,9.0,16.0,,,,,,
12,"Blakey, John",2,1,3,5,1,1.0,,,,,,,,1.0,,2.0,4.0,,1.0,,,,
16,"Capuano, Mathew",,,2,2,,,5.0,,,,,,,,,3.0,,,,,,,
18,"Carey, Wayne",6,1,6,12,,,1.0,2.0,,3.0,3.0,2.0,2.0,1.0,,5.0,7.0,,,3.0,,,
23,"Clayton, Shane",7,1,5,12,,,,1.0,1.0,4.0,3.0,2.0,2.0,1.0,,10.0,3.0,1.0,,,,,
3,"Dhurrkay, Gary",10,5,2,12,,1.0,,1.0,2.0,3.0,1.0,,,,,3.0,9.0,,1.0,,,,
6,"Grant, Shannon",21,9,9,30,2,1.0,,1.0,4.0,7.0,1.0,3.0,4.0,2.0,3.0,9.0,19.0,1.0,1.0,2.0,,,
29,"Harvey, Brent",9,1,6,15,,,,,2.0,4.0,1.0,,1.0,,,8.0,7.0,,,,2.0,,
34,"King, David",7,2,9,16,1,,,1.0,5.0,1.0,1.0,,,1.0,,6.0,9.0,1.0,,1.0,6.0,,
42,"Kingsley, Kent",1,,1,2,,,,,,1.0,,1.0,,,,2.0,,,,,,,
4,"Martyn, Mick",7,3,4,11,,,,1.0,5.0,1.0,,2.0,1.0,,,3.0,6.0,,,,,,
5,"McCartney, Jason",15,5,7,22,,,2.0,,4.0,6.0,3.0,1.0,2.0,,,7.0,13.0,,,2.0,,,
31,"McKernan, Corey",10,5,8,18,,2.0,25.0,,1.0,5.0,10.0,,3.0,4.0,,13.0,4.0,2.0,1.0,2.0,2.0,,
28,"Pickett, Byron",11,1,2,13,,,1.0,2.0,6.0,3.0,,1.0,3.0,,2.0,10.0,5.0,,,2.0,6.0,,
13,"Pike, Martin",7,1,6,13,,,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,,5.0,7.0,,,,,,
22,"Roberts, Mark",,,2,2,,,,,,,,,,,,2.0,1.0,,,,,,
24,"Sholl, Craig",14,4,2,16,2,1.0,,,1.0,8.0,1.0,1.0,,2.0,,8.0,7.0,1.0,,2.0,1.0,,
7,"Simpson, Adam",17,5,4,21,,2.0,1.0,2.0,1.0,3.0,8.0,1.0,2.0,2.0,,9.0,12.0,,,,,,
10,"Stevens, Anthony",13,3,5,18,1,,,5.0,2.0,5.0,5.0,1.0,2.0,4.0,,10.0,9.0,,,1.0,2.0,,
30,"Welsh, Scott",3,1,2,5,,,,2.0,,,,1.0,,,,5.0,,1.0,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,205,58,97,302,12,12.0,36.0,23.0,48.0,60.0,49.0,24.0,27.0,22.0,5.0,145.0,154.0,11.0,6.0,18.0,19.0,,
Opposition,Opposition,192,73,119,311,9,10.0,19.0,12.0,44.0,63.0,40.0,31.0,22.0,27.0,1.0,132.0,172.0,11.0,11.0,11.0,5.0,,
