Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game],Richmond Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
11,"Batchelor, Jake",13,9,4,17,,,,,2.0,1.0,,3.0,,,,5.0,12.0,3.0,,2.0,,,79.0
25,"Chaplin, Troy",9,6,9,18,,,,,2.0,,,1.0,1.0,1.0,,3.0,16.0,,,5.0,,,100.0
9,"Cotchin, Trent",23,4,11,34,,,,2.0,1.0,7.0,3.0,6.0,6.0,2.0,,15.0,18.0,,,1.0,,1.0,81.0
5,"Ellis, Brandon",12,3,14,26,,,,5.0,3.0,5.0,3.0,3.0,1.0,,,7.0,18.0,,,1.0,,2.0,83.0
22 ↑,"Gordon, Nathan",5,6,6,11,1,1.0,,2.0,,,,2.0,,,,3.0,7.0,1.0,2.0,,,,38.0
24,"Griffiths, Ben",9,7,4,13,1,1.0,12.0,2.0,,5.0,1.0,2.0,,,,5.0,9.0,1.0,2.0,1.0,,1.0,92.0
6,"Grigg, Shaun",8,3,12,20,,,1.0,2.0,,2.0,3.0,1.0,,,,5.0,14.0,,,,,,75.0
2,"Grimes, Dylan",5,5,5,10,1,,,,2.0,1.0,1.0,1.0,,1.0,,5.0,4.0,1.0,,1.0,,,76.0
14,"Houli, Bachar",14,5,8,22,,,,3.0,5.0,2.0,,4.0,1.0,1.0,,6.0,13.0,2.0,,2.0,2.0,,92.0
28,"Hunt, Taylor",11,6,12,23,,1.0,,2.0,1.0,4.0,2.0,3.0,,,,4.0,20.0,,,2.0,1.0,,85.0
48 ↓,"Lambert, Kane",3,2,3,6,,1.0,,1.0,,1.0,,1.0,,1.0,,3.0,3.0,,1.0,,,1.0,43.0
27,"Lloyd, Sam",7,7,9,16,1,,,1.0,,3.0,2.0,4.0,2.0,1.0,,7.0,10.0,,3.0,,,,92.0
20,"Maric, Ivan",4,1,10,14,,,22.0,2.0,,1.0,5.0,,3.0,,,9.0,6.0,1.0,,2.0,,,82.0
4,"Martin, Dustin",15,2,16,31,1,,,6.0,,4.0,5.0,2.0,1.0,,,12.0,19.0,,,,3.0,,80.0
33,"McIntosh, Kamdyn",18,7,6,24,,,,2.0,5.0,5.0,2.0,5.0,1.0,,,7.0,17.0,,,,1.0,1.0,81.0
26,"Miles, Anthony",12,4,15,27,,,,6.0,2.0,2.0,6.0,6.0,2.0,4.0,,11.0,17.0,,,,,,89.0
38,"Morris, Steven",4,2,4,8,,,,1.0,1.0,2.0,,,2.0,,,5.0,3.0,,,3.0,1.0,1.0,89.0
1,"Newman, Chris",13,7,3,16,1,1.0,,2.0,3.0,5.0,1.0,,2.0,,,5.0,12.0,,,,,,75.0
13,"Petterd, Ricky",10,7,5,15,1,1.0,,2.0,,2.0,,2.0,1.0,1.0,,5.0,11.0,1.0,4.0,1.0,,,85.0
18,"Rance, Alex",14,13,14,28,,,,2.0,3.0,,,2.0,3.0,1.0,2.0,11.0,18.0,3.0,,6.0,5.0,,99.0
8,"Riewoldt, Jack",7,5,2,9,2,4.0,1.0,4.0,,,,1.0,2.0,,,4.0,5.0,1.0,5.0,,,,100.0
31,"Vlastuin, Nick",8,2,7,15,,,,4.0,3.0,2.0,,2.0,2.0,,,6.0,8.0,,,1.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,224,113,179,403,9,12.0,36.0,51.0,33.0,54.0,34.0,51.0,30.0,13.0,2.0,143.0,260.0,14.0,17.0,28.0,13.0,7.0,
Opposition,Opposition,195,83,131,326,12,13.0,41.0,73.0,38.0,48.0,32.0,58.0,13.0,30.0,4.0,125.0,202.0,9.0,7.0,46.0,12.0,10.0,
