Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
4,"Ah Chee, Callum",23y 168d,65 (23-0-42 35.38%),27 (0.42),20 (15-0-5 75.00%),3 (0.15)
31,"Andrews, Harris",24y 105d,115 (39-0-76 33.91%),9 (0.08),←,
33,"Bailey, Zac",21y 184d,48 (28-0-20 58.33%),27 (0.56),←,
13,"Berry, Tom",19y 329d,7 (5-0-2 71.43%),1 (0.14),←,
14,"Birchall, Grant",33y 57d,266 (181-1-84 68.23%),34 (0.13),18 (14-0-4 77.78%),
23,"Cameron, Charlie",26y 264d,129 (79-1-49 61.63%),194 (1.50),56 (32-0-24 57.14%),107 (1.91)
18,"Coleman, Keidean",20y 360d,7 (5-0-2 71.43%),3 (0.43),←,
3,"Daniher, Joe",27y 22d,110 (40-1-69 36.82%),194 (1.76),2 (0-0-2 0.00%),3 (1.50)
21,"Fullarton, Tom",22y 31d,4 (2-0-2 50.00%),1 (0.25),←,
30,"Hipwood, Eric",23y 194d,96 (42-0-54 43.75%),142 (1.48),←,
35,"Lester, Ryan",28y 212d,143 (54-0-89 37.76%),45 (0.31),←,
17,"Lyons, Jarryd",28y 247d,137 (75-0-62 54.74%),69 (0.50),45 (31-0-14 68.89%),20 (0.44)
11,"McCarthy, Lincoln",27y 155d,72 (52-0-20 72.22%),63 (0.88),43 (29-0-14 67.44%),38 (0.88)
6,"McCluggage, Hugh",23y 23d,84 (39-0-45 46.43%),51 (0.61),←,
46,"McInerney, Oscar",26y 259d,58 (33-0-25 56.90%),31 (0.53),←,
9,"Neale, Lachie",27y 306d,180 (96-0-84 53.33%),93 (0.52),45 (31-0-14 68.89%),26 (0.58)
40,"Payne, Jack",21y 162d,7 (3-0-4 42.86%),,←,
20,"Prior, Jaxon",19y 295d,1 (0-0-1 0.00%),,←,
10,"Rich, Daniel",30y 292d,224 (85-1-138 38.17%),110 (0.49),←,
5,"Robinson, Mitch",31y 292d,212 (95-1-116 45.05%),113 (0.53),112 (44-0-68 39.29%),55 (0.49)
22,"Sharp, Harry",18y 99d,2 (0-0-2 0.00%),,←,
37,"Starcevich, Brandon",21y 245d,25 (16-0-9 64.00%),2 (0.08),←,
15,"Zorko, Dayne",32y 45d,187 (71-0-116 37.97%),194 (1.04),←,
Totals,Totals,25y 94d,2179 (1063-5-1111 48.78%),1403 (0.64),,
C,"Fagan, Chris",59y 276d,89 (41-0-48 46.07%),,←,
