Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game],Collingwood Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
25,"AhMat, Robert",2,2,4,6,1,,,,,,,,,,,,,,,,,,
3,"Brereton, Dermott",4,4,4,8,3,1.0,,,,,,,,,,,,,,,,,
26,"Brown, Gavin",8,3,2,10,1,1.0,2.0,3.0,,,,,2.0,1.0,,,,,,,,,
5,"Buckley, Nathan",23,5,8,31,,2.0,,3.0,,,,,,1.0,,,,,,,,,
21,"Christian, Michael",2,1,1,3,,,2.0,,,,,,,,,,,,,,,,
28,"Crosisca, Gavin",7,2,,7,,,1.0,1.0,,,,,2.0,,,,,,,,,,
2,"Francis, Tony",11,4,6,17,,1.0,,2.0,,,,,3.0,,,,,,,,,,
15,"Hassall, Jon",1,,3,4,,,,1.0,,,,,,,,,,,,,,,
38,"James, Aaron",4,3,4,8,,,5.0,1.0,,,,,,1.0,,,,,,,,,
8,"James, Brett",7,1,10,17,,1.0,,2.0,,,,,2.0,,,,,,,,,,
1,"Monkhorst, Damian",2,1,3,5,,,17.0,,,,,,,2.0,,,,,,,,,
6,"Patterson, Stephen",4,,1,5,,1.0,,,,,,,,,,,,,,,,,
4,"Pert, Gary",10,4,2,12,,,,2.0,,,,,,,,,,,,,,,
13,"Richardson, Alan",3,1,2,5,,,,1.0,,,,,1.0,1.0,,,,,,,,,
16,"Richardson, Mark",3,3,1,4,,1.0,8.0,,,,,,,1.0,,,,,,,,,
36,"Rocca, Saverio",8,4,2,10,6,,,,,,,,,1.0,,,,,,,,,
29,"Russell, Scott",10,3,6,16,,,,1.0,,,,,,2.0,,,,,,,,,
14,"Watson, Shane",4,3,5,9,,,,3.0,,,,,1.0,1.0,,,,,,,,,
27,"Wild, Jason",5,2,7,12,,,1.0,1.0,,,,,,1.0,,,,,,,,,
10,"Williams, Paul",10,2,6,16,,,,1.0,,,,,2.0,,,,,,,,,,
19,"Wright, Graham",8,2,2,10,,,,1.0,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,136,50,79,215,11,13.0,36.0,23.0,,,,,13.0,13.0,,,,,,,,,
Opposition,Opposition,181,70,127,308,18,21.0,33.0,31.0,,,,,13.0,13.0,6.0,,,,,,,,
