Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game],Fitzroy Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
23,"Atkins, Simon",10,1,6,16,,1.0,,,,,,,1.0,2.0,,,,,,,,,
32,"Baldwin, Jason",2,,1,3,,1.0,,,,,,,1.0,,,,,,,,,,
22,"Bamford, Scott",11,,5,16,,1.0,,1.0,,,,,1.0,1.0,,,,,,,,,
5,"Barker, John",12,6,5,17,,,,,,,,,1.0,2.0,,,,,,,,,
1,"Boyd, Brad",9,2,11,20,1,,1.0,2.0,,,,,1.0,3.0,,,,,,,,,
27,"Chandler, Brett",8,2,5,13,1,1.0,,2.0,,,,,2.0,2.0,,,,,,,,,
35,"Cook, Brett",3,1,5,8,,,14.0,1.0,,,,,1.0,2.0,,,,,,,,,
31,"Dent, Matthew",9,2,6,15,1,,,3.0,,,,,1.0,2.0,,,,,,,,,
17,"Hawking, Simon",6,4,1,7,1,1.0,,3.0,,,,,1.0,,,,,,,,,,
10,"Hogg, Jeff",9,1,,9,1,,,,,,,,3.0,1.0,,,,,,,,,
19,"Holmes, Darren",5,3,6,11,,,,3.0,,,,,3.0,1.0,,,,,,,,,
2,"Johnson, Chris",6,2,8,14,,,,6.0,,,,,1.0,1.0,,,,,,,,,
36,"Lamb, Wayne",7,2,2,9,1,,,1.0,,,,,2.0,2.0,,,,,,,,,
26,"Manfield, Matthew",1,1,2,3,,,,,,,,,,,,,,,,,,,
3,"Mellington, Anthony",,,2,2,,,1.0,,,,,,,1.0,,,,,,,,,
7,"Molloy, Jarrod",6,3,1,7,4,1.0,,,,,,,1.0,2.0,,,,,,,,,
34,"Morton, Danny",,,2,2,,,,,,,,,,,,,,,,,,,
4,"Paxman, Stephen",4,2,4,8,,,,,,,,,1.0,1.0,,,,,,,,,
8,"Pike, Martin",12,5,1,13,,,,,,,,,,2.0,,,,,,,,,
37,"Rombotis, John",9,1,10,19,,1.0,,4.0,,,,,5.0,1.0,,,,,,,,,
33,"Warfe, Rowan",6,4,4,10,,1.0,,2.0,,,,,1.0,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,135,42,87,222,10,10.0,16.0,28.0,,,,,27.0,27.0,,,,,,,,,
Opposition,Opposition,173,66,83,256,17,19.0,26.0,25.0,,,,,27.0,27.0,6.0,,,,,,,,
