Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details,Fremantle Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Fremantle Games (W-D-L W%),Fremantle Goals (Ave.)
1,"Ballantyne, Hayden",22y 338d,21 (11-0-10 52.38%),30 (1.43),←,
21,"Barlow, Michael",22y 183d,12 (8-0-4 66.67%),14 (1.17),←,
26,"Bradley, Kepler",24y 218d,79 (22-1-56 28.48%),43 (0.54),30 (9-0-21 30.00%),29 (0.97)
15,"Crowley, Ryan",26y 106d,91 (44-0-47 48.35%),66 (0.73),←,
40,"de Boer, Matt",20y 101d,26 (11-0-15 42.31%),7 (0.27),←,
41,"Duffield, Paul",25y 134d,58 (24-0-34 41.38%),17 (0.29),←,
13,"Fyfe, Nat",18y 274d,9 (6-0-3 66.67%),10 (1.11),←,
14,"Grover, Antoni",30y 100d,172 (74-0-98 43.02%),24 (0.14),←,
4,"Hasleby, Paul",29y 7d,200 (87-0-113 43.50%),120 (0.60),←,
43,"Hayden, Roger",29y 192d,115 (60-0-55 52.17%),13 (0.11),←,
32,"Hill, Stephen",20y 49d,35 (15-0-20 42.86%),19 (0.54),←,
5,"Ibbotson, Garrick",22y 96d,50 (17-0-33 34.00%),15 (0.30),←,
9,"McPhee, Adam",27y 256d,180 (74-1-105 41.39%),97 (0.54),38 (15-0-23 39.47%),14 (0.37)
2,"Morabito, Anthony",18y 233d,13 (9-0-4 69.23%),8 (0.62),←,
16,"Mundy, David",24y 334d,121 (56-0-65 46.28%),42 (0.35),←,
10,"Palmer, Rhys",21y 126d,32 (11-0-21 34.38%),15 (0.47),←,
29,"Pavlich, Matthew",28y 170d,226 (98-0-128 43.36%),447 (1.98),←,
24,"Roberton, Dylan",18y 363d,3 (3-0-0 100.00%),,←,
31,"Sandilands, Aaron",27y 195d,148 (73-0-75 49.32%),58 (0.39),←,
36,"Silvagni, Alex",22y 263d,10 (7-0-3 70.00%),3 (0.30),←,
20,"Tarrant, Chris",29y 274d,232 (102-0-130 43.97%),359 (1.55),71 (27-0-44 38.03%),60 (0.85)
47,"van Berlo, Jay",21y 274d,14 (9-0-5 64.29%),5 (0.36),←,
Totals,Totals,24y 95d,1847 (821-2-1024 44.45%),1412 (0.76),,
C,"Harvey, Mark",45y 8d,64 (25-0-39 39.06%),,←,
