West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
3,"Baker, Liam",10,2,8,18,1,1.0,,5.0,,8.0,1.0,6.0,1.0,2.0,,8.0,7.0,,,,,1.0,85.0
33,"Bazzo, Rhett",5,4,2,7,,,,4.0,2.0,1.0,1.0,3.0,1.0,1.0,,3.0,6.0,,,4.0,,,83.0
10,"Brockman, Tyler",5,2,5,10,1,,,3.0,,1.0,,2.0,1.0,2.0,,5.0,6.0,,,1.0,,,73.0
37 ↓,"Champion, Malakai",3,1,4,7,,,,,,,,1.0,,,,3.0,4.0,,,,,,50.0
28,"Cole, Tom",11,7,5,16,,,,6.0,2.0,2.0,,4.0,1.0,2.0,,3.0,10.0,,,4.0,4.0,,85.0
15,"Cripps, Jamie",8,2,1,9,,1.0,,,,4.0,2.0,1.0,1.0,,,4.0,5.0,,,,,1.0,84.0
43,"Dewar, Tyrell",9,5,6,15,1,,,2.0,4.0,1.0,1.0,5.0,,3.0,,8.0,7.0,1.0,1.0,,,1.0,81.0
14,"Duggan, Liam",15,7,6,21,,,,2.0,5.0,1.0,1.0,4.0,1.0,,,5.0,12.0,,,,,,81.0
42,"Edwards, Harry",12,11,5,17,,,,1.0,4.0,3.0,,2.0,,,,5.0,12.0,3.0,,7.0,,1.0,97.0
25,"Flynn, Matt",5,2,4,9,1,,32.0,5.0,,1.0,2.0,6.0,3.0,3.0,,8.0,2.0,1.0,1.0,1.0,,,81.0
7,"Ginbey, Reuben",13,7,1,14,,,,4.0,5.0,3.0,,3.0,1.0,,,2.0,11.0,,,4.0,,,93.0
29,"Hall, Clay",9,3,12,21,,,,3.0,1.0,1.0,4.0,2.0,1.0,,,8.0,14.0,,,1.0,,,77.0
8,"Hewett, Elijah",9,,5,14,,,,4.0,1.0,1.0,1.0,2.0,1.0,1.0,,5.0,8.0,,,1.0,,1.0,80.0
19,"Hough, Brady",4,3,5,9,,,,3.0,2.0,1.0,1.0,1.0,,1.0,,3.0,6.0,,,2.0,,,76.0
44,"Hutchinson, Jack",16,7,4,20,,,,3.0,4.0,1.0,2.0,2.0,3.0,,,5.0,14.0,,,2.0,,,78.0
13 ↑,"Long, Noah",3,,1,4,,,,2.0,,2.0,1.0,,1.0,,,2.0,3.0,,,2.0,,,21.0
23,"Maric, Ryan",10,6,6,16,,,,,1.0,1.0,,,1.0,,,4.0,12.0,,,1.0,,1.0,83.0
45,"McCarthy, Tom",12,2,9,21,,,,3.0,4.0,1.0,2.0,1.0,,,,4.0,11.0,,,4.0,,,79.0
16,"Owies, Matthew",8,4,5,13,,1.0,,2.0,,2.0,,2.0,,,,4.0,9.0,,2.0,2.0,,,77.0
9,"Reid, Harley",19,3,8,27,1,2.0,,7.0,3.0,6.0,6.0,12.0,3.0,6.0,1.0,11.0,16.0,1.0,,,,,83.0
35,"Shanahan, Jobe",7,4,4,11,1,1.0,,1.0,,4.0,,1.0,1.0,,,3.0,8.0,,1.0,3.0,,2.0,96.0
32,"Williams, Bailey",3,2,3,6,1,,11.0,1.0,,,1.0,2.0,,1.0,,3.0,3.0,,1.0,2.0,,,79.0
34,"Williams, Jack",4,3,3,7,2,,,,,1.0,,3.0,,1.0,,4.0,3.0,1.0,2.0,1.0,,,74.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,87,112,312,9,7.0,43.0,61.0,38.0,46.0,26.0,65.0,21.0,23.0,1.0,110.0,189.0,7.0,8.0,42.0,4.0,8.0,
Opposition,Opposition,197,70,132,329,12,15.0,48.0,68.0,37.0,52.0,53.0,58.0,23.0,21.0,5.0,129.0,186.0,9.0,13.0,41.0,8.0,9.0,
