Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
7,"Cunningham, Harry",23y 277d,80 (56-0-24 70.00%),41 (0.51),←,
23,"Franklin, Lance",30y 222d,270 (173-1-96 64.26%),860 (3.19),88 (64-0-24 72.73%),280 (3.18)
39,"Grundy, Heath",31y 99d,236 (150-2-84 63.98%),23 (0.10),←,
4,"Hannebery, Dan",26y 197d,192 (126-2-64 66.15%),94 (0.49),←,
5,"Heeney, Isaac",21y 127d,57 (42-0-15 73.68%),60 (1.05),←,
29,"Hewett, George",21y 254d,47 (34-0-13 72.34%),27 (0.57),←,
15,"Jack, Kieren",30y 73d,228 (144-3-81 63.82%),153 (0.67),←,
10,"Jones, Zak",22y 178d,53 (33-0-20 62.26%),14 (0.26),←,
12,"Kennedy, Josh",29y 81d,203 (132-2-69 65.52%),131 (0.65),190 (127-2-61 67.37%),127 (0.67)
44,"Lloyd, Jake",23y 354d,91 (66-0-25 72.53%),23 (0.25),←,
3,"McVeigh, Jarrad",32y 155d,299 (188-4-107 63.55%),198 (0.66),←,
14,"Mills, Callum",20y 160d,45 (30-0-15 66.67%),1 (0.02),←,
35,"Naismith, Sam",25y 55d,27 (19-0-8 70.37%),3 (0.11),←,
28,"Newman, Nic",24y 237d,19 (13-0-6 68.42%),7 (0.37),←,
41,"Papley, Tom",21y 58d,39 (29-0-10 74.36%),58 (1.49),←,
26,"Parker, Luke",24y 319d,150 (102-1-47 68.33%),117 (0.78),←,
24,"Rampe, Dane",27y 99d,114 (81-1-32 71.49%),6 (0.05),←,
20,"Reid, Sam",25y 256d,119 (83-2-34 70.59%),123 (1.03),←,
16,"Rohan, Gary",26y 94d,94 (63-1-30 67.55%),89 (0.95),←,
18,"Sinclair, Callum",27y 351d,63 (46-1-16 73.81%),42 (0.67),34 (24-0-10 70.59%),24 (0.71)
40,"Smith, Nick",29y 89d,190 (122-2-66 64.74%),10 (0.05),←,
22,"Towers, Dean",27y 128d,48 (36-0-12 75.00%),26 (0.54),←,
Totals,Totals,26y 26d,2664 (1768-22-874 66.37%),2106 (0.79),,
C,"Longmire, John",46y 252d,172 (117-2-53 68.60%),,←,
