Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
3,"Bartel, Jimmy",29y 130d,228 (160-2-66 70.61%),149 (0.65),←,
46,"Blicavs, Mark",22y 16d,3 (3-0-0 100.00%),,←,
23,"Caddy, Josh",20y 197d,27 (6-0-21 22.22%),18 (0.67),3 (3-0-0 100.00%),1 (0.33)
35,"Chapman, Paul",31y 159d,246 (162-2-82 66.26%),327 (1.33),←,
28,"Christensen, Allen",21y 329d,39 (29-0-10 74.36%),33 (0.85),←,
11,"Corey, Joel",31y 55d,256 (168-2-86 66.02%),74 (0.29),←,
22,"Duncan, Mitch",21y 307d,54 (43-0-11 79.63%),53 (0.98),←,
44,"Enright, Corey",31y 211d,247 (162-2-83 65.99%),53 (0.21),←,
26,"Hawkins, Tom",24y 266d,104 (83-0-21 79.81%),177 (1.70),←,
19,"Hunt, Taylor",22y 159d,44 (34-0-10 77.27%),13 (0.30),←,
20,"Johnson, Steve",29y 283d,197 (141-2-54 72.08%),382 (1.94),←,
13,"Lonergan, Tom",28y 331d,100 (75-1-24 75.50%),48 (0.48),←,
4,"Mackie, Andrew",28y 249d,176 (136-0-40 77.27%),81 (0.46),←,
32,"Motlop, Steven",22y 32d,30 (20-0-10 66.67%),32 (1.07),←,
21,"Murdoch, Jordan",21y 21d,10 (8-0-2 80.00%),4 (0.40),←,
31,"Podsiadly, James",31y 215d,63 (47-0-16 74.60%),140 (2.22),←,
14,"Selwood, Joel",24y 322d,138 (114-0-24 82.61%),64 (0.46),←,
2,"Smedts, Billie",20y 309d,17 (13-0-4 76.47%),10 (0.59),←,
27,"Stokes, Mathew",28y 142d,134 (107-0-27 79.85%),181 (1.35),←,
7,"Taylor, Harry",26y 305d,115 (92-0-23 80.00%),25 (0.22),←,
5,"Varcoe, Travis",25y 3d,104 (91-0-13 87.50%),114 (1.10),←,
12,"West, Trent",25y 178d,44 (34-0-10 77.27%),19 (0.43),←,
Totals,Totals,25y 341d,2376 (1728-11-637 72.73%),1997 (0.84),,
C,"Scott, Chris",36y 345d,51 (40-0-11 78.43%),,←,
