Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details,Essendon Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Essendon Games (W-D-L W%),Essendon Goals (Ave.)
13,"Cox, Nik",19y 175d,16 (7-0-9 43.75%),8 (0.50),←,
12,"Cutler, Tom",26y 139d,80 (23-1-56 29.38%),34 (0.43),14 (5-1-8 39.29%),2 (0.14)
2,"Draper, Sam",22y 284d,14 (2-0-12 14.29%),2 (0.14),←,
8,"Gleeson, Martin",26y 318d,93 (32-2-59 35.48%),5 (0.05),←,
35,"Guelfi, Matt",23y 329d,57 (29-1-27 51.75%),10 (0.18),←,
33,"Ham, Brayden",22y 75d,31 (13-0-18 41.94%),8 (0.26),←,
19,"Hind, Nick",26y 324d,37 (16-0-21 43.24%),19 (0.51),16 (7-0-9 43.75%),2 (0.13)
26,"Hooker, Cale",32y 269d,217 (102-2-113 47.47%),120 (0.55),←,
23,"Jones, Harry",20y 134d,16 (7-0-9 43.75%),20 (1.25),←,
4,"Langford, Kyle",24y 220d,97 (39-1-57 40.72%),64 (0.66),←,
15,"Laverde, Jayden",25y 88d,62 (27-0-35 43.55%),37 (0.60),←,
43,"McDonald-Tipungwuti, Anthony",28y 78d,122 (52-1-69 43.03%),151 (1.24),←,
7,"Merrett, Zach",25y 279d,158 (67-2-89 43.04%),48 (0.30),←,
3,"Parish, Darcy",23y 349d,109 (45-1-63 41.74%),44 (0.40),←,
16,"Perkins, Archie",19y 105d,14 (7-0-7 50.00%),5 (0.36),←,
27,"Redman, Mason",23y 317d,53 (25-1-27 48.11%),6 (0.11),←,
14,"Ridley, Jordan",22y 262d,41 (17-1-23 42.68%),,←,
5,"Smith, Devon",28y 50d,167 (63-3-101 38.62%),134 (0.80),58 (25-1-32 43.97%),34 (0.59)
40,"Snelling, Will",23y 337d,35 (15-1-19 44.29%),22 (0.63),34 (14-1-19 42.65%),21 (0.62)
17,"Stewart, James",27y 127d,65 (27-1-37 42.31%),66 (1.02),47 (19-1-27 41.49%),48 (1.02)
25,"Stringer, Jake",27y 75d,150 (77-0-73 51.33%),263 (1.75),61 (29-0-32 47.54%),103 (1.69)
45,"Waterman, Alec",24y 324d,9 (4-0-5 44.44%),10 (1.11),←,
20,"Wright, Peter",24y 304d,80 (19-0-61 23.75%),98 (1.23),14 (6-0-8 42.86%),13 (0.93)
Totals,Totals,24y 311d,1723 (715-18-990 41.50%),1174 (0.68),,
C,"Rutten, Ben",38y 42d,16 (7-0-9 43.75%),,←,
