Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
11,"Banner, Mitchell",21y 56d,14 (4-0-10 28.57%),8 (0.57),←,
10,"Boak, Travis",22y 364d,85 (36-0-49 42.35%),43 (0.51),←,
1,"Cassisi, Domenic",28y 312d,179 (93-1-85 52.23%),71 (0.40),←,
30,"Chaplin, Troy",25y 158d,118 (49-1-68 41.95%),10 (0.08),←,
35,"Cornes, Chad",31y 261d,238 (133-1-104 56.09%),175 (0.74),←,
18,"Cornes, Kane",28y 207d,221 (116-1-104 52.71%),81 (0.37),←,
33,"Ebert, Brett",27y 255d,147 (67-1-79 45.92%),214 (1.46),←,
17,"Gray, Robbie",23y 123d,63 (24-0-39 38.10%),94 (1.49),←,
8,"Hartlett, Hamish",20y 351d,30 (8-0-22 26.67%),14 (0.47),←,
2,"Hitchcock, Cameron",21y 28d,27 (8-0-19 29.63%),28 (1.04),←,
23,"Lobbe, Matthew",22y 169d,8 (2-0-6 25.00%),,←,
44,"Logan, Tom",26y 29d,89 (30-0-59 33.71%),22 (0.25),86 (30-0-56 34.88%),22 (0.26)
13,"OShea, Cameron",19y 140d,15 (2-0-13 13.33%),3 (0.20),←,
6,"Pearce, Danyle",25y 115d,129 (53-0-76 41.09%),72 (0.56),←,
36,"Pettigrew, Michael",26y 137d,102 (44-0-58 43.14%),25 (0.25),←,
15,"Rodan, David",27y 296d,162 (60-0-102 37.04%),123 (0.76),97 (41-0-56 42.27%),80 (0.82)
3,"Salopek, Steven",26y 40d,116 (54-0-62 46.55%),51 (0.44),←,
19,"Salter, Nick",24y 1d,19 (6-0-13 31.58%),12 (0.63),←,
28,"Schulz, Jay",26y 104d,99 (34-2-63 35.35%),117 (1.18),28 (10-0-18 35.71%),59 (2.11)
21,"Thomas, Matt",24y 154d,65 (20-0-45 30.77%),21 (0.32),←,
12,"Trengove, Jackson",20y 271d,36 (9-0-27 25.00%),5 (0.14),←,
39,"Westhoff, Justin",24y 303d,84 (35-0-49 41.67%),111 (1.32),←,
Totals,Totals,24y 292d,2046 (887-7-1152 43.35%),1300 (0.64),,
C,"Primus, Matthew",36y 200d,24 (7-0-17 29.17%),,←,
