Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
5,"Abernethy, Bruce",29y 30d,109 (63-0-46 57.80%),39 (0.36),8 (4-0-4 50.00%),2 (0.25)
26,"Bickley, Mark",21y 309d,8 (3-0-5 37.50%),1 (0.13),←,
21,"Brown, David",21y 253d,1 (1-0-0 100.00%),,←,
30,"Fielke, Grantley",29y 83d,27 (9-0-18 33.33%),20 (0.74),11 (5-0-6 45.45%),5 (0.45)
3,"Hart, Darel",27y 157d,8 (4-0-4 50.00%),7 (0.88),←,
8,"Hocking, Eddie",21y 154d,6 (3-0-3 50.00%),1 (0.17),←,
17,"Hodges, Scott",23y 44d,7 (3-0-4 42.86%),15 (2.14),←,
19,"Hughes, Danny",27y 187d,132 (68-0-64 51.52%),24 (0.18),8 (4-0-4 50.00%),1 (0.13)
35,"Jameson, Rod",20y 344d,8 (4-0-4 50.00%),15 (1.88),←,
2,"Jarman, Andrew",25y 146d,7 (4-0-3 57.14%),4 (0.57),←,
20,"Klug, John",25y 254d,11 (5-0-6 45.45%),17 (1.55),←,
13,"Lee, Scott",28y 4d,11 (5-0-6 45.45%),,←,
9,"Lindner, Bruce",29y 354d,72 (34-1-37 47.92%),148 (2.06),6 (4-0-2 66.67%),9 (1.50)
27,"Liptak, Matthew",21y 40d,4 (2-0-2 50.00%),5 (1.25),←,
16,"Marshall, David",30y 344d,11 (5-0-6 45.45%),8 (0.73),←,
18,"Maynard, Rodney",24y 261d,11 (5-0-6 45.45%),5 (0.45),←,
10,"McDermott, Chris",27y 217d,11 (5-0-6 45.45%),4 (0.36),←,
11,"McGuinness, Tony",27y 34d,120 (55-2-63 46.67%),119 (0.99),11 (5-0-6 45.45%),11 (1.00)
25,"Mickan, Mark",30y 130d,56 (15-0-41 26.79%),27 (0.48),8 (3-0-5 37.50%),1 (0.13)
7,"Smart, Nigel",22y 19d,11 (5-0-6 45.45%),2 (0.18),←,
Totals,Totals,25y 278d,631 (298-3-330 47.23%),461 (0.73),,
C,"Cornes, Graham",43y 70d,11 (5-0-6 45.45%),,←,
