Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
22,"Addison, Dylan",4,3,5,9,,,,1.0,1.0,3.0,1.0,3.0,,1.0,,2.0,7.0,,,4.0,,,70.0
21,"Akermanis, Jason",7,4,8,15,,1.0,,4.0,,3.0,3.0,1.0,,1.0,,4.0,11.0,,,2.0,1.0,3.0,78.0
5,"Boyd, Matthew",21,4,17,38,1,,1.0,3.0,2.0,5.0,8.0,5.0,,,1.0,17.0,21.0,,,,,,89.0
17,"Cooney, Adam",14,4,12,26,,2.0,,,,9.0,5.0,1.0,2.0,,,11.0,15.0,,,1.0,,1.0,85.0
4,"Cross, Daniel",10,6,19,29,,1.0,1.0,5.0,3.0,3.0,3.0,2.0,2.0,1.0,,12.0,17.0,1.0,,4.0,,1.0,89.0
3,"Everitt, Andrejs",11,3,5,16,,1.0,,1.0,3.0,3.0,1.0,4.0,,1.0,,3.0,10.0,,,6.0,,1.0,81.0
13,"Giansiracusa, Daniel",9,6,4,13,1,,,3.0,2.0,2.0,2.0,3.0,1.0,3.0,,5.0,11.0,,,1.0,,1.0,86.0
9,"Gilbee, Lindsay",13,1,4,17,,1.0,,3.0,4.0,3.0,1.0,2.0,2.0,,,6.0,9.0,,,1.0,3.0,,81.0
16,"Griffen, Ryan",14,3,5,19,,1.0,,3.0,1.0,7.0,3.0,1.0,1.0,1.0,,6.0,13.0,1.0,,4.0,2.0,,78.0
8,"Hahn, Mitch",7,5,7,14,2,,,1.0,,2.0,1.0,3.0,,1.0,,7.0,7.0,2.0,2.0,1.0,,,88.0
28,"Hall, Barry",7,4,,7,3,2.0,1.0,1.0,,1.0,,2.0,,1.0,,3.0,5.0,,4.0,2.0,,,84.0
40,"Harbrow, Jarrod",13,5,9,22,,,,1.0,1.0,1.0,,5.0,1.0,1.0,,5.0,15.0,,,,,,89.0
25,"Hargrave, Ryan",7,4,7,14,,,,2.0,4.0,1.0,,2.0,,2.0,,5.0,7.0,,,3.0,,,87.0
7,"Higgins, Shaun",10,5,13,23,1,,,2.0,4.0,3.0,2.0,,,,,6.0,17.0,,,,1.0,,78.0
20,"Hill, Josh",11,6,2,13,1,,,3.0,2.0,1.0,,,,,,2.0,11.0,1.0,1.0,1.0,,,84.0
15,"Hudson, Ben",1,,10,11,,,18.0,4.0,1.0,1.0,2.0,2.0,1.0,2.0,,8.0,2.0,,,1.0,,,68.0
6,"Johnson, Brad",12,7,1,13,,,,,,2.0,,3.0,,,,2.0,10.0,1.0,1.0,1.0,,2.0,66.0
36,"Lake, Brian",6,3,6,12,1,1.0,,2.0,2.0,,,1.0,1.0,,,5.0,7.0,,1.0,8.0,,,87.0
27,"Minson, Will",8,4,9,17,1,2.0,10.0,1.0,1.0,3.0,5.0,5.0,6.0,4.0,,9.0,8.0,1.0,1.0,1.0,,,72.0
2,"Murphy, Robert",14,12,9,23,1,,,3.0,,3.0,2.0,1.0,,1.0,,9.0,14.0,3.0,1.0,2.0,,,87.0
42,"Picken, Liam",5,2,4,9,1,,,2.0,,1.0,1.0,2.0,1.0,2.0,,5.0,3.0,1.0,,1.0,,,93.0
12,"Williams, Tom",5,6,7,12,,1.0,,2.0,2.0,1.0,,4.0,,2.0,,5.0,8.0,2.0,,4.0,,,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,209,97,163,372,13,15.0,31.0,47.0,33.0,58.0,40.0,52.0,18.0,24.0,1.0,137.0,228.0,13.0,11.0,48.0,7.0,9.0,
Opposition,Opposition,241,111,143,384,19,15.0,25.0,59.0,44.0,58.0,32.0,51.0,24.0,17.0,5.0,135.0,238.0,9.0,22.0,53.0,21.0,17.0,
