Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
20,"Ablett, Luke",16,1,3,19,1,,1.0,2.0,1.0,10.0,5.0,2.0,,2.0,,8.0,11.0,,,2.0,,1.0,92.0
27,"Ball, Jason",8,6,2,10,1,,9.0,1.0,2.0,4.0,1.0,2.0,,,,5.0,6.0,1.0,1.0,3.0,,1.0,43.0
21,"Barry, Leo",5,3,2,7,,,,1.0,3.0,,,5.0,,5.0,,3.0,4.0,,,4.0,2.0,,100.0
6,"Bolton, Craig",7,1,5,12,,,,3.0,3.0,2.0,,1.0,2.0,1.0,,6.0,5.0,,,7.0,2.0,,100.0
24,"Bolton, Jude",12,4,6,18,,,,1.0,,4.0,4.0,,2.0,,,7.0,11.0,,,1.0,1.0,,75.0
32,"Buchanan, Amon",10,2,9,19,1,,,3.0,2.0,5.0,3.0,1.0,,1.0,,8.0,12.0,,1.0,,1.0,2.0,84.0
28,"Crouch, Jared",2,,2,4,,,,,,1.0,1.0,3.0,1.0,2.0,,4.0,1.0,,,2.0,,,92.0
2,"Davis, Nick",4,3,4,8,,2.0,,1.0,,,,3.0,,1.0,,2.0,5.0,1.0,2.0,,,,59.0
26,"Dempster, Sean",3,4,1,4,,,,,,,,2.0,,2.0,,1.0,3.0,1.0,,3.0,,,75.0
12,"Fosdike, Nic",9,1,5,14,1,,,2.0,1.0,2.0,2.0,1.0,,1.0,,7.0,7.0,,,2.0,1.0,,70.0
37,"Goodes, Adam",11,8,3,14,2,1.0,2.0,,1.0,2.0,,2.0,,2.0,,1.0,13.0,,3.0,1.0,,,96.0
1,"Hall, Barry",15,12,3,18,7,,,3.0,,2.0,,1.0,1.0,,3.0,11.0,7.0,6.0,7.0,4.0,,1.0,100.0
16,"Jolly, Darren",8,2,3,11,,,21.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,,7.0,5.0,,,1.0,,2.0,74.0
17,"Kennelly, Tadhg",10,3,9,19,,,,,9.0,1.0,1.0,1.0,2.0,1.0,,7.0,10.0,,,2.0,3.0,,100.0
31,"Kirk, Brett",8,3,11,19,,,,8.0,,2.0,4.0,4.0,2.0,2.0,,10.0,11.0,,,2.0,,,89.0
4,"Mathews, Ben",3,,6,9,,,,4.0,,,1.0,,1.0,,,7.0,2.0,,,,,,97.0
5,"OKeefe, Ryan",13,7,6,19,3,2.0,,6.0,,3.0,,2.0,,1.0,2.0,6.0,11.0,1.0,4.0,1.0,,,94.0
19,"OLoughlin, Michael",12,3,2,14,1,1.0,,4.0,,3.0,1.0,1.0,,1.0,,9.0,5.0,1.0,2.0,,1.0,2.0,91.0
30,"Roberts-Thomson, Lewis",4,1,3,7,,,,1.0,1.0,,1.0,,2.0,,,4.0,3.0,,1.0,1.0,,,70.0
13,"Schneider, Adam",12,3,6,18,,1.0,,4.0,,2.0,3.0,1.0,1.0,,,11.0,7.0,2.0,,1.0,1.0,,74.0
38,"Vogels, Luke",7,4,3,10,1,1.0,,,,1.0,1.0,,1.0,,,5.0,5.0,1.0,1.0,1.0,,,46.0
10,"Williams, Paul",5,1,8,13,,,,,,4.0,3.0,1.0,,1.0,,6.0,9.0,,,2.0,,1.0,78.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,184,72,102,286,18,10.0,33.0,46.0,24.0,49.0,34.0,34.0,16.0,24.0,5.0,135.0,153.0,14.0,22.0,40.0,12.0,10.0,
Opposition,Opposition,175,67,97,272,15,8.0,27.0,38.0,34.0,39.0,33.0,35.0,24.0,15.0,1.0,121.0,150.0,10.0,12.0,50.0,9.0,5.0,
