Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",12,4,6,18,1,,,1.0,1.0,4.0,,2.0,,,,6.0,11.0,1.0,,1.0,,,87.0
28,"Bell, Tom",9,2,7,16,,2.0,,4.0,,4.0,2.0,,1.0,,,11.0,5.0,,1.0,2.0,,1.0,69.0
21 ↑,"Bootsma, Josh",2,2,1,3,,,,1.0,2.0,,,,,,,1.0,2.0,,,1.0,,,30.0
37,"Cachia, Jaryd",12,6,8,20,,,,5.0,,3.0,5.0,4.0,2.0,3.0,,8.0,12.0,1.0,,2.0,,,83.0
35,"Curnow, Ed",8,3,11,19,,,,1.0,,3.0,3.0,4.0,1.0,,,11.0,8.0,,,2.0,1.0,,82.0
38,"Garlett, Jeff",11,4,1,12,2,2.0,,,,3.0,2.0,2.0,1.0,,,6.0,6.0,,2.0,,1.0,,83.0
4,"Gibbs, Bryce",17,3,3,20,,1.0,,4.0,2.0,5.0,1.0,2.0,1.0,,,10.0,10.0,1.0,,1.0,1.0,2.0,79.0
23,"Henderson, Lachie",10,8,3,13,,1.0,,2.0,2.0,1.0,,2.0,,,,5.0,8.0,2.0,1.0,5.0,,,95.0
40,"Jamison, Michael",11,10,4,15,,,,2.0,2.0,3.0,,,,,,1.0,12.0,,,4.0,,,95.0
5,"Judd, Chris",13,2,13,26,1,,,2.0,,4.0,7.0,3.0,,1.0,2.0,17.0,9.0,,,1.0,,,84.0
8,"Kreuzer, Matthew",7,5,5,12,,3.0,16.0,4.0,,3.0,1.0,,1.0,,,5.0,7.0,,3.0,4.0,,1.0,87.0
9,"Lucas, Kane",14,8,6,20,3,,,2.0,1.0,3.0,1.0,3.0,1.0,1.0,1.0,6.0,15.0,,1.0,1.0,2.0,,88.0
14,"McLean, Brock",8,4,17,25,,,,2.0,2.0,4.0,8.0,2.0,1.0,1.0,,14.0,12.0,,,2.0,,1.0,69.0
3,"Murphy, Marc",11,4,11,22,1,,,,2.0,5.0,5.0,3.0,3.0,1.0,,13.0,10.0,,,1.0,,,81.0
12,"Robinson, Mitch",13,4,9,22,2,3.0,,1.0,2.0,4.0,2.0,1.0,1.0,,,12.0,10.0,2.0,3.0,3.0,,,89.0
29,"Scotland, Heath",13,6,8,21,,1.0,,,3.0,2.0,1.0,2.0,,2.0,,3.0,16.0,,1.0,1.0,,1.0,86.0
6,"Simpson, Kade",16,8,5,21,,1.0,,1.0,3.0,4.0,1.0,,,,,5.0,17.0,,,4.0,2.0,,90.0
42,"Tuohy, Zach",6,3,4,10,,,,2.0,1.0,,,1.0,,,,5.0,5.0,1.0,,,1.0,,99.0
30,"Waite, Jarrad",14,12,2,16,3,3.0,,3.0,,1.0,,4.0,2.0,1.0,3.0,9.0,7.0,7.0,7.0,2.0,,2.0,82.0
1,"Walker, Andrew",10,4,2,12,,,,,4.0,2.0,,2.0,,,,3.0,7.0,1.0,,5.0,,,95.0
11,"Warnock, Robert",1,,,1,,,33.0,1.0,,,1.0,3.0,,3.0,,1.0,,,,,,,81.0
43 ↓,"White, Simon",,,,,,,,1.0,,,1.0,,,,,1.0,,,,5.0,,,65.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,218,102,126,344,13,20.0,49.0,39.0,27.0,58.0,41.0,40.0,15.0,13.0,6.0,153.0,189.0,16.0,19.0,47.0,8.0,8.0,
Opposition,Opposition,176,86,118,294,12,13.0,28.0,59.0,38.0,43.0,34.0,35.0,14.0,15.0,,113.0,183.0,8.0,12.0,50.0,11.0,9.0,
