Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
31,"Andrews, Harris",21y 243d,74 (13-0-61 17.57%),8 (0.11),←,
9,"Beams, Dayne",28y 180d,166 (86-2-78 52.41%),164 (0.99),56 (10-0-46 17.86%),46 (0.82)
13,"Berry, Jarrod",20y 187d,35 (7-0-28 20.00%),18 (0.51),←,
3,"Christensen, Allen",27y 84d,118 (58-0-60 49.15%),97 (0.82),53 (9-0-44 16.98%),41 (0.77)
26,"Cutler, Tom",23y 172d,61 (15-0-46 24.59%),31 (0.51),←,
27,"Gardiner, Darcy",22y 323d,82 (20-0-62 24.39%),4 (0.05),←,
30,"Hipwood, Eric",20y 332d,50 (11-0-39 22.00%),77 (1.54),←,
2,"Hodge, Luke",34y 57d,322 (183-2-137 57.14%),194 (0.60),17 (3-0-14 17.65%),1 (0.06)
12,"Martin, Stefan",31y 267d,156 (36-1-119 23.40%),40 (0.26),99 (22-0-77 22.22%),17 (0.17)
36,"Mathieson, Rhys",21y 213d,35 (9-0-26 25.71%),18 (0.51),←,
6,"McCluggage, Hugh",20y 161d,38 (8-0-30 21.05%),17 (0.45),←,
46,"McInerney, Oscar",24y 32d,15 (4-0-11 26.67%),13 (0.87),←,
25,"McStay, Daniel",23y 48d,77 (17-0-60 22.08%),52 (0.68),←,
16,"Rayner, Cam",18y 294d,20 (4-0-16 20.00%),19 (0.95),←,
10,"Rich, Daniel",28y 65d,181 (56-1-124 31.22%),102 (0.56),←,
18,"Robertson, Nick",23y 69d,66 (11-0-55 16.67%),9 (0.14),←,
5,"Robinson, Mitch",29y 65d,166 (63-1-102 38.25%),91 (0.55),66 (12-0-54 18.18%),33 (0.50)
37,"Starcevich, Brandon",19y 18d,2 (0-0-2 0.00%),,←,
28,"Taylor, Lewis",23y 175d,105 (22-0-83 20.95%),82 (0.78),←,
14,"Walker, Josh",25y 272d,72 (28-1-43 39.58%),68 (0.94),39 (9-0-30 23.08%),33 (0.85)
29,"Witherden, Alex",19y 335d,29 (6-0-23 20.69%),3 (0.10),←,
15,"Zorko, Dayne",29y 183d,142 (41-0-101 28.87%),161 (1.13),←,
Totals,Totals,24y 155d,2012 (698-8-1306 34.69%),1268 (0.63),,
C,"Fagan, Chris",57y 49d,42 (9-0-33 21.43%),,←,
