North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
3,"Anderson, Jed",27y 53d,79 (36-0-43 45.57%),25 (0.32),69 (29-0-40 42.03%),21 (0.30)
18,"Atley, Shaun",28y 195d,216 (103-0-113 47.69%),44 (0.20),←,
16,"Bonar, Aiden",22y 19d,14 (4-0-10 28.57%),5 (0.36),8 (1-0-7 12.50%),
4,"Corr, Aidan",26y 314d,100 (47-3-50 48.50%),2 (0.02),2 (0-0-2 0.00%),
9,"Davies-Uniacke, Luke",21y 292d,32 (10-0-22 31.25%),8 (0.25),←,
22,"Goldstein, Todd",32y 269d,253 (122-1-130 48.42%),127 (0.50),←,
43,"Hall, Aaron",30y 138d,125 (37-1-87 30.00%),90 (0.72),22 (4-0-18 18.18%),14 (0.64)
20,"Larkey, Nick",22y 294d,31 (11-0-20 35.48%),41 (1.32),←,
35,"Lazzaro, Charlie",19y 2d,2 (0-0-2 0.00%),,←,
1,"Mahony, Jack",19y 135d,12 (1-0-11 8.33%),4 (0.33),←,
23,"McKay, Ben",23y 93d,17 (2-0-15 11.76%),,←,
13,"Polec, Jared",28y 166d,143 (71-0-72 49.65%),74 (0.52),37 (12-0-25 32.43%),19 (0.51)
24,"Powell, Tom",19y 25d,2 (0-0-2 0.00%),2 (1.00),←,
8,"Scott, Bailey",20y 261d,19 (2-0-17 10.53%),14 (0.74),←,
12,"Simpkin, Jy",23y 22d,75 (28-0-47 37.33%),33 (0.44),←,
2,"Stephenson, Jaidyn",22y 71d,56 (34-0-22 60.71%),76 (1.36),2 (0-0-2 0.00%),
26,"Thomas, Tarryn",21y 2d,28 (12-0-16 42.86%),22 (0.79),←,
28,"Turner, Kayne",25y 86d,81 (41-0-40 50.62%),53 (0.65),←,
21,"Tyson, Dom",27y 292d,112 (40-0-72 35.71%),45 (0.40),5 (0-0-5 0.00%),1 (0.20)
19,"Walker, Josh",28y 135d,104 (40-1-63 38.94%),73 (0.70),19 (3-0-16 15.79%),4 (0.21)
17,"Young, Lachie",21y 355d,10 (4-0-6 40.00%),1 (0.10),2 (0-0-2 0.00%),
7,"Ziebell, Jack",30y 27d,220 (104-0-116 47.27%),163 (0.74),←,
44,"Zurhaar, Cameron",22y 309d,46 (16-0-30 34.78%),48 (1.04),←,
Totals,Totals,24y 202d,1777 (765-6-1006 43.05%),950 (0.53),,
C,"Noble, David",53y 316d,2 (0-0-2 0.00%),,←,
