Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
9,"Ainsworth, Ben",12,3,10,22,1,,,4.0,3.0,3.0,2.0,2.0,1.0,1.0,,6.0,17.0,,,1.0,,1.0,83.0
15,"Anderson, Noah",16,3,11,27,,1.0,,4.0,2.0,7.0,6.0,5.0,1.0,1.0,,8.0,20.0,,1.0,1.0,1.0,2.0,82.0
1,"Andrew, Mac",4,2,5,9,,,,1.0,3.0,,,1.0,3.0,1.0,,6.0,2.0,1.0,,8.0,,,90.0
33,"Clohesy, Sam",11,4,5,16,,1.0,,1.0,3.0,2.0,,3.0,1.0,,,5.0,11.0,1.0,1.0,,1.0,,76.0
25,"Collins, Sam",6,4,3,9,,,,1.0,3.0,,,2.0,,1.0,,3.0,5.0,1.0,,10.0,,,95.0
3,"Flanders, Sam",9,3,12,21,2,,,2.0,1.0,,3.0,2.0,1.0,1.0,,5.0,16.0,,,,,2.0,77.0
26,"Graham, Will",5,2,6,11,1,,,3.0,,1.0,1.0,4.0,,1.0,,7.0,4.0,,1.0,,,1.0,83.0
7 ↑,"Holman, Nick",3,,2,5,1,,,,,2.0,1.0,,1.0,,,4.0,1.0,,,1.0,,3.0,25.0
19,"Humphrey, Bailey",5,3,9,14,,,,7.0,,2.0,4.0,2.0,1.0,1.0,,9.0,5.0,1.0,,1.0,,1.0,77.0
40,"Jeffrey, Joel",14,13,6,20,1,1.0,,2.0,4.0,8.0,,,,,,3.0,17.0,2.0,,1.0,,1.0,80.0
34,"King, Ben",5,2,1,6,5,,,,,,,,2.0,,,2.0,4.0,,2.0,,,,83.0
22,"Long, Ben",11,3,4,15,3,2.0,,3.0,,4.0,1.0,3.0,1.0,1.0,,9.0,8.0,,3.0,3.0,,3.0,78.0
11,"Miller, Touk",10,3,17,27,1,1.0,,4.0,1.0,6.0,5.0,1.0,1.0,,,11.0,15.0,,1.0,,,,83.0
2,"Noble, John",23,6,5,28,1,,,1.0,5.0,4.0,,7.0,,3.0,1.0,5.0,17.0,,,2.0,5.0,,84.0
27,"Powell, Wil",8,4,7,15,,1.0,,2.0,3.0,2.0,,1.0,1.0,1.0,,3.0,9.0,1.0,,1.0,,,88.0
20,"Read, Ethan",9,1,3,12,1,1.0,8.0,1.0,,5.0,3.0,1.0,5.0,1.0,,8.0,5.0,,,3.0,,,73.0
17,"Rioli, Daniel",8,3,8,16,,1.0,,2.0,2.0,2.0,1.0,3.0,1.0,1.0,,6.0,9.0,,,1.0,1.0,1.0,81.0
29,"Rogers, Jake",7,1,7,14,1,,,2.0,,2.0,1.0,1.0,,,,6.0,8.0,,,1.0,,1.0,75.0
18,"Rowell, Matt",12,1,14,26,1,1.0,,7.0,,8.0,11.0,4.0,3.0,2.0,3.0,15.0,9.0,,,,,1.0,81.0
32,"Uwland, Bodhi",7,3,5,12,,,,,2.0,2.0,,3.0,1.0,2.0,,2.0,8.0,,,3.0,1.0,,82.0
4 ↓,"Walter, Jed",4,3,4,8,1,1.0,,1.0,,1.0,,2.0,1.0,1.0,,4.0,4.0,1.0,2.0,3.0,,,59.0
14,"Weller, Lachie",6,2,8,14,1,1.0,,,2.0,1.0,1.0,2.0,,,,6.0,8.0,,,1.0,,,84.0
28,"Witts, Jarrod",5,,7,12,,,38.0,4.0,,3.0,5.0,2.0,5.0,1.0,,8.0,4.0,,,3.0,,1.0,81.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,200,69,159,359,21,15.0,46.0,52.0,34.0,65.0,45.0,51.0,30.0,20.0,4.0,141.0,206.0,8.0,11.0,44.0,9.0,18.0,
Opposition,Opposition,196,71,176,372,13,11.0,38.0,58.0,44.0,47.0,42.0,56.0,20.0,30.0,2.0,125.0,232.0,5.0,11.0,34.0,7.0,9.0,
