Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
15,"Amon, Karl",24y 346d,68 (37-0-31 54.41%),33 (0.49),←,
10,"Boak, Travis",31y 364d,273 (133-1-139 48.90%),176 (0.64),←,
18,"Butters, Zak",19y 326d,28 (16-0-12 57.14%),18 (0.64),←,
33,"Byrne-Jones, Darcy",24y 314d,95 (52-0-43 54.74%),6 (0.06),←,
17,"Clurey, Tom",26y 129d,90 (53-0-37 58.89%),,←,
22,"Dixon, Charlie",29y 311d,143 (64-1-78 45.10%),229 (1.60),78 (45-0-33 57.69%),135 (1.73)
21,"Duursma, Xavier",20y 23d,26 (16-0-10 61.54%),15 (0.58),←,
7,"Ebert, Brad",30y 119d,254 (121-1-132 47.83%),134 (0.53),178 (93-1-84 52.53%),101 (0.57)
24,"Farrell, Kane",21y 135d,18 (8-0-10 44.44%),21 (1.17),←,
19,"Georgiades, Mitch",18y 306d,3 (2-0-1 66.67%),6 (2.00),←,
9,"Gray, Robbie",32y 122d,227 (112-0-115 49.34%),323 (1.42),←,
8,"Hartlett, Hamish",29y 351d,173 (84-1-88 48.84%),75 (0.43),←,
5,"Houston, Dan",23y 79d,69 (41-0-28 59.42%),10 (0.14),←,
1,"Jonas, Tom",29y 203d,148 (78-1-69 53.04%),1 (0.01),←,
38,"Ladhams, Peter",22y 198d,8 (4-0-4 50.00%),2 (0.25),←,
40,"Lienert, Jarrod",25y 360d,15 (6-0-9 40.00%),,←,
32,"Mayes, Sam",26y 71d,104 (29-0-75 27.88%),27 (0.26),3 (2-0-1 66.67%),1 (0.33)
2,"Powell-Pepper, Sam",22y 204d,66 (40-0-26 60.61%),34 (0.52),←,
11,"Rockliff, Tom",30y 159d,196 (71-0-125 36.22%),97 (0.49),42 (25-0-17 59.52%),10 (0.24)
20,"Rozee, Connor",20y 190d,31 (18-0-13 58.06%),34 (1.10),←,
39,"Westhoff, Justin",33y 303d,277 (135-1-141 48.92%),312 (1.13),←,
16,"Wines, Ollie",25y 297d,148 (82-0-66 55.41%),65 (0.44),←,
Totals,Totals,25y 356d,2460 (1202-6-1252 48.86%),1618 (0.66),,
C,"Hinkley, Ken",53y 304d,168 (95-0-73 56.55%),,←,
