Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details,Richmond Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Richmond Games (W-D-L W%),Richmond Goals (Ave.)
35,"Bond, Chris",25y 192d,50 (21-0-29 42.00%),16 (0.32),28 (13-0-15 46.43%),8 (0.29)
22,"Bower, Nathan",22y 59d,29 (12-0-17 41.38%),11 (0.38),←,
17,"Broderick, Paul",24y 215d,111 (50-0-61 45.05%),89 (0.80),18 (11-0-7 61.11%),9 (0.50)
21,"Bulluss, Paul",24y 195d,29 (8-0-21 27.59%),8 (0.28),←,
9,"Campbell, Wayne",21y 317d,69 (24-0-45 34.78%),43 (0.62),←,
44,"Daffy, Nick",21y 87d,22 (12-0-10 54.55%),13 (0.59),←,
14,"Dear, Greg",31y 111d,155 (113-0-42 72.90%),21 (0.14),18 (11-0-7 61.11%),3 (0.17)
25,"Gale, Brendon",26y 19d,95 (33-0-62 34.74%),93 (0.98),←,
31,"Howat, John",24y 22d,54 (24-0-30 44.44%),11 (0.20),34 (14-0-20 41.18%),1 (0.03)
3,"Kellaway, Duncan",21y 170d,28 (14-0-14 50.00%),,←,
33,"Knights, Matthew",23y 305d,125 (40-0-85 32.00%),81 (0.65),←,
27,"Maxfield, Stuart",22y 119d,63 (20-0-43 31.75%),44 (0.70),←,
28,"McQueen, Mark",24y 209d,32 (8-0-24 25.00%),12 (0.38),←,
34,"Murphy, Justin",18y 104d,10 (8-0-2 80.00%),6 (0.60),←,
6,"Naish, Chris",22y 313d,80 (27-0-53 33.75%),122 (1.52),←,
19,"Neeld, Mark",23y 24d,57 (33-0-24 57.89%),26 (0.46),9 (7-0-2 77.78%),9 (1.00)
7,"Prescott, Ashley",21y 329d,8 (5-0-3 62.50%),,←,
12,"Richardson, Matthew",19y 140d,29 (12-0-17 41.38%),81 (2.79),←,
4,"Rogers, Matthew",20y 254d,18 (11-0-7 61.11%),24 (1.33),←,
5,"Tape, Jamie",20y 123d,17 (10-0-7 58.82%),,←,
41,"Turner, Scott",24y 67d,73 (24-0-49 32.88%),26 (0.36),←,
Totals,Totals,23y 22d,1154 (509-0-645 44.11%),727 (0.63),,
C,"Northey, John",51y 38d,227 (111-1-115 49.12%),,38 (15-0-23 39.47%),
