Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
42,"Bevan, Paul",8,2,3,11,2,,,7.0,1.0,4.0,,2.0,1.0,1.0,,5.0,5.0,1.0,1.0,1.0,,,96.0
14,"Bird, Craig",7,1,10,17,,,,7.0,2.0,2.0,3.0,5.0,1.0,2.0,,9.0,7.0,,1.0,2.0,,1.0,84.0
24,"Bolton, Jude",7,1,6,13,,1.0,,7.0,,3.0,4.0,1.0,2.0,,,6.0,6.0,,1.0,3.0,,,88.0
13 ↓,"Everitt, Andrejs",4,2,1,5,,,,2.0,,1.0,,2.0,,1.0,,3.0,4.0,,,3.0,,,50.0
37,"Goodes, Adam",10,,13,23,1,,,3.0,1.0,3.0,5.0,1.0,2.0,,,15.0,5.0,,,2.0,,1.0,93.0
39,"Grundy, Heath",12,5,5,17,,,,5.0,8.0,1.0,,1.0,2.0,1.0,,6.0,9.0,1.0,,7.0,,,95.0
4,"Hannebery, Dan",9,3,4,13,,1.0,,3.0,2.0,2.0,1.0,2.0,,,,5.0,8.0,,1.0,1.0,,,73.0
15,"Jack, Kieren",16,,10,26,,,,10.0,,9.0,5.0,3.0,2.0,1.0,,16.0,10.0,,,,,,82.0
32,"Jetta, Lewis",5,2,1,6,,1.0,,5.0,,2.0,,1.0,1.0,1.0,,2.0,5.0,1.0,,,,,83.0
34,"Johnson, Alex",3,1,5,8,,,,1.0,,,,,,,,2.0,5.0,1.0,,5.0,,,69.0
12,"Kennedy, Josh",16,,13,29,1,1.0,,10.0,1.0,3.0,9.0,8.0,,2.0,,21.0,7.0,,,1.0,,,83.0
29,"Mattner, Martin",9,2,1,10,,,,4.0,8.0,,,2.0,1.0,1.0,,2.0,3.0,,,7.0,,,92.0
21,"McGlynn, Ben",13,5,5,18,,1.0,,6.0,,6.0,,3.0,1.0,1.0,,9.0,8.0,,2.0,,,,99.0
3,"McVeigh, Jarrad",17,4,4,21,,,,2.0,3.0,5.0,4.0,1.0,,,,10.0,10.0,,,1.0,,1.0,77.0
41,"Mumford, Shane",4,,10,14,2,,36.0,5.0,1.0,1.0,6.0,1.0,5.0,,1.0,11.0,3.0,,,5.0,,,74.0
5,"OKeefe, Ryan",9,,6,15,1,,,7.0,1.0,3.0,4.0,4.0,1.0,2.0,,11.0,3.0,,,3.0,,,90.0
20,"Reid, Sam",4,1,2,6,,3.0,,3.0,,3.0,,3.0,1.0,,,4.0,2.0,,,,,,87.0
25,"Richards, Ted",13,3,5,18,,,,2.0,3.0,1.0,,2.0,3.0,2.0,,10.0,4.0,2.0,,9.0,,,98.0
16 ↑,"Rohan, Gary",4,,2,6,,,,1.0,1.0,3.0,,2.0,,1.0,,2.0,3.0,,,1.0,,,31.0
2,"Shaw, Rhyce",24,4,3,27,,,,3.0,10.0,,2.0,3.0,2.0,,,6.0,14.0,,,2.0,1.0,,94.0
40,"Smith, Nick",7,1,10,17,,,,5.0,1.0,,3.0,2.0,,,,11.0,6.0,,,3.0,,,91.0
18,"White, Jesse",1,,1,2,,,6.0,2.0,,,1.0,1.0,1.0,1.0,,1.0,,,,1.0,,,71.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,202,37,120,322,7,12.0,42.0,100.0,43.0,52.0,47.0,50.0,26.0,17.0,1.0,167.0,127.0,6.0,6.0,57.0,1.0,3.0,
Opposition,Opposition,206,76,125,331,11,15.0,50.0,82.0,40.0,55.0,44.0,47.0,17.0,26.0,5.0,157.0,163.0,12.0,9.0,56.0,,3.0,
