Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details,Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Sydney Games (W-D-L W%),Sydney Goals (Ave.)
20,"Ablett, Luke",22y 181d,37 (20-0-17 54.05%),6 (0.16),←,
21,"Barry, Leo",28y 3d,154 (86-0-68 55.84%),50 (0.32),←,
42,"Bevan, Paul",20y 237d,33 (19-0-14 57.58%),10 (0.30),←,
6,"Bolton, Craig",24y 356d,86 (51-0-35 59.30%),17 (0.20),57 (34-0-23 59.65%),7 (0.12)
24,"Bolton, Jude",25y 68d,124 (64-1-59 52.02%),68 (0.55),←,
32,"Buchanan, Amon",22y 224d,31 (16-0-15 51.61%),10 (0.32),←,
28,"Crouch, Jared",27y 78d,165 (86-1-78 52.42%),37 (0.22),←,
26,"Dempster, Sean",21y 122d,7 (4-0-3 57.14%),,←,
37,"Goodes, Adam",25y 134d,144 (74-1-69 51.74%),152 (1.06),←,
1,"Hall, Barry",28y 103d,162 (74-2-86 46.30%),361 (2.23),74 (40-1-33 54.73%),217 (2.93)
16,"Jolly, Darren",23y 197d,55 (24-0-31 43.64%),15 (0.27),7 (4-0-3 57.14%),4 (0.57)
17,"Kennelly, Tadhg",23y 325d,84 (48-0-36 57.14%),25 (0.30),←,
31,"Kirk, Brett",28y 209d,106 (56-1-49 53.30%),47 (0.44),←,
4,"Mathews, Ben",26y 174d,142 (75-1-66 53.17%),26 (0.18),←,
3,"McVeigh, Jarrad",20y 45d,26 (15-0-11 57.69%),7 (0.27),←,
33,"Moore, Jarred",19y 77d,3 (3-0-0 100.00%),1 (0.33),←,
23,"Nicks, Matthew",30y 9d,173 (95-1-77 55.20%),124 (0.72),←,
5,"OKeefe, Ryan",24y 118d,76 (42-0-34 55.26%),78 (1.03),←,
19,"OLoughlin, Michael",28y 91d,205 (114-2-89 56.10%),336 (1.64),←,
30,"Roberts-Thomson, Lewis",21y 256d,31 (19-0-12 61.29%),5 (0.16),←,
22,"Saddington, Jason",25y 211d,138 (71-1-66 51.81%),40 (0.29),←,
38,"Vogels, Luke",21y 349d,3 (3-0-0 100.00%),5 (1.67),←,
Totals,Totals,24y 195d,1985 (1059-11-915 53.35%),1420 (0.72),,
C,"Roos, Paul",41y 329d,67 (40-0-27 59.70%),,←,
