West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Braun, Michael",11,2,4,15,,1.0,,4.0,2.0,6.0,2.0,,,,,8.0,7.0,,,1.0,,,90.0
15,"Chambers, Callum",4,1,2,6,,,,2.0,,2.0,1.0,,1.0,,,3.0,2.0,,,3.0,,,46.0
17,"Chick, Daniel",3,,2,5,,,1.0,4.0,1.0,,1.0,,1.0,,,3.0,1.0,,,6.0,,,72.0
9,"Cousins, Ben",13,6,12,25,,1.0,,2.0,2.0,5.0,6.0,3.0,,2.0,,12.0,15.0,1.0,,3.0,1.0,1.0,93.0
20,"Cox, Dean",9,5,8,17,,2.0,29.0,6.0,,,2.0,2.0,,,,6.0,11.0,1.0,2.0,,,,89.0
32,"Embley, Andrew",6,4,9,15,,,1.0,1.0,2.0,2.0,,2.0,2.0,1.0,,8.0,8.0,1.0,,4.0,,,88.0
7,"Fletcher, Chad",9,1,10,19,,,,3.0,,1.0,4.0,3.0,1.0,1.0,,7.0,12.0,,,,,,90.0
11,"Gaspar, Travis",8,4,3,11,2,,2.0,1.0,,3.0,,,4.0,,,7.0,5.0,,1.0,4.0,,,80.0
23,"Glass, Darren",,,6,6,,,1.0,1.0,,,,1.0,1.0,,,5.0,2.0,,,5.0,,,81.0
8,"Humm, Jeremy",5,1,4,9,,,,1.0,,1.0,,1.0,,,,2.0,7.0,,,2.0,,,79.0
38,"Jones, Brett",8,4,4,12,,,,3.0,5.0,1.0,,,2.0,,,6.0,6.0,,,2.0,,,86.0
3,"Judd, Chris",15,,6,21,,1.0,,4.0,2.0,4.0,12.0,2.0,,,,14.0,7.0,,,1.0,,,100.0
4,"Kerr, Daniel",7,2,7,14,,,,2.0,,1.0,1.0,2.0,1.0,1.0,,5.0,9.0,,,2.0,,,93.0
21,"Lynch, Quinten",6,3,1,7,,,1.0,1.0,8.0,,,3.0,1.0,2.0,,2.0,4.0,,,8.0,,,100.0
33,"Matera, Phillip",6,2,1,7,2,1.0,,4.0,,1.0,,1.0,1.0,,,3.0,2.0,,1.0,,,2.0,100.0
2,"McDougall, Andrew",4,3,3,7,1,,4.0,1.0,,1.0,,1.0,,,,6.0,2.0,3.0,1.0,2.0,,,70.0
5,"Morrison, Chad",7,2,8,15,1,1.0,,,1.0,3.0,2.0,1.0,,,,6.0,10.0,1.0,1.0,,1.0,,96.0
31,"Nicoski, Mark",7,,,7,,,,2.0,7.0,,,,1.0,,,5.0,2.0,,,2.0,1.0,,82.0
28,"Sampi, Ashley",4,2,3,7,2,,,2.0,,,3.0,,,,,5.0,2.0,,2.0,1.0,1.0,,83.0
37,"Selwood, Adam",7,2,3,10,1,,1.0,2.0,,4.0,,,1.0,,,5.0,5.0,,,,,,44.0
41,"Staker, Brent",6,5,2,8,,,,,2.0,3.0,1.0,1.0,,1.0,,3.0,5.0,1.0,,3.0,,,84.0
44,"Wirrpanda, David",4,2,4,8,,1.0,,1.0,5.0,,,2.0,,,,3.0,4.0,,,1.0,,,54.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,6.0,,,,,,,,,,,,,,,,,
Totals,Totals,149,51,102,251,9,14.0,40.0,47.0,37.0,38.0,35.0,25.0,17.0,8.0,,124.0,128.0,8.0,8.0,50.0,4.0,3.0,
Opposition,Opposition,182,82,115,297,26,13.0,45.0,53.0,28.0,63.0,37.0,35.0,8.0,17.0,6.0,127.0,173.0,14.0,15.0,44.0,10.0,14.0,
