Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game],Fremantle Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
19,"Blakely, Connor",8,6,12,20,,,,1.0,2.0,2.0,1.0,,1.0,,,7.0,15.0,,,2.0,,1.0,77.0
8,"Brayshaw, Andrew",8,3,6,14,,,,5.0,1.0,2.0,,2.0,,1.0,,5.0,8.0,1.0,,1.0,,,72.0
5,"Cerra, Adam",5,2,5,10,,1.0,,3.0,1.0,3.0,,2.0,,1.0,,5.0,7.0,,1.0,2.0,,,55.0
6,"Conca, Reece",13,5,13,26,,,,3.0,2.0,,4.0,5.0,,2.0,,8.0,16.0,,,2.0,,1.0,70.0
36,"Cox, Brennan",3,2,2,5,,,1.0,3.0,,2.0,,1.0,,1.0,,4.0,3.0,,2.0,4.0,,1.0,85.0
44,"Duman, Taylin",14,6,7,21,,,,6.0,3.0,2.0,2.0,3.0,1.0,,,7.0,14.0,1.0,1.0,4.0,,,84.0
7,"Fyfe, Nat",11,2,13,24,,,,3.0,1.0,3.0,9.0,4.0,,1.0,,22.0,5.0,2.0,,3.0,,,92.0
21,"Hamling, Joel",6,4,,6,,,,1.0,2.0,2.0,,,1.0,,,3.0,4.0,1.0,,10.0,,,89.0
9,"Hill, Bradley",21,4,2,23,,1.0,,3.0,,7.0,3.0,3.0,,,,2.0,17.0,1.0,1.0,1.0,2.0,,87.0
11,"Hogan, Jesse",10,4,5,15,1,4.0,1.0,1.0,,2.0,,4.0,2.0,,,5.0,9.0,1.0,1.0,1.0,,,95.0
15,"Hughes, Ethan",10,7,5,15,,,,,3.0,2.0,,2.0,1.0,,,3.0,12.0,,,1.0,,,86.0
26,"Langdon, Ed",5,5,15,20,1,,,1.0,,1.0,1.0,1.0,,1.0,,6.0,14.0,,1.0,,,,85.0
37,"Lobb, Rory",9,4,7,16,,,33.0,,,4.0,3.0,6.0,3.0,3.0,,10.0,6.0,3.0,,2.0,,,91.0
3,"Matera, Brandon",9,4,4,13,2,1.0,,4.0,,3.0,1.0,1.0,1.0,,,6.0,5.0,,2.0,,,,71.0
16,"Mundy, David",14,4,20,34,1,,,6.0,4.0,3.0,9.0,1.0,1.0,,2.0,17.0,19.0,,,2.0,,,69.0
25,"Pearce, Alex",6,6,7,13,,,,3.0,1.0,,,2.0,2.0,2.0,,7.0,6.0,3.0,,1.0,,,92.0
38,"Ryan, Luke",13,5,6,19,,,,2.0,8.0,1.0,,6.0,,1.0,,7.0,8.0,1.0,,3.0,,,95.0
39,"Switkowski, Sam",3,,7,10,,,,4.0,,2.0,1.0,2.0,,1.0,,9.0,2.0,,,1.0,,1.0,69.0
20,"Taberner, Matthew",11,8,6,17,,1.0,1.0,2.0,,3.0,,2.0,,1.0,,5.0,12.0,3.0,,3.0,,,86.0
18,"Tucker, Darcy",9,1,13,22,1,,,1.0,,3.0,,1.0,,1.0,,7.0,16.0,,,1.0,,1.0,82.0
10,"Walters, Michael",13,2,8,21,1,1.0,,7.0,2.0,5.0,1.0,5.0,2.0,2.0,,9.0,14.0,1.0,,2.0,2.0,,89.0
14,"Wilson, Nathan",18,7,1,19,,,,1.0,10.0,4.0,,1.0,1.0,,,5.0,12.0,1.0,,2.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,219,91,164,383,7,11.0,36.0,60.0,40.0,56.0,35.0,54.0,16.0,18.0,2.0,159.0,224.0,19.0,9.0,48.0,4.0,5.0,
Opposition,Opposition,229,92,198,427,8,12.0,33.0,54.0,47.0,50.0,33.0,60.0,18.0,16.0,4.0,166.0,260.0,12.0,10.0,65.0,10.0,7.0,
