Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
27,"Armfield, Dennis",10,8.0,7,17,4.0,1.0,,2.0,,1.0,,2.0,1.0,,,3,14,,3.0,1.0,,,81.0
41,"Casboult, Levi",3,1.0,4,7,1.0,1.0,,3.0,,1.0,,4.0,,3.0,,5,1,,1.0,,,,92.0
9,"Cripps, Patrick",9,2.0,18,27,,,1.0,5.0,3.0,3.0,12.0,3.0,2.0,1.0,,20,7,,,1.0,,,85.0
35,"Curnow, Ed",8,2.0,11,19,,,,10.0,2.0,,2.0,4.0,2.0,1.0,,8,11,,,1.0,,1.0,84.0
15,"Docherty, Sam",16,8.0,11,27,,,,1.0,3.0,,1.0,3.0,,,,9,17,,,3.0,1.0,,88.0
33,"Everitt, Andrejs",6,5.0,6,12,,,,1.0,,3.0,1.0,,,,,3,9,1.0,,,,1.0,83.0
4,"Gibbs, Bryce",18,2.0,16,34,,,2.0,2.0,2.0,7.0,5.0,3.0,2.0,,,14,21,,,2.0,1.0,,81.0
11,"Kerridge, Sam",6,2.0,13,19,,,,5.0,3.0,2.0,2.0,3.0,,2.0,,6,13,,,1.0,1.0,,89.0
8,"Kreuzer, Matthew",7,2.0,1,8,,,15.0,9.0,1.0,2.0,2.0,2.0,,1.0,,3,4,,,2.0,,,69.0
13,"Lamb, Jed",7,1.0,2,9,,2.0,,3.0,,6.0,1.0,4.0,,2.0,,3,6,,1.0,2.0,,,74.0
34,"Phillips, Andrew",5,2.0,4,9,,,19.0,,1.0,2.0,2.0,3.0,2.0,1.0,,6,3,,,1.0,,,66.0
20,"Plowman, Lachie",6,4.0,4,10,,,,2.0,1.0,,,2.0,1.0,1.0,,3,8,,,11.0,,,80.0
17,"Rowe, Sam",7,6.0,4,11,,,,,1.0,,,3.0,1.0,1.0,,5,7,,,17.0,,,100.0
2,"Silvagni, Jack",5,1.0,2,7,1.0,1.0,,3.0,,4.0,,2.0,2.0,1.0,,4,3,,,1.0,,1.0,83.0
6,"Simpson, Kade",16,6.0,5,21,,,,3.0,8.0,,2.0,3.0,2.0,,,6,15,,,3.0,,1.0,92.0
19,"Sumner, Liam",7,3.0,3,10,,,,4.0,1.0,3.0,,2.0,,,,5,6,,,1.0,2.0,,85.0
39,"Thomas, Dale",7,4.0,5,12,,,,4.0,1.0,3.0,1.0,2.0,,,,5,5,,,,,1.0,49.0
42,"Tuohy, Zach",21,6.0,5,26,,,,,8.0,5.0,1.0,6.0,,1.0,,8,15,,,3.0,,,95.0
1,"Walker, Andrew",5,2.0,8,13,,,,2.0,1.0,1.0,1.0,7.0,1.0,2.0,,7,8,,,2.0,,,80.0
23,"Weitering, Jacob",8,4.0,5,13,,,,,2.0,1.0,,2.0,,,,2,11,,,3.0,,,83.0
43,"White, Simon",7,5.0,8,15,,,,3.0,,2.0,,1.0,,1.0,,6,10,,1.0,6.0,,,70.0
46,"Wright, Matthew",16,,8,24,1.0,,,4.0,,5.0,2.0,7.0,2.0,1.0,,11,11,,,,,,91.0
Totals,Totals,200,76.0,150,350,7.0,5.0,37.0,66.0,38.0,51.0,35.0,68.0,18.0,19.0,,142,205,1.0,6.0,61.0,5.0,5.0,
Opposition,Opposition,237,84.0,215,452,16.0,11.0,40.0,75.0,44.0,59.0,43.0,66.0,19.0,18.0,6.0,182,274,7.0,15.0,63.0,5.0,14.0,
