Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
22,"Aitken, Ian",25y 35d,60 (39-1-20 65.83%),10 (0.17),←,
31,"Alvin, Tom",30y 60d,165 (95-1-69 57.88%),58 (0.35),←,
16,"Bond, Chris",23y 146d,22 (8-0-14 36.36%),8 (0.36),←,
21,"Bradley, Craig",28y 241d,149 (87-1-61 58.72%),104 (0.70),←,
20,"Brown, Fraser",21y 307d,34 (13-0-21 38.24%),9 (0.26),←,
40,"Cavedon, Andrew",20y 228d,21 (10-0-11 47.62%),14 (0.67),←,
34,"De Iulio, Ron",20y 66d,12 (8-0-4 66.67%),20 (1.67),←,
35,"Dean, Peter",27y 103d,138 (83-1-54 60.51%),15 (0.11),←,
6,"Dorotich, Jon",30y 54d,115 (63-1-51 55.22%),86 (0.75),←,
12,"Gleeson, Adrian",25y 51d,113 (68-1-44 60.62%),107 (0.95),←,
13,"Hanna, Mil",26y 76d,99 (50-1-48 51.01%),44 (0.44),←,
33,"Hogg, Matthew",23y 182d,71 (31-2-38 45.07%),8 (0.11),12 (7-0-5 58.33%),4 (0.33)
4,"Kernahan, Stephen",28y 293d,149 (88-1-60 59.40%),410 (2.75),←,
43,"Koutoufides, Anthony",19y 154d,2 (1-0-1 50.00%),1 (0.50),←,
7,"Ratten, Brett",20y 345d,33 (14-0-19 42.42%),5 (0.15),←,
14,"Sexton, Michael",21y 107d,29 (14-0-15 48.28%),2 (0.07),←,
9,"Sholl, Brett",20y 287d,12 (7-0-5 58.33%),2 (0.17),←,
11,"Spalding, Earl",27y 101d,122 (78-0-44 63.93%),78 (0.64),13 (8-0-5 61.54%),15 (1.15)
38,"Welsh, Rohan",21y 257d,6 (3-0-3 50.00%),15 (2.50),←,
2,"Williams, Greg",28y 264d,149 (80-0-69 53.69%),130 (0.87),8 (4-0-4 50.00%),2 (0.25)
Totals,Totals,24y 204d,1501 (840-10-651 55.96%),1126 (0.75),,
C,"Parkin, David",49y 282d,318 (182-1-135 57.39%),,155 (95-1-59 61.61%),
