Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game],Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
26,"Doyle, Greg",4,4,3,7,,,9.0,1.0,,,,,1.0,2.0,,,,,,,,,
23,"Dyson, Kevin",8,3,19,27,,,,,,,,,1.0,1.0,,,,,,,,,
20,"Febey, Matthew",11,3,14,25,,1.0,,5.0,,,,,2.0,1.0,,,,,,,,,
21,"Febey, Steven",9,3,7,16,,,,3.0,,,,,3.0,1.0,,,,,,,,,
14,"Grinter, Rod",4,1,7,11,,,,2.0,,,,,,1.0,,,,,,,,,
22,"Hilton, Jeff",3,1,8,11,,2.0,,4.0,,,,,,3.0,,,,,,,,,
16,"Lovell, Andy",6,2,2,8,,2.0,,3.0,,,,,1.0,,,,,,,,,,
17,"Lovett, Brett",12,1,4,16,,,,,,,,,,,,,,,,,,,
6,"Lovett, Glenn",8,2,5,13,1,,,2.0,,,,,,,,,,,,,,,
3,"Lyon, Garry",10,5,3,13,5,3.0,,4.0,,,,,2.0,2.0,,,,,,,,,
9,"Neitz, David",5,5,7,12,1,,,,,,,,,2.0,,,,,,,,,
25,"Norrish, Jason",2,1,4,6,,1.0,,,,,,,,,,,,,,,,,
10,"Pike, Martin",13,2,3,16,,,,1.0,,,,,1.0,2.0,,,,,,,,,
19,"Prymke, Paul",3,2,8,11,,,,1.0,,,,,,1.0,,,,,,,,,
41,"Rohde, Peter",1,1,3,4,,,,,,,,,,,,,,,,,,,
5,"Schwarz, David",16,9,4,20,3,2.0,2.0,1.0,,,,,3.0,2.0,,,,,,,,,
11,"Stynes, Jim",7,2,10,17,1,,18.0,1.0,,,,,,1.0,,,,,,,,,
2,"Tingay, Stephen",15,2,10,25,1,,,5.0,,,,,1.0,3.0,2.0,,,,,,,,
12,"Viney, Todd",10,4,8,18,1,,,3.0,,,,,1.0,2.0,,,,,,,,,
27,"Wight, Sean",7,3,4,11,,,,1.0,,,,,,,,,,,,,,,
8,"Yeats, Graeme",10,2,8,18,,,,1.0,,,,,3.0,2.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,164,58,141,305,13,13.0,29.0,38.0,,,,,19.0,26.0,2.0,,,,,,,,
Opposition,Opposition,191,55,89,280,14,10.0,14.0,40.0,,,,,26.0,19.0,4.0,,,,,,,,
