Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game],Gold Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Ballard, Charlie",4,2,3,7,,,,2.0,3.0,,,1.0,1.0,,,3.0,6.0,1.0,,3.0,,,81.0
3,"Bowes, Jack",10,2,15,25,1,1.0,,6.0,2.0,4.0,3.0,1.0,1.0,,,13.0,12.0,,1.0,2.0,,,81.0
29,"Burgess, Chris",4,3,5,9,1,2.0,,1.0,,1.0,,2.0,1.0,1.0,,8.0,1.0,2.0,2.0,1.0,,,82.0
25,"Collins, Sam",5,6,6,11,,,,1.0,2.0,1.0,,2.0,1.0,1.0,,11.0,3.0,4.0,,5.0,,,100.0
8,"Fiorini, Brayden",17,6,10,27,,1.0,,5.0,3.0,4.0,5.0,1.0,,,,11.0,17.0,1.0,,,,2.0,79.0
1,"Hanley, Pearce",15,4,7,22,,,,1.0,8.0,1.0,1.0,2.0,,1.0,,3.0,13.0,1.0,,2.0,3.0,,84.0
5,"Harbrow, Jarrod",13,5,5,18,,,,1.0,8.0,,,1.0,1.0,1.0,,6.0,10.0,2.0,,2.0,,,93.0
39,"Holman, Nick",1,,7,8,,,,1.0,2.0,,3.0,1.0,,,,8.0,,,,,,,78.0
20,"Hombsch, Jack",9,2,7,16,,,,,4.0,1.0,1.0,,1.0,,,6.0,10.0,1.0,,7.0,,,90.0
38,"Joyce, Jesse",7,3,5,12,,,,1.0,3.0,2.0,,3.0,,2.0,,6.0,6.0,1.0,,6.0,,,62.0
41,"Lukosius, Jack",8,4,1,9,,,,1.0,1.0,5.0,,2.0,1.0,1.0,,3.0,6.0,1.0,1.0,1.0,,,57.0
44,"Macpherson, Darcy",8,4,8,16,2,,,3.0,,2.0,,4.0,,3.0,,7.0,10.0,2.0,,,,,88.0
4,"Martin, Jack",18,7,5,23,1,4.0,,6.0,,3.0,2.0,6.0,,3.0,2.0,10.0,14.0,3.0,2.0,,,2.0,82.0
2,"Miles, Anthony",10,5,11,21,1,,,2.0,3.0,2.0,3.0,6.0,1.0,3.0,,7.0,14.0,,1.0,,,,80.0
11,"Miller, Touk",14,5,10,24,,,,3.0,2.0,5.0,7.0,5.0,1.0,2.0,,14.0,10.0,1.0,,2.0,,,82.0
31,"Murdoch, Jordan",8,2,3,11,,1.0,,5.0,1.0,2.0,,1.0,1.0,,,5.0,5.0,,,1.0,,,83.0
27,"Powell, Wil",7,4,4,11,,,,3.0,1.0,3.0,,3.0,1.0,1.0,,4.0,7.0,,1.0,3.0,,1.0,85.0
6,"Sexton, Alex",10,5,3,13,2,1.0,,2.0,1.0,4.0,1.0,3.0,1.0,1.0,,6.0,8.0,,2.0,2.0,,2.0,89.0
24,"Swallow, David",11,3,3,14,2,,,1.0,,5.0,,6.0,,4.0,,5.0,9.0,,1.0,1.0,,,82.0
14,"Weller, Lachie",17,6,9,26,,,,1.0,11.0,,2.0,1.0,,,,5.0,19.0,,,2.0,1.0,,81.0
28,"Witts, Jarrod",7,2,4,11,,,51.0,3.0,1.0,,1.0,4.0,,2.0,,4.0,7.0,,,,,,75.0
30,"Wright, Peter",9,6,2,11,,1.0,19.0,2.0,,3.0,1.0,2.0,,1.0,,5.0,7.0,3.0,1.0,4.0,,,86.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,212,86,133,345,10,13.0,70.0,51.0,56.0,48.0,30.0,57.0,12.0,27.0,2.0,150.0,194.0,23.0,12.0,44.0,4.0,7.0,
Opposition,Opposition,226,95,142,368,9,14.0,17.0,56.0,38.0,66.0,44.0,48.0,27.0,12.0,4.0,152.0,211.0,15.0,14.0,62.0,11.0,5.0,
