Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details,Gold Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Gold Coast Games (W-D-L W%),Gold Coast Goals (Ave.)
9,"Ablett, Gary",28y 355d,238 (132-2-104 55.88%),314 (1.32),46 (8-0-38 17.39%),52 (1.13)
11,"Bennell, Harley",20y 214d,40 (6-0-34 15.00%),44 (1.10),←,
3,"Brennan, Jared",28y 280d,164 (62-3-99 38.72%),95 (0.58),45 (7-0-38 15.56%),20 (0.44)
36,"Broughton, Greg",26y 217d,73 (31-0-42 42.47%),16 (0.22),5 (2-0-3 40.00%),1 (0.20)
12,"Day, Sam",20y 240d,28 (4-0-24 14.29%),15 (0.54),←,
23,"Dixon, Charlie",22y 223d,28 (7-0-21 25.00%),21 (0.75),←,
33,"Hall, Aaron",22y 176d,14 (4-0-10 28.57%),13 (0.93),←,
5,"Harbrow, Jarrod",24y 290d,111 (48-1-62 43.69%),28 (0.25),41 (8-0-33 19.51%),7 (0.17)
7,"Hunt, Karmichael",26y 168d,40 (5-0-35 12.50%),5 (0.13),←,
37,"Lonergan, Jesse",18y 171d,1 (0-0-1 0.00%),,←,
19,"Lynch, Tom",20y 185d,32 (5-0-27 15.63%),29 (0.91),←,
32,"Matera, Brandon",21y 54d,35 (7-0-28 20.00%),31 (0.89),←,
18,"McKenzie, Trent",21y 31d,41 (7-0-34 17.07%),17 (0.41),←,
29,"Murphy, Tom",27y 46d,100 (57-1-42 57.50%),5 (0.05),5 (2-0-3 40.00%),
1,"OMeara, Jaeger",19y 70d,6 (2-0-4 33.33%),6 (1.00),←,
10,"Prestia, Dion",20y 204d,36 (4-0-32 11.11%),5 (0.14),←,
35,"Rischitelli, Michael",27y 116d,152 (55-3-94 37.17%),64 (0.42),41 (6-0-35 14.63%),17 (0.41)
26,"Shaw, Matt",21y 88d,40 (7-0-33 17.50%),14 (0.35),←,
2,"Smith, Zac",23y 71d,42 (6-0-36 14.29%),24 (0.57),←,
25,"Stanley, Danny",25y 75d,42 (8-0-34 19.05%),22 (0.52),37 (7-0-30 18.92%),22 (0.59)
24,"Swallow, David",20y 166d,39 (7-0-32 17.95%),19 (0.49),←,
16,"Thompson, Rory",22y 53d,19 (3-0-16 15.79%),5 (0.26),←,
Totals,Totals,23y 59d,1321 (467-10-844 35.35%),792 (0.60),,
C,"McKenna, Guy",43y 358d,50 (8-0-42 16.00%),,←,
