Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
40,"Bentick, Adam",7,6,11,18,,,,5.0,1.0,1.0,1.0,3.0,,2.0,,5.0,13.0,,,2.0,,,58.0
19,"Betts, Eddie",3,2,1,4,,,,2.0,,,,2.0,,,,,4.0,,,1.0,,,85.0
13,"Blackwell, Luke",5,5,5,10,,,,2.0,1.0,1.0,,,,,,,10.0,,,,,,55.0
44,"Carrazzo, Andrew",5,6,9,14,,,,,1.0,,1.0,1.0,,,,3.0,11.0,,,2.0,,,70.0
26,"De Luca, Adrian",4,3,1,5,,,4.0,1.0,,2.0,,,,,,1.0,4.0,,,3.0,,1.0,42.0
25,"Fevola, Brendan",14,8,,14,4,5.0,1.0,1.0,,5.0,,2.0,3.0,2.0,,6.0,8.0,1.0,6.0,1.0,,,100.0
33,"Houlihan, Ryan",8,4,2,10,,,,,1.0,1.0,,1.0,,,,2.0,7.0,,,1.0,,1.0,72.0
5,"Kennedy, Josh",3,2,4,7,,,,2.0,,2.0,,5.0,1.0,,,4.0,3.0,,,,,1.0,65.0
43,"Koutoufides, Anthony",7,7,12,19,,,1.0,3.0,2.0,1.0,2.0,2.0,,,,5.0,13.0,1.0,,2.0,,,100.0
12,"Lappin, Matthew",16,7,9,25,,,,1.0,4.0,1.0,1.0,1.0,1.0,,,6.0,19.0,1.0,,5.0,3.0,,85.0
20,"McGrath, Cory",12,9,3,15,,,,3.0,5.0,1.0,1.0,6.0,1.0,3.0,,4.0,12.0,,,,,,93.0
10,"McLaren, Dylan",5,6,6,11,,,20.0,3.0,1.0,1.0,2.0,,1.0,,,4.0,6.0,,,3.0,,,93.0
3,"Murphy, Marc",12,8,6,18,,,,1.0,2.0,2.0,1.0,3.0,,1.0,,5.0,13.0,,,3.0,2.0,,97.0
9,"Saddington, Jason",8,7,1,9,,,,2.0,2.0,1.0,,1.0,1.0,1.0,,1.0,8.0,,,4.0,3.0,,66.0
29,"Scotland, Heath",16,10,11,27,,,,2.0,3.0,,2.0,3.0,1.0,1.0,,9.0,19.0,1.0,,1.0,1.0,,95.0
6,"Simpson, Kade",18,9,4,22,,,,,2.0,5.0,1.0,2.0,1.0,,,4.0,18.0,,,2.0,2.0,,97.0
24,"Stevens, Nick",10,2,6,16,,,,3.0,2.0,3.0,4.0,4.0,,2.0,,6.0,10.0,,1.0,,,,97.0
32,"Thornton, Bret",16,13,5,21,,,,1.0,6.0,,1.0,2.0,,,,3.0,18.0,1.0,,4.0,4.0,,100.0
30,"Waite, Jarrad",5,4,,5,,,,,,3.0,,,,,,,5.0,,,2.0,2.0,,40.0
1,"Walker, Andrew",11,7,,11,,,,1.0,4.0,1.0,1.0,1.0,,,,1.0,10.0,,,3.0,1.0,,91.0
8,"Whitnall, Lance",19,15,8,27,,,1.0,,10.0,,1.0,4.0,,1.0,,4.0,23.0,,1.0,5.0,6.0,,100.0
34,"Wiggins, Simon",9,10,16,25,,2.0,,3.0,,1.0,1.0,,1.0,,,5.0,20.0,,2.0,3.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,213,150,120,333,4,10.0,27.0,36.0,47.0,32.0,20.0,43.0,11.0,13.0,,78.0,254.0,5.0,10.0,47.0,24.0,3.0,
Opposition,Opposition,220,130,128,348,18,18.0,19.0,38.0,31.0,58.0,30.0,38.0,13.0,11.0,6.0,114.0,236.0,15.0,22.0,54.0,25.0,11.0,
