Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game],Hawthorn Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Amon, Karl",15,8,12,27,,,,1.0,4.0,1.0,1.0,,1.0,,,2.0,22.0,,,2.0,2.0,1.0,83.0
37,"Barrass, Tom",6,4,2,8,,,,,3.0,,,2.0,1.0,2.0,,4.0,6.0,1.0,,6.0,,,86.0
24,"Battle, Josh",19,7,7,26,,1.0,,,1.0,,,3.0,1.0,1.0,,5.0,18.0,1.0,,3.0,,,92.0
22 ↑,"Breust, Luke",3,3,1,4,,1.0,,,,1.0,,2.0,1.0,1.0,,1.0,3.0,,1.0,,,1.0,26.0
18,"Chol, Mabior",10,5,4,14,3,2.0,2.0,3.0,,1.0,2.0,2.0,1.0,,,6.0,6.0,1.0,3.0,1.0,,,75.0
16,"DAmbrosio, Massimo",13,7,11,24,,,,1.0,2.0,2.0,1.0,4.0,1.0,1.0,,6.0,19.0,,1.0,,,1.0,80.0
35 ↓,"Dear, Calsher",5,2,3,8,1,2.0,,,,,,,1.0,,,3.0,5.0,1.0,2.0,3.0,,,56.0
33,"Ginnivan, Jack",13,4,13,26,,,,1.0,1.0,3.0,4.0,5.0,,1.0,,9.0,16.0,,,1.0,,,84.0
19,"Gunston, Jack",8,5,3,11,4,,,2.0,,3.0,,1.0,,,1.0,2.0,8.0,,3.0,1.0,,,85.0
15,"Hardwick, Blake",7,2,4,11,,,,1.0,5.0,,,1.0,2.0,,,5.0,7.0,,,5.0,,,89.0
4,"Impey, Jarman",18,8,7,25,,,,2.0,1.0,5.0,2.0,1.0,2.0,,,4.0,20.0,,,1.0,4.0,3.0,85.0
9,"Jiath, Changkuoth",6,2,6,12,,,,3.0,1.0,1.0,1.0,1.0,,,,4.0,8.0,,,1.0,,,81.0
2,"Lewis, Mitch",8,6,3,11,1,,1.0,4.0,1.0,5.0,,3.0,2.0,1.0,,7.0,7.0,,1.0,2.0,,,85.0
31,"Macdonald, Connor",12,2,6,18,,1.0,,,2.0,4.0,2.0,4.0,,1.0,,4.0,12.0,,1.0,,,1.0,75.0
17,"Meek, Lloyd",7,7,3,10,3,,32.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,5.0,7.0,2.0,3.0,2.0,,1.0,81.0
13,"Moore, Dylan",12,6,13,25,1,,,2.0,2.0,2.0,2.0,3.0,,1.0,,7.0,18.0,,1.0,,,2.0,84.0
11,"Nash, Conor",12,5,11,23,,,,3.0,3.0,3.0,5.0,1.0,1.0,,,6.0,17.0,,1.0,3.0,,,82.0
3,"Newcombe, Jai",10,5,18,28,1,,,2.0,1.0,4.0,7.0,2.0,1.0,1.0,3.0,13.0,14.0,1.0,,2.0,2.0,,70.0
14,"Scrimshaw, Jack",8,6,7,15,,,,1.0,3.0,,,1.0,,1.0,,3.0,11.0,,,2.0,,,78.0
6,"Sicily, James",18,9,8,26,,,,2.0,5.0,2.0,,6.0,,1.0,,6.0,19.0,2.0,,2.0,1.0,,87.0
25,"Ward, Josh",14,6,7,21,,,,3.0,,4.0,2.0,3.0,,1.0,,3.0,18.0,,,,,1.0,79.0
34,"Watson, Nick",6,,8,14,2,,,1.0,,2.0,1.0,1.0,3.0,1.0,,10.0,4.0,,,,,2.0,82.0
5,"Worpel, James",13,1,8,21,1,,,1.0,1.0,5.0,2.0,7.0,1.0,3.0,,10.0,13.0,,1.0,,,,77.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,243,110,165,408,17,8.0,35.0,37.0,37.0,50.0,35.0,54.0,20.0,18.0,6.0,125.0,278.0,9.0,18.0,37.0,9.0,13.0,
Opposition,Opposition,174,77,158,332,6,10.0,25.0,42.0,32.0,44.0,30.0,58.0,18.0,20.0,,107.0,222.0,4.0,9.0,39.0,5.0,6.0,
