Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game],Western Bulldogs Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
21,"Akermanis, Jason",13,5,12,25,,1.0,,1.0,1.0,4.0,3.0,,,,,9.0,16.0,,1.0,,,1.0,80.0
5,"Boyd, Matthew",11,4,15,26,,1.0,,8.0,3.0,5.0,2.0,1.0,,1.0,,13.0,15.0,,,,1.0,1.0,93.0
17,"Cooney, Adam",15,6,11,26,2,3.0,,3.0,2.0,9.0,5.0,,3.0,,,12.0,14.0,2.0,2.0,1.0,,3.0,79.0
4,"Cross, Daniel",8,5,20,28,1,1.0,3.0,3.0,1.0,1.0,4.0,4.0,2.0,1.0,,13.0,16.0,1.0,,6.0,,,80.0
3,"Everitt, Andrejs",9,7,11,20,1,,,,4.0,,2.0,3.0,,2.0,,5.0,15.0,2.0,,3.0,,,71.0
13,"Giansiracusa, Daniel",10,6,15,25,1,1.0,,1.0,,3.0,1.0,1.0,,,,4.0,21.0,,2.0,1.0,,,84.0
9,"Gilbee, Lindsay",22,12,8,30,,1.0,,3.0,6.0,5.0,1.0,2.0,2.0,1.0,3.0,4.0,24.0,,,5.0,2.0,1.0,90.0
16,"Griffen, Ryan",20,3,3,23,1,,1.0,2.0,2.0,10.0,2.0,1.0,2.0,,,6.0,17.0,,,3.0,2.0,2.0,76.0
8,"Hahn, Mitch",13,9,12,25,3,5.0,,4.0,,4.0,1.0,5.0,,2.0,2.0,7.0,18.0,,6.0,,,,80.0
28,"Hall, Barry",4,6,4,8,1,2.0,1.0,2.0,,,,2.0,,1.0,,3.0,5.0,2.0,4.0,,,1.0,86.0
40,"Harbrow, Jarrod",11,2,5,16,,,,6.0,2.0,2.0,,,1.0,,,4.0,13.0,,,3.0,1.0,1.0,89.0
25,"Hargrave, Ryan",13,2,7,20,,,,3.0,3.0,2.0,,2.0,1.0,1.0,,5.0,15.0,,,1.0,,,88.0
7,"Higgins, Shaun",16,6,9,25,1,,,6.0,1.0,4.0,1.0,4.0,3.0,1.0,,6.0,18.0,,1.0,,2.0,1.0,75.0
20,"Hill, Josh",9,6,2,11,3,,,1.0,,4.0,1.0,,,,,3.0,7.0,1.0,3.0,3.0,,1.0,82.0
15,"Hudson, Ben",7,3,9,16,,,14.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,,4.0,11.0,,,6.0,,,72.0
36,"Lake, Brian",14,8,6,20,1,,,4.0,2.0,3.0,,4.0,2.0,2.0,1.0,7.0,11.0,2.0,1.0,3.0,1.0,,90.0
27,"Minson, Will",5,6,5,10,,2.0,11.0,1.0,,2.0,1.0,4.0,1.0,4.0,,3.0,7.0,1.0,1.0,1.0,,,74.0
44,"Moles, Brodie",12,3,9,21,1,,,4.0,,6.0,,3.0,,1.0,,5.0,16.0,,,,,1.0,69.0
38,"Morris, Dale",1,1,4,5,,,,11.0,,,,,1.0,,,3.0,2.0,1.0,,2.0,,,93.0
2,"Murphy, Robert",14,10,8,22,,,,1.0,,3.0,1.0,1.0,1.0,,,5.0,18.0,,1.0,1.0,1.0,2.0,86.0
42,"Picken, Liam",4,2,9,13,1,,,2.0,1.0,2.0,2.0,4.0,1.0,3.0,,8.0,4.0,,,2.0,,,83.0
12,"Williams, Tom",4,6,10,14,,,,1.0,,,,,,,,7.0,7.0,1.0,,3.0,,,80.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,235,118,194,429,17,18.0,30.0,68.0,29.0,71.0,28.0,44.0,21.0,21.0,6.0,136.0,290.0,13.0,22.0,44.0,10.0,15.0,
Opposition,Opposition,178,79,158,336,7,6.0,25.0,43.0,48.0,39.0,31.0,52.0,21.0,21.0,,109.0,225.0,6.0,4.0,46.0,7.0,4.0,
