Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details,Kangaroos Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Kangaroos Games (W-D-L W%),Kangaroos Goals (Ave.)
11,"Archer, Glenn",34y 141d,305 (180-0-125 59.02%),143 (0.47),←,
24,"Firrito, Michael",23y 258d,77 (41-0-36 53.25%),12 (0.16),←,
6,"Grant, Shannon",30y 115d,274 (154-2-118 56.57%),320 (1.17),216 (122-1-93 56.71%),282 (1.31)
15,"Green, Kasey",27y 336d,89 (37-1-51 42.13%),23 (0.26),35 (16-0-19 45.71%),15 (0.43)
31,"Hale, David",23y 82d,73 (32-0-41 43.84%),41 (0.56),←,
4,"Harris, Daniel",25y 94d,110 (55-1-54 50.45%),32 (0.29),←,
29,"Harvey, Brent",29y 90d,235 (132-1-102 56.38%),272 (1.16),←,
21,"Jones, Corey",26y 167d,122 (58-0-64 47.54%),162 (1.33),←,
1,"McIntosh, Hamish",22y 342d,37 (17-0-20 45.95%),14 (0.38),←,
42,"McMahon, Scott",21y 71d,10 (7-0-3 70.00%),11 (1.10),←,
18,"Moran, Brad",20y 317d,3 (0-0-3 0.00%),,←,
20,"Petrie, Drew",24y 301d,125 (61-1-63 49.20%),100 (0.80),←,
30,"Pratt, Daniel",24y 144d,57 (30-0-27 52.63%),4 (0.07),54 (29-0-25 53.70%),3 (0.06)
3,"Rawlings, Brady",26y 63d,152 (79-0-73 51.97%),53 (0.35),←,
32,"Sansbury, Eddie",23y 259d,33 (11-0-22 33.33%),12 (0.36),←,
7,"Simpson, Adam",31y 177d,261 (153-1-107 58.81%),73 (0.28),←,
9,"Sinclair, Jess",28y 351d,180 (73-1-106 40.83%),69 (0.38),130 (60-1-69 46.54%),43 (0.33)
10,"Smith, Jesse",20y 317d,20 (13-0-7 65.00%),2 (0.10),←,
19,"Swallow, Andrew",20y 71d,31 (15-0-16 48.39%),9 (0.29),←,
12,"Thomas, Lindsay",19y 165d,12 (6-0-6 50.00%),10 (0.83),←,
36,"Watt, Shannon",26y 259d,125 (64-1-60 51.60%),8 (0.06),←,
8,"Wells, Daniel",22y 190d,96 (47-1-48 49.48%),55 (0.57),←,
Totals,Totals,25y 80d,2427 (1265-10-1152 52.12%),1425 (0.59),,
C,"Laidley, Dani",40y 138d,108 (53-1-54 49.54%),,←,
