Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details,Footscray Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Footscray Games (W-D-L W%),Footscray Goals (Ave.)
23,"Atkins, Simon",24y 122d,97 (48-2-47 50.52%),57 (0.59),←,
18,"Cameron, Leon",20y 234d,46 (24-1-21 53.26%),21 (0.46),←,
26,"Del-Re, Danny",25y 71d,49 (29-1-19 60.20%),118 (2.41),←,
47,"Ellen, Shane",20y 113d,2 (2-0-0 100.00%),,←,
29,"Grant, Chris",20y 132d,60 (34-1-25 57.50%),120 (2.00),←,
7,"Hawkins, Doug",32y 354d,292 (124-4-164 43.15%),206 (0.71),←,
10,"Hunter, Mark",27y 233d,78 (37-2-39 48.72%),2 (0.03),←,
4,"Kellett, Nigel",23y 127d,41 (23-0-18 56.10%),16 (0.39),←,
21,"Kolyniuk, Steven",22y 293d,67 (35-1-31 52.99%),85 (1.27),←,
39,"Liberatore, Tony",27y 72d,88 (51-1-36 58.52%),53 (0.60),←,
27,"Macpherson, Stephen",28y 143d,166 (83-3-80 50.90%),149 (0.90),←,
25,"Mansfield, Matthew",23y 304d,28 (19-0-9 67.86%),5 (0.18),←,
22,"Quill, Peter",23y 244d,1 (1-0-0 100.00%),,←,
2,"Reynolds, Keenan",24y 107d,46 (27-0-19 58.70%),8 (0.17),←,
34,"Sexton, Ben",20y 177d,13 (8-1-4 65.38%),11 (0.85),←,
17,"Standfield, Barry",23y 70d,36 (22-0-14 61.11%),12 (0.33),←,
8,"Toohey, Bernard",30y 65d,249 (129-1-119 52.01%),113 (0.45),26 (19-0-7 73.08%),2 (0.08)
24,"Wallis, Stephen",28y 179d,205 (109-2-94 53.66%),52 (0.25),←,
14,"West, Scott",18y 161d,4 (3-0-1 75.00%),7 (1.75),←,
15,"Wynd, Scott",23y 89d,83 (43-1-39 52.41%),11 (0.13),←,
Totals,Totals,24y 165d,1651 (851-21-779 51.54%),1046 (0.63),,
C,"Wheeler, Terry",38y 42d,73 (41-1-31 56.85%),,←,
