Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game],Geelong Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Atkins, Tom",14.0,6.0,8.0,22.0,,,,6.0,1.0,,2.0,5.0,,4.0,,8.0,16.0,,,2.0,,,86.0
24,"Bews, Jed",10.0,5.0,3.0,13.0,,,,3.0,1.0,1.0,2.0,2.0,1.0,,,6.0,9.0,,,3.0,,,85.0
46,"Blicavs, Mark",9.0,6.0,7.0,16.0,,,7.0,1.0,1.0,2.0,2.0,3.0,1.0,,,6.0,10.0,1.0,,6.0,,,94.0
6,"Clark, Jordan",12.0,5.0,4.0,16.0,1.0,,,5.0,3.0,1.0,,8.0,1.0,3.0,,4.0,11.0,,,1.0,,,83.0
18,"Constable, Charlie",10.0,5.0,7.0,17.0,,,,3.0,,5.0,5.0,1.0,1.0,1.0,,6.0,11.0,,,,,1.0,55.0
40,"Dahlhaus, Luke",3.0,2.0,4.0,7.0,,,,3.0,,1.0,,3.0,,2.0,,2.0,5.0,,,2.0,,,72.0
31,"Evans, Francis",7.0,4.0,,7.0,2.0,1.0,,1.0,,1.0,,,,,,1.0,5.0,,2.0,1.0,,,78.0
29,"Guthrie, Cameron",19.0,9.0,9.0,28.0,,,,5.0,4.0,4.0,2.0,2.0,1.0,2.0,2.0,6.0,21.0,,,1.0,3.0,1.0,73.0
39,"Guthrie, Zach",,,,,,,,,,,,,,,,,,,,,,,
26,"Hawkins, Tom",10.0,5.0,7.0,17.0,3.0,4.0,4.0,,,1.0,4.0,2.0,1.0,1.0,,13.0,4.0,2.0,5.0,1.0,,3.0,96.0
25,"Henderson, Lachie",13.0,8.0,4.0,17.0,,,,3.0,4.0,3.0,,1.0,1.0,1.0,,5.0,9.0,1.0,,3.0,,,99.0
38,"Henry, Jack",9.0,7.0,7.0,16.0,,,,,1.0,2.0,1.0,,1.0,,,6.0,10.0,1.0,,4.0,,,90.0
4,"Higgins, Shaun",8.0,3.0,12.0,20.0,,,,1.0,1.0,3.0,4.0,2.0,2.0,,,5.0,14.0,,1.0,1.0,,1.0,83.0
8,"Kolodjashnij, Jake",9.0,9.0,3.0,12.0,,,,2.0,2.0,,,2.0,,2.0,,7.0,7.0,3.0,,5.0,,,90.0
32,"Miers, Gryan",4.0,3.0,6.0,10.0,1.0,,,2.0,,1.0,1.0,2.0,,1.0,,3.0,7.0,,,,,,87.0
42,"OConnor, Mark",9.0,2.0,6.0,15.0,,,,7.0,1.0,2.0,5.0,3.0,3.0,1.0,,8.0,8.0,,,1.0,,1.0,85.0
3,"Parfitt, Brandan",11.0,3.0,6.0,17.0,,,,4.0,1.0,2.0,1.0,3.0,1.0,,,3.0,12.0,,1.0,,,1.0,65.0
23,"Rohan, Gary",4.0,3.0,1.0,5.0,,,,2.0,,3.0,,1.0,,,,2.0,2.0,1.0,1.0,,,1.0,75.0
14,"Selwood, Joel",11.0,3.0,16.0,27.0,2.0,,,4.0,4.0,3.0,8.0,6.0,5.0,1.0,3.0,17.0,12.0,,,1.0,2.0,,75.0
7,"Smith, Isaac",20.0,11.0,6.0,26.0,1.0,,,1.0,2.0,1.0,2.0,3.0,,1.0,,2.0,21.0,,,,,1.0,87.0
1,"Stanley, Rhys",12.0,7.0,10.0,22.0,,2.0,24.0,1.0,1.0,3.0,4.0,1.0,2.0,,,7.0,14.0,1.0,1.0,3.0,,,79.0
44,"Stewart, Tom",18.0,7.0,4.0,22.0,,1.0,,,8.0,1.0,,5.0,,1.0,,5.0,14.0,2.0,,2.0,,,78.0
2,"Tuohy, Zach",15.0,5.0,12.0,27.0,2.0,1.0,,2.0,3.0,7.0,2.0,5.0,,1.0,,8.0,19.0,,,,1.0,,84.0
Totals,Totals,237.0,118.0,142.0,379.0,12.0,9.0,35.0,56.0,38.0,47.0,45.0,60.0,21.0,22.0,5.0,130.0,241.0,12.0,11.0,37.0,6.0,10.0,
Opposition,Opposition,186.0,72.0,84.0,270.0,11.0,14.0,25.0,57.0,33.0,50.0,32.0,58.0,23.0,21.0,1.0,121.0,140.0,8.0,7.0,44.0,2.0,5.0,
