Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details,Geelong Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Geelong Games (W-D-L W%),Geelong Goals (Ave.)
30,"Atkins, Tom",26y 218d,63 (42-0-21 66.67%),10 (0.16),←,
24,"Bews, Jed",28y 131d,133 (80-2-51 60.90%),16 (0.12),←,
46,"Blicavs, Mark",31y 27d,209 (138-2-69 66.51%),45 (0.22),←,
5,"Cameron, Jeremy",29y 23d,192 (91-3-98 48.18%),485 (2.53),21 (14-0-7 66.67%),58 (2.76)
45,"Close, Brad",23y 268d,36 (25-0-11 69.44%),25 (0.69),←,
40,"Dahlhaus, Luke",29y 246d,221 (115-0-106 52.04%),140 (0.63),67 (45-0-22 67.16%),30 (0.45)
16,"De Koning, Sam",21y 57d,6 (5-0-1 83.33%),,←,
28,"Dempsey, Oliver",19y 107d,1 (1-0-0 100.00%),1 (1.00),←,
22,"Duncan, Mitch",30y 318d,241 (171-1-69 71.16%),169 (0.70),←,
29,"Guthrie, Cameron",29y 248d,211 (138-2-71 65.88%),65 (0.31),←,
26,"Hawkins, Tom",33y 277d,308 (218-2-88 71.10%),685 (2.22),←,
4,"Higgins, Shaun",34y 51d,258 (123-1-134 47.87%),229 (0.89),21 (15-0-6 71.43%),5 (0.24)
9,"Holmes, Max",19y 238d,18 (12-0-6 66.67%),5 (0.28),←,
8,"Kolodjashnij, Jake",26y 258d,138 (90-2-46 65.94%),2 (0.01),←,
32,"Miers, Gryan",23y 25d,64 (42-0-22 65.63%),59 (0.92),←,
42,"OConnor, Mark",25y 97d,68 (44-0-24 64.71%),4 (0.06),←,
3,"Parfitt, Brandan",23y 362d,101 (71-0-30 70.30%),43 (0.43),←,
14,"Selwood, Joel",33y 333d,339 (245-1-93 72.42%),169 (0.50),←,
7,"Smith, Isaac",33y 115d,240 (165-1-74 68.96%),182 (0.76),30 (21-0-9 70.00%),17 (0.57)
1,"Stanley, Rhys",31y 144d,169 (94-1-74 55.92%),102 (0.60),111 (73-1-37 66.22%),62 (0.56)
18,"Stengle, Tyson",23y 187d,22 (9-0-13 40.91%),25 (1.14),6 (4-0-2 66.67%),10 (1.67)
44,"Stewart, Tom",29y 40d,111 (74-0-37 66.67%),3 (0.03),←,
2,"Tuohy, Zach",32y 135d,232 (120-2-110 52.16%),80 (0.34),112 (72-1-39 64.73%),40 (0.36)
Totals,Totals,27y 297d,3381 (2113-20-1248 62.50%),2544 (0.75),,
C,"Scott, Chris",45y 356d,267 (183-2-82 68.91%),,←,
