West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
14,"Brennan, Jacob",23y 171d,26 (16-0-10 61.54%),2 (0.08),←,
1,"Brown, Mitch",24y 209d,63 (24-0-39 38.10%),10 (0.16),←,
19,"Carter, Adam",19y 88d,1 (0-0-1 0.00%),,←,
20,"Cox, Dean",31y 347d,266 (136-1-129 51.32%),159 (0.60),←,
15,"Cripps, Jamie",21y 82d,24 (11-0-13 45.83%),24 (1.00),8 (3-0-5 37.50%),8 (1.00)
18,"Dalziell, Bradd",26y 121d,36 (14-0-22 38.89%),14 (0.39),21 (8-0-13 38.10%),10 (0.48)
27,"Darling, Jack",21y 31d,62 (39-0-23 62.90%),112 (1.81),←,
32,"Embley, Andrew",32y 17d,247 (123-1-123 50.00%),215 (0.87),←,
3,"Gaff, Andrew",21y 28d,56 (35-0-21 62.50%),20 (0.36),←,
23,"Glass, Darren",32y 61d,256 (135-2-119 53.13%),8 (0.03),←,
33,"Hill, Josh",24y 176d,101 (62-1-38 61.88%),130 (1.29),35 (23-0-12 65.71%),55 (1.57)
34,"Hutchings, Mark",22y 50d,6 (3-0-3 50.00%),,←,
17,"Kennedy, Josh",25y 323d,113 (43-1-69 38.50%),214 (1.89),91 (40-0-51 43.96%),203 (2.23)
2,"LeCras, Mark",26y 318d,113 (53-0-60 46.90%),259 (2.29),←,
16,"Mackenzie, Eric",25y 56d,92 (41-0-51 44.57%),3 (0.03),←,
7,"Masten, Chris",24y 73d,92 (42-0-50 45.65%),43 (0.47),←,
40,"Morton, Cale",23y 177d,74 (18-1-55 25.00%),33 (0.45),1 (0-0-1 0.00%),
9,"Naitanui, Nic",23y 71d,87 (46-0-41 52.87%),61 (0.70),←,
11,"Priddis, Matt",28y 115d,145 (70-0-75 48.28%),45 (0.31),←,
24,"Rosa, Matt",26y 233d,135 (70-0-65 51.85%),33 (0.24),←,
31,"Schofield, Will",24y 171d,88 (45-0-43 51.14%),15 (0.17),←,
28,"Smith, Ashley",22y 359d,36 (23-0-13 63.89%),7 (0.19),←,
Totals,Totals,25y 16d,2119 (1049-7-1063 49.50%),1407 (0.66),,
C,"Worsfold, John",44y 292d,274 (147-2-125 54.01%),,←,
