West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
14,"Brennan, Michael",5,,2,7,2,,,1.0,,,,,2.0,,,,,,,,,,
16,"Hepburn, Mark",7,4,6,13,,,9.0,1.0,,,,,1.0,,,,,,,,,,
22,"Hynes, David",4,,4,8,1,2.0,,1.0,,,,,,2.0,,,,,,,,,
27,"Jakovich, Glen",20,9,5,25,1,1.0,9.0,,,,,,2.0,,,,,,,,,,
2,"Kemp, Dean",17,1,3,20,,,,4.0,,,,,1.0,2.0,,,,,,,,,
15,"Laidley, Dani",10,4,1,11,,,,,,,,,3.0,2.0,,,,,,,,,
5,"Lamb, Dwayne",18,3,10,28,,1.0,,,,,,,1.0,,,,,,,,,,
19,"Langdon, Karl",12,8,8,20,,2.0,5.0,1.0,,,,,,2.0,,,,,,,,,
28,"Lewis, Chris",12,1,3,15,1,2.0,,1.0,,,,,1.0,3.0,,,,,,,,,
3,"Mainwaring, Chris",11,3,1,12,,,,3.0,,,,,2.0,3.0,,,,,,,,,
30,"Matera, Peter",15,3,3,18,,2.0,,,,,,,3.0,2.0,,,,,,,,,
21,"Metropolis, Daniel",4,1,2,6,1,,,2.0,,,,,2.0,,,,,,,,,,
8,"Nichols, Trent",7,2,2,9,,1.0,,,,,,,1.0,,,,,,,,,,
6,"Peos, Paul",13,3,4,17,,,,,,,,,2.0,3.0,,,,,,,,,
50,"Turnbull, Ryan",1,,,1,,,2.0,,,,,,,,,,,,,,,,
35,"Ugle, Troy",8,5,5,13,4,2.0,,,,,,,1.0,,,,,,,,,,
39,"Waterman, Chris",17,5,6,23,1,,,2.0,,,,,2.0,,,,,,,,,,
13,"Watters, Scott",9,3,8,17,,,,3.0,,,,,1.0,,,,,,,,,,
31,"White, Mitchell",5,2,1,6,,,,1.0,,,,,1.0,,,,,,,,,,
24,"Worsfold, John",11,1,4,15,,,,1.0,,,,,,,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,206,58,78,284,11,16.0,25.0,21.0,,,,,26.0,19.0,,,,,,,,,
Opposition,Opposition,189,64,112,301,15,12.0,39.0,31.0,,,,,19.0,26.0,6.0,,,,,,,,
