Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details,Port Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Port Adelaide Games (W-D-L W%),Port Adelaide Goals (Ave.)
19,"Bishop, Matthew",28y 64d,89 (55-1-33 62.36%),6 (0.07),71 (48-1-22 68.31%),2 (0.03)
20,"Brogan, Dean",24y 273d,30 (24-0-6 80.00%),8 (0.27),←,
7,"Burgoyne, Peter",25y 227d,131 (74-2-55 57.25%),148 (1.13),←,
8,"Burgoyne, Shaun",20y 327d,41 (34-0-7 82.93%),63 (1.54),←,
9,"Carr, Josh",23y 137d,85 (60-1-24 71.18%),49 (0.58),←,
26,"Cochrane, Stuart",25y 55d,71 (39-0-32 54.93%),14 (0.20),21 (16-0-5 76.19%),3 (0.14)
12,"Cockatoo-Collins, Che",28y 192d,159 (100-3-56 63.84%),214 (1.35),74 (53-0-21 71.62%),105 (1.42)
35,"Cornes, Chad",23y 305d,97 (61-1-35 63.40%),106 (1.09),←,
18,"Cornes, Kane",20y 251d,43 (32-0-11 74.42%),16 (0.37),←,
17,"Dew, Stuart",24y 26d,113 (64-2-47 57.52%),175 (1.55),←,
11,"Hardwick, Damien",31y 26d,192 (131-1-60 68.49%),13 (0.07),39 (30-0-9 76.92%),
29,"Kingsley, Adam",28y 24d,124 (70-2-52 57.26%),25 (0.20),←,
5,"Lade, Brendon",27y 65d,99 (56-2-41 57.58%),68 (0.69),←,
3,"Montgomery, Brett",30y 104d,148 (95-2-51 64.86%),91 (0.61),88 (55-1-32 63.07%),37 (0.42)
14,"Paxman, Stephen",32y 283d,239 (98-2-139 41.42%),38 (0.16),137 (76-2-59 56.20%),20 (0.15)
15,"Pickett, Byron",26y 33d,144 (93-0-51 64.58%),122 (0.85),24 (19-0-5 79.17%),41 (1.71)
6,"Schofield, Jarrad",28y 226d,168 (104-1-63 62.20%),112 (0.67),105 (65-1-39 62.38%),78 (0.74)
36,"Stevens, Nick",23y 253d,126 (74-2-50 59.52%),78 (0.62),←,
16,"Tredrea, Warren",24y 263d,129 (76-1-52 59.30%),261 (2.02),←,
2,"Wakelin, Darryl",29y 33d,178 (99-1-78 55.90%),11 (0.06),63 (46-0-17 73.02%),3 (0.05)
4,"Wanganeen, Gavin",30y 87d,256 (151-5-100 59.96%),164 (0.64),129 (78-2-49 61.24%),101 (0.78)
21,"Wilson, Michael",26y 296d,112 (57-3-52 52.23%),34 (0.30),←,
Totals,Totals,26y 195d,2774 (1647-32-1095 59.37%),1816 (0.65),,
C,"Williams, Mark",45y 23d,117 (72-1-44 61.97%),,←,
