Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game],Brisbane Lions Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
12,"Akermanis, Jason",13,3,5,18,1,,,6.0,1.0,3.0,2.0,8.0,,3.0,,6.0,12.0,1.0,2.0,1.0,,1.0,84.0
34,"Attard, Jayden",5,2,3,8,,,,1.0,3.0,1.0,,1.0,,1.0,,4.0,5.0,,,1.0,,,63.0
20,"Black, Simon",10,4,7,17,,,,3.0,1.0,3.0,,1.0,,,,5.0,12.0,,,1.0,1.0,,95.0
36,"Bradshaw, Daniel",7,6,4,11,2,2.0,,,1.0,1.0,,2.0,,,,5.0,6.0,2.0,3.0,1.0,,,96.0
16,"Brown, Jonathan",9,5,6,15,,,2.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,,7.0,8.0,,,2.0,,,93.0
19,"Charman, Jamie",13,5,5,18,3,,20.0,5.0,,1.0,1.0,4.0,3.0,3.0,,9.0,8.0,1.0,2.0,3.0,1.0,,59.0
1,"Clark, Mitch",5,4,3,8,,1.0,,4.0,,,,,1.0,,,4.0,4.0,,1.0,1.0,2.0,,72.0
4,"Fixter, Ben",9,4,1,10,1,,,5.0,2.0,4.0,,2.0,1.0,,,3.0,8.0,,1.0,2.0,1.0,,63.0
2,"Johnson, Chris",12,3,3,15,,,,5.0,1.0,2.0,3.0,2.0,2.0,1.0,,8.0,5.0,1.0,1.0,2.0,1.0,1.0,91.0
23,"Leppitsch, Justin",5,1,1,6,,,,,3.0,,,1.0,2.0,1.0,,4.0,2.0,,,3.0,1.0,,61.0
43,"McDonald, Beau",7,6,4,11,1,,16.0,2.0,3.0,,2.0,2.0,2.0,,,4.0,6.0,1.0,,,,,48.0
9,"McGrath, Ashley",4,3,1,5,,2.0,,4.0,,,,4.0,,4.0,,2.0,4.0,,1.0,3.0,,,83.0
15,"Michael, Mal",8,7,3,11,1,1.0,1.0,2.0,1.0,1.0,,,1.0,,,3.0,8.0,,3.0,1.0,,,94.0
10,"Moody, Matthew",10,5,4,14,1,,,3.0,,3.0,,1.0,2.0,,,6.0,9.0,,1.0,,,1.0,100.0
8,"Notting, Tim",9,3,11,20,,,,4.0,2.0,2.0,5.0,1.0,2.0,,,9.0,10.0,,,1.0,,,91.0
6,"Power, Luke",7,1,5,12,,,1.0,3.0,,2.0,2.0,2.0,,1.0,,6.0,5.0,,,2.0,,,92.0
35,"Rischitelli, Michael",14,5,7,21,,,,3.0,3.0,3.0,8.0,1.0,3.0,1.0,2.0,12.0,10.0,1.0,,1.0,2.0,1.0,76.0
29,"Roe, Jason",11,5,1,12,,1.0,,3.0,4.0,2.0,1.0,1.0,1.0,1.0,,2.0,7.0,,,9.0,4.0,,80.0
5,"Scott, Brad",13,7,4,17,,,,4.0,5.0,,1.0,,1.0,,,4.0,14.0,1.0,,3.0,,,100.0
28,"Selwood, Troy",9,4,2,11,,,,2.0,1.0,,1.0,3.0,2.0,1.0,,3.0,9.0,,,,,,75.0
11,"Sherman, Justin",4,1,4,8,,,,1.0,3.0,2.0,1.0,2.0,,,,4.0,4.0,,,2.0,10.0,,100.0
3,"Voss, Michael",14,5,4,18,,,,7.0,3.0,4.0,4.0,,1.0,,,6.0,12.0,,,3.0,,,85.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,3.0,,,,,,,,,,,,,,,,,
Totals,Totals,198,89,88,286,10,10.0,40.0,71.0,38.0,37.0,32.0,40.0,26.0,19.0,2.0,116.0,168.0,8.0,15.0,42.0,23.0,4.0,
Opposition,Opposition,186,85,105,291,15,12.0,24.0,55.0,27.0,53.0,33.0,46.0,19.0,26.0,4.0,119.0,176.0,4.0,12.0,50.0,21.0,9.0,
