North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details,North Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),North Melbourne Games (W-D-L W%),North Melbourne Goals (Ave.)
33,"Allison, Brett",28y 125d,175 (95-1-79 54.57%),212 (1.21),←,
5,"Anderson, Stuart",22y 93d,41 (30-0-11 73.17%),13 (0.32),←,
11,"Archer, Glenn",23y 188d,96 (60-0-36 62.50%),67 (0.70),←,
26,"Bell, Peter",20y 211d,25 (17-0-8 68.00%),25 (1.00),23 (17-0-6 73.91%),23 (1.00)
12,"Blakey, John",30y 66d,225 (110-0-115 48.89%),69 (0.31),90 (58-0-32 64.44%),31 (0.34)
16,"Capuano, Mathew",21y 26d,36 (25-0-11 69.44%),12 (0.33),←,
18,"Carey, Wayne",25y 124d,148 (89-0-59 60.14%),386 (2.61),←,
27,"Crocker, Darren",29y 186d,149 (75-1-73 50.67%),106 (0.71),←,
6,"Fairley, Ian",32y 10d,217 (116-2-99 53.92%),149 (0.69),←,
17,"Freeborn, Glenn",23y 235d,28 (20-0-8 71.43%),17 (0.61),←,
34,"King, David",24y 205d,66 (44-0-22 66.67%),17 (0.26),←,
7,"Laidley, Dani",29y 185d,140 (86-1-53 61.79%),14 (0.10),88 (57-0-31 64.77%),3 (0.03)
4,"Martyn, Mick",28y 28d,176 (98-1-77 55.97%),14 (0.08),←,
31,"McKernan, Corey",22y 284d,71 (49-0-22 69.01%),74 (1.04),←,
22,"Roberts, Mark",31y 92d,164 (82-0-82 50.00%),138 (0.84),87 (56-0-31 64.37%),119 (1.37)
3,"Rock, Anthony",25y 365d,137 (83-0-54 60.58%),116 (0.85),←,
2,"Schwass, Wayne",27y 306d,164 (90-0-74 54.88%),90 (0.55),←,
8,"Scott, Robert",27y 211d,181 (109-1-71 60.50%),194 (1.07),49 (34-0-15 69.39%),30 (0.61)
24,"Sholl, Craig",28y 273d,151 (87-0-64 57.62%),56 (0.37),←,
37,"Simpson, Adam",20y 225d,27 (21-0-6 77.78%),16 (0.59),←,
10,"Stevens, Anthony",25y 88d,131 (78-0-53 59.54%),67 (0.51),←,
Totals,Totals,26y 46d,2548 (1464-7-1077 57.46%),1852 (0.73),,
C,"Pagan, Denis",49y 4d,95 (62-0-33 65.26%),,←,
