West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details,West Coast Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),West Coast Games (W-D-L W%),West Coast Goals (Ave.)
10,"Braun, Michael",29y 76d,197 (112-2-83 57.36%),59 (0.30),←,
1,"Brown, Mitch",18y 173d,5 (3-0-2 60.00%),2 (0.40),←,
17,"Chick, Daniel",31y 118d,243 (138-4-101 57.61%),207 (0.85),94 (64-2-28 69.15%),48 (0.51)
20,"Cox, Dean",25y 311d,132 (77-1-54 58.71%),63 (0.48),←,
7,"Fletcher, Chad",27y 282d,151 (83-3-65 55.96%),68 (0.45),←,
23,"Glass, Darren",26y 25d,132 (76-2-54 58.33%),8 (0.06),←,
39,"Hunter, Adam",25y 355d,119 (71-2-46 60.50%),61 (0.51),←,
25,"Hurn, Shannon",19y 277d,17 (11-0-6 64.71%),7 (0.41),←,
38,"Jones, Brett",24y 306d,56 (41-0-15 73.21%),3 (0.05),←,
18,"Jones, Rowan",27y 201d,146 (77-3-66 53.77%),62 (0.42),←,
3,"Judd, Chris",23y 273d,126 (80-2-44 64.29%),131 (1.04),←,
4,"Kerr, Daniel",24y 23d,136 (77-2-57 57.35%),81 (0.60),←,
2,"LeCras, Mark",20y 282d,12 (8-0-4 66.67%),15 (1.25),←,
21,"Lynch, Quinten",24y 135d,93 (63-0-30 67.74%),140 (1.51),←,
12,"Morton, Mitch",20y 131d,8 (4-0-4 50.00%),8 (1.00),←,
11,"Priddis, Matt",22y 79d,13 (9-0-4 69.23%),6 (0.46),←,
24,"Rosa, Matt",20y 197d,29 (20-0-9 68.97%),9 (0.31),←,
14,"Seaby, Mark",23y 38d,70 (52-0-18 74.29%),45 (0.64),←,
37,"Selwood, Adam",23y 38d,62 (44-0-18 70.97%),16 (0.26),←,
41,"Staker, Brent",23y 16d,80 (53-1-26 66.88%),52 (0.65),←,
5,"Stenglein, Tyson",26y 327d,165 (101-0-64 61.21%),47 (0.28),59 (45-0-14 76.27%),21 (0.36)
44,"Wirrpanda, David",27y 309d,182 (103-3-76 57.42%),85 (0.47),←,
Totals,Totals,24y 147d,2174 (1303-25-846 59.94%),1175 (0.54),,
C,"Worsfold, John",38y 256d,131 (83-2-46 64.12%),,←,
