Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game],Essendon Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
29,"Davey, Alwyn",2,1,3,5,,,,3.0,,1.0,1.0,,1.0,,,3.0,3.0,,,1.0,,,27.0
2,"Dyson, Ricky",8,4,9,17,,1.0,,,1.0,2.0,2.0,2.0,,,,3.0,14.0,,,2.0,2.0,,75.0
31,"Fletcher, Dustin",16,6,8,24,,,,1.0,7.0,,1.0,8.0,,1.0,,3.0,18.0,,,5.0,1.0,,100.0
19,"Hille, David",4,1,8,12,,,21.0,3.0,,2.0,4.0,1.0,,,,7.0,5.0,,,1.0,,,80.0
5,"Hird, James",6,1,2,8,,,,1.0,2.0,2.0,2.0,,,,,5.0,4.0,,,,,,29.0
35,"Hislop, Tom",5,4,9,14,1,,,5.0,1.0,2.0,,4.0,,2.0,,1.0,13.0,,,1.0,,,96.0
21,"Johns, Courtney",7,3,2,9,,,,,,3.0,,1.0,2.0,,,5.0,4.0,,,,,1.0,72.0
14,"Johnson, Jason",14,9,7,21,,,,5.0,2.0,4.0,2.0,3.0,,2.0,,4.0,17.0,,,3.0,,,81.0
1,"Johnson, Mark",10,4,5,15,,,2.0,3.0,2.0,3.0,4.0,2.0,2.0,2.0,,8.0,8.0,1.0,,5.0,1.0,,94.0
27,"Laycock, Jason",3,4,4,7,,,8.0,,3.0,2.0,1.0,2.0,1.0,,,4.0,5.0,,,1.0,,,68.0
13,"Lovett, Andrew",10,6,3,13,1,,,5.0,,1.0,,2.0,,,,3.0,10.0,,1.0,1.0,,,90.0
25,"Lucas, Scott",9,5,3,12,3,1.0,,1.0,,5.0,,4.0,3.0,1.0,,7.0,6.0,3.0,1.0,2.0,,1.0,94.0
33,"McPhee, Adam",13,11,8,21,,,3.0,6.0,,5.0,2.0,4.0,1.0,2.0,,6.0,16.0,1.0,1.0,5.0,1.0,,91.0
10,"McVeigh, Mark",13,3,4,17,,2.0,,4.0,1.0,5.0,2.0,2.0,1.0,1.0,,4.0,13.0,,1.0,,,1.0,99.0
22,"Michael, Mal",5,1,4,9,,,,2.0,2.0,,,,1.0,,,5.0,4.0,,,6.0,,,100.0
38,"Nash, Jay",13,6,7,20,,,,1.0,7.0,2.0,2.0,,,,,5.0,15.0,1.0,,1.0,,,100.0
11,"Peverill, Damien",10,10,19,29,,,,3.0,2.0,3.0,1.0,3.0,,1.0,,5.0,23.0,,,,2.0,,89.0
9,"Ramanauskas, Adam",7,2,5,12,1,1.0,,2.0,,1.0,1.0,3.0,,1.0,,4.0,8.0,,1.0,1.0,1.0,,79.0
30,"Ryder, Paddy",4,5,6,10,1,,1.0,4.0,2.0,,,,,,,1.0,9.0,,2.0,7.0,,,83.0
20,"Slattery, Henry",4,3,6,10,1,,,6.0,,4.0,1.0,4.0,1.0,2.0,,5.0,5.0,,,3.0,,,75.0
4,"Watson, Jobe",13,7,15,28,2,,,4.0,2.0,,5.0,4.0,1.0,2.0,,9.0,20.0,,2.0,,3.0,2.0,85.0
12,"Welsh, Andrew",16,9,5,21,2,1.0,,2.0,3.0,3.0,1.0,1.0,3.0,,,12.0,9.0,3.0,3.0,1.0,1.0,2.0,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,5.0,,,,,,,,,,,,,,,,,
Totals,Totals,192,105,142,334,12,11.0,35.0,61.0,37.0,50.0,32.0,50.0,17.0,17.0,,109.0,229.0,9.0,12.0,46.0,12.0,7.0,
Opposition,Opposition,211,124,196,407,19,19.0,31.0,49.0,36.0,63.0,30.0,38.0,17.0,17.0,6.0,131.0,273.0,20.0,28.0,47.0,20.0,10.0,
