Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details,Melbourne Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Melbourne Games (W-D-L W%),Melbourne Goals (Ave.)
2,"Armstrong, Steven",18y 196d,7 (5-0-2 71.43%),2 (0.29),←,
3,"Bizzell, Clint",26y 29d,90 (40-1-49 45.00%),73 (0.81),15 (8-0-7 53.33%),1 (0.07)
25,"Brown, Nathan",25y 347d,48 (23-0-25 47.92%),15 (0.31),←,
32,"Bruce, Cameron",22y 300d,58 (31-0-27 53.45%),67 (1.16),←,
4,"Ellis, Craig",27y 53d,121 (63-1-57 52.48%),7 (0.06),14 (7-0-7 50.00%),1 (0.07)
30,"Godfrey, Simon",21y 282d,17 (9-0-8 52.94%),2 (0.12),←,
18,"Green, Brad",21y 136d,57 (31-0-26 54.39%),85 (1.49),←,
16,"Johnstone, Travis",22y 10d,62 (29-0-33 46.77%),49 (0.79),←,
11,"Jolly, Darren",20y 263d,15 (8-0-7 53.33%),6 (0.40),←,
29,"Lamb, Chris",21y 138d,11 (5-0-6 45.45%),1 (0.09),←,
36,"Leoncelli, Andrew",28y 10d,123 (57-0-66 46.34%),61 (0.50),←,
23,"McDonald, James",25y 295d,90 (45-0-45 50.00%),30 (0.33),←,
9,"Neitz, David",27y 186d,197 (91-0-106 46.19%),334 (1.70),←,
24,"Robertson, Russell",23y 245d,93 (48-0-45 51.61%),134 (1.44),←,
19,"Vardy, Peter",26y 182d,110 (56-0-54 50.91%),175 (1.59),14 (8-0-6 57.14%),25 (1.79)
42,"Walsh, Peter",26y 3d,68 (35-0-33 51.47%),17 (0.25),←,
10,"Ward, Daniel",25y 18d,61 (26-0-35 42.62%),20 (0.33),←,
31,"Wheatley, Paul",21y 106d,39 (22-0-17 56.41%),17 (0.44),←,
45,"Whelan, Matthew",22y 256d,42 (22-0-20 52.38%),4 (0.10),←,
34,"White, Jeff",25y 158d,138 (67-0-71 48.55%),63 (0.46),106 (54-0-52 50.94%),45 (0.42)
22,"Woewodin, Shane",26y 15d,131 (60-0-71 45.80%),57 (0.44),←,
13,"Yze, Adem",24y 309d,158 (71-0-87 44.94%),112 (0.71),←,
Totals,Totals,24y 45d,1736 (844-2-890 48.62%),1331 (0.77),,
C,"Daniher, Neale",41y 162d,111 (57-0-54 51.35%),,←,
