Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details,Brisbane Lions Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Brisbane Lions Games (W-D-L W%),Brisbane Lions Goals (Ave.)
7,"Adcock, Jed",21y 151d,35 (15-0-20 42.86%),7 (0.20),←,
46,"Begley, Colm",20y 227d,5 (2-0-3 40.00%),1 (0.20),←,
20,"Black, Simon",28y 12d,194 (123-1-70 63.66%),126 (0.65),←,
17,"Brennan, Jared",22y 261d,41 (22-0-19 53.66%),23 (0.56),←,
16,"Brown, Jonathan",25y 168d,120 (85-0-35 70.83%),200 (1.67),←,
30,"Copeland, Robert",25y 324d,112 (71-0-41 63.39%),20 (0.18),←,
4,"Fixter, Ben",25y 296d,49 (22-0-27 44.90%),11 (0.22),22 (8-0-14 36.36%),3 (0.14)
14,"Hadley, Richard",24y 17d,28 (20-0-8 71.43%),7 (0.25),←,
5,"Harding, Scott",20y 300d,17 (7-0-10 41.18%),3 (0.18),←,
2,"Johnson, Chris",30y 320d,255 (125-3-127 49.61%),162 (0.64),196 (118-3-75 60.97%),95 (0.48)
43,"McDonald, Beau",27y 163d,86 (56-1-29 65.70%),19 (0.22),←,
9,"McGrath, Ashley",23y 330d,86 (50-1-35 58.72%),81 (0.94),←,
21,"Merrett, Daniel",22y 124d,27 (11-0-16 40.74%),16 (0.59),←,
25,"Mills, Wayde",19y 229d,6 (2-0-4 33.33%),,←,
10,"Moody, Matthew",21y 204d,28 (10-0-18 35.71%),14 (0.50),←,
8,"Notting, Tim",28y 176d,159 (99-1-59 62.58%),112 (0.70),←,
24,"Patfull, Joel",22y 129d,18 (7-0-11 38.89%),6 (0.33),←,
6,"Power, Luke",27y 97d,179 (110-1-68 61.73%),176 (0.98),←,
35,"Rischitelli, Michael",21y 97d,25 (11-0-14 44.00%),13 (0.52),←,
11,"Sherman, Justin",20y 79d,44 (18-0-26 40.91%),34 (0.77),←,
32,"Stiller, Cheynee",20y 347d,16 (5-0-11 31.25%),6 (0.38),←,
31,"Wood, Cameron",20y 42d,11 (3-0-8 27.27%),,←,
Totals,Totals,23y 252d,1541 (874-8-659 56.72%),1037 (0.67),,
C,"Matthews, Leigh",55y 45d,420 (250-6-164 60.24%),,196 (125-1-70 64.03%),
