West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game],West Coast Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
10,"Braun, Michael",11,5,8,19,,,,2.0,,1.0,,2.0,2.0,,,5.0,14.0,,,1.0,,1.0,81.0
20,"Cox, Dean",10,7,12,22,,,10.0,3.0,3.0,4.0,3.0,6.0,2.0,1.0,,8.0,14.0,1.0,,,2.0,,74.0
18,"Ebert, Brad",3,1,3,6,1,,,1.0,,2.0,1.0,1.0,1.0,1.0,,3.0,4.0,,,2.0,,,47.0
32,"Embley, Andrew",9,3,8,17,,,,2.0,1.0,2.0,1.0,1.0,2.0,,,5.0,10.0,,,,1.0,,96.0
7,"Fletcher, Chad",7,2,10,17,,,,,,1.0,2.0,1.0,1.0,,,6.0,11.0,,,,,1.0,68.0
23,"Glass, Darren",1,,3,4,,,,1.0,4.0,,,2.0,1.0,1.0,,3.0,1.0,,,3.0,,,89.0
29,"Hansen, Ashley",11,8,6,17,,2.0,,,,5.0,,5.0,1.0,1.0,,4.0,14.0,,,,1.0,1.0,83.0
39,"Hunter, Adam",11,13,12,23,,,,3.0,1.0,2.0,,5.0,,5.0,,5.0,18.0,2.0,,3.0,1.0,,82.0
25,"Hurn, Shannon",10,2,,10,1,1.0,,3.0,1.0,6.0,2.0,3.0,1.0,2.0,,3.0,6.0,,,1.0,5.0,,87.0
38,"Jones, Brett",10,5,7,17,,,,1.0,5.0,1.0,1.0,2.0,,,,4.0,13.0,,,1.0,2.0,,95.0
4,"Kerr, Daniel",14,6,19,33,,1.0,,1.0,7.0,2.0,6.0,5.0,1.0,2.0,2.0,15.0,19.0,1.0,,,6.0,1.0,84.0
21,"Lynch, Quinten",9,6,3,12,2,1.0,,1.0,,3.0,,,1.0,,,2.0,10.0,,2.0,1.0,,1.0,93.0
27,"McKinley, Ben",7,3,6,13,3,2.0,,3.0,,2.0,,,,,,5.0,8.0,1.0,2.0,1.0,,,84.0
6,"Nicoski, Mark",8,3,5,13,,1.0,,1.0,4.0,1.0,,1.0,,1.0,,2.0,9.0,,,4.0,,,85.0
11,"Priddis, Matt",15,4,13,28,1,,,4.0,2.0,5.0,6.0,2.0,3.0,1.0,,13.0,16.0,1.0,,4.0,,1.0,87.0
14,"Seaby, Mark",3,2,7,10,,,6.0,,1.0,1.0,1.0,2.0,1.0,1.0,,2.0,8.0,,,1.0,,1.0,63.0
37,"Selwood, Adam",12,6,7,19,,,,1.0,2.0,1.0,1.0,2.0,1.0,1.0,,4.0,15.0,,,1.0,2.0,,88.0
28,"Selwood, Scott",7,2,7,14,,,,2.0,3.0,,1.0,1.0,2.0,,,6.0,9.0,,,3.0,,,62.0
41,"Staker, Brent",11,10,11,22,,1.0,,1.0,3.0,3.0,,6.0,,5.0,,6.0,16.0,1.0,,4.0,3.0,,81.0
5,"Stenglein, Tyson",7,1,5,12,,,,3.0,1.0,2.0,1.0,4.0,1.0,3.0,,3.0,8.0,,,4.0,,,95.0
8,"Waters, Beau",20,9,7,27,1,,,3.0,2.0,3.0,,4.0,1.0,,,4.0,23.0,,2.0,2.0,1.0,,84.0
44,"Wirrpanda, David",11,3,3,14,1,,,5.0,1.0,4.0,,3.0,,1.0,,3.0,10.0,,,2.0,,1.0,94.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,207,101,162,369,10,13.0,16.0,41.0,41.0,51.0,26.0,58.0,22.0,26.0,2.0,111.0,256.0,7.0,6.0,38.0,24.0,8.0,
Opposition,Opposition,219,112,155,374,12,15.0,28.0,39.0,39.0,57.0,25.0,63.0,26.0,22.0,4.0,122.0,254.0,7.0,7.0,45.0,45.0,9.0,
