Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details,Greater Western Sydney Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),GWS Games (W-D-L W%),GWS Goals (Ave.)
7,"Ash, Lachie",23y 44d,97 (49-1-47 51.03%),6 (0.06),←,
14,"Bedford, Toby",24y 69d,57 (38-0-19 66.67%),31 (0.54),39 (26-0-13 66.67%),22 (0.56)
32,"Briggs, Kieren",24y 303d,46 (29-0-17 63.04%),8 (0.17),←,
44,"Buckley, Jack",26y 231d,61 (34-1-26 56.56%),1 (0.02),←,
5,"Cadman, Aaron",20y 154d,30 (20-0-10 66.67%),26 (0.87),←,
17,"Callaghan, Finn",21y 100d,45 (25-0-20 55.56%),6 (0.13),←,
16,"Daniels, Brent",25y 148d,102 (58-0-44 56.86%),67 (0.66),←,
37,"Fonti, Joe",19y 224d,5 (5-0-0 100.00%),,←,
12,"Green, Tom",23y 194d,87 (43-1-43 50.00%),34 (0.39),←,
4,"Greene, Toby",30y 314d,234 (113-2-119 48.72%),367 (1.57),←,
35,"Gruzewski, Max",20y 14d,3 (1-0-2 33.33%),2 (0.67),←,
27,"Himmelberg, Harry",28y 88d,172 (95-2-75 55.81%),161 (0.94),←,
23,"Hogan, Jesse",29y 174d,160 (77-0-83 48.13%),332 (2.08),70 (36-0-34 51.43%),162 (2.31)
39,"Idun, Connor",24y 6d,88 (46-1-41 52.84%),,←,
2,"Jones, Darcy",20y 123d,9 (6-0-3 66.67%),8 (0.89),←,
31,"McMullin, Toby",19y 364d,14 (10-0-4 71.43%),5 (0.36),←,
33,"OHalloran, Xavier",24y 24d,63 (33-1-29 53.17%),24 (0.38),←,
20,"Peatling, James",23y 349d,40 (20-0-20 50.00%),13 (0.32),←,
36,"Perryman, Harry",25y 229d,124 (66-1-57 53.63%),28 (0.23),←,
15,"Taylor, Sam",25y 91d,106 (59-0-47 55.66%),1 (0.01),←,
28,"Thomas, Harvey",18y 362d,20 (13-0-7 65.00%),9 (0.45),←,
8,"Ward, Callan",34y 116d,310 (140-4-166 45.81%),153 (0.49),250 (108-4-138 44.00%),120 (0.48)
6,"Whitfield, Lachie",30y 17d,229 (115-4-110 51.09%),71 (0.31),←,
Totals,Totals,24y 194d,2102 (1095-18-989 52.09%),1353 (0.64),,
C,"Kingsley, Adam",48y 350d,46 (28-0-18 60.87%),,←,
