Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game],Sydney Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
30,"Bayes, Mark",5,1,5,10,,,,1.0,,,,,,1.0,,,,,,,,,
13,"Brunton, Neil",11,4,11,22,,1.0,,,,,,,1.0,,,,,,,,,,
21,"Bryce, Paul",16,4,3,19,,,1.0,,,,,,,,,,,,,,,,
12,"Considine, Ed",6,5,5,11,1,1.0,2.0,2.0,,,,,1.0,1.0,,,,,,,,,
5,"Daniels, Jayson",6,1,3,9,,,,,,,,,1.0,2.0,,,,,,,,,
6,"Dunkley, Andrew",6,3,4,10,,,,,,,,,1.0,1.0,,,,,,,,,
20,"Hutton, John",8,4,,8,2,2.0,,,,,,,3.0,,,,,,,,,,
36,"Irvin, Nathan",2,,,2,,,,,,,,,,1.0,,,,,,,,,
11,"Kappler, Darren",19,3,3,22,1,3.0,,2.0,,,,,1.0,2.0,,,,,,,,,
14,"Kelly, Paul",16,10,13,29,,,,1.0,,,,,4.0,4.0,2.0,,,,,,,,
1,"Lawson, Jamie",5,1,9,14,1,1.0,,2.0,,,,,,1.0,,,,,,,,,
3,"Lewis, Dale",19,7,6,25,,,,1.0,,,,,2.0,,,,,,,,,,
33,"Malakellis, Tony",12,3,6,18,2,,2.0,1.0,,,,,2.0,3.0,,,,,,,,,
4,"McRae, Dean",9,1,1,10,,,,1.0,,,,,1.0,2.0,,,,,,,,,
35,"Murphy, David",4,1,5,9,,,,1.0,,,,,2.0,,,,,,,,,,
44,"Osborne, Richard",13,1,2,15,3,3.0,,2.0,,,,,4.0,,,,,,,,,,
15,"Strooper, David",7,4,9,16,1,,,2.0,,,,,1.0,2.0,,,,,,,,,
2,"Tunbridge, Brad",6,4,9,15,,,7.0,1.0,,,,,1.0,5.0,,,,,,,,,
10,"Watters, Scott",18,4,6,24,,,,1.0,,,,,1.0,,,,,,,,,,
9,"Werner, Michael",8,7,2,10,1,5.0,,,,,,,,1.0,,,,,,,,,
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,4.0,,,,,,,,,,,,,,,,,
Totals,Totals,196,68,102,298,12,20.0,12.0,18.0,,,,,26.0,26.0,2.0,,,,,,,,
Opposition,Opposition,225,82,81,306,22,17.0,25.0,27.0,,,,,26.0,26.0,4.0,,,,,,,,
