North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game],North Melbourne Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
18,"Atley, Shaun",8,3,6,14,,,,4.0,1.0,2.0,,1.0,,1.0,,3.0,11.0,,,3.0,1.0,,84.0
50,"Brown, Ben",9,6,7,16,2,1.0,2.0,2.0,,1.0,1.0,2.0,,,,10.0,5.0,3.0,3.0,1.0,,3.0,100.0
13,"Clarke, Ryan",2,,7,9,1,,,4.0,,,1.0,1.0,,1.0,,2.0,7.0,,,1.0,,,67.0
10,"Cunnington, Ben",12,2,16,28,2,1.0,,4.0,2.0,6.0,6.0,6.0,1.0,4.0,1.0,20.0,10.0,1.0,,,,2.0,75.0
38,"Daw, Majak",5,3,1,6,2,1.0,9.0,3.0,,2.0,,1.0,1.0,1.0,,4.0,2.0,2.0,3.0,,,,73.0
14,"Dumont, Trent",8,2,3,11,,,,4.0,,4.0,2.0,3.0,,2.0,,3.0,9.0,,,1.0,,1.0,79.0
27,"Garner, Taylor",4,2,4,8,1,,,2.0,,2.0,1.0,,,,,3.0,5.0,,1.0,,,,78.0
43,"Gibson, Sam",7,3,8,15,,,,,4.0,4.0,2.0,3.0,1.0,1.0,,6.0,9.0,,,2.0,,1.0,88.0
22,"Goldstein, Todd",6,3,11,17,1,,25.0,2.0,,3.0,1.0,1.0,2.0,1.0,,6.0,11.0,1.0,,2.0,,1.0,84.0
4,"Higgins, Shaun",11,4,8,19,,2.0,,9.0,1.0,7.0,6.0,5.0,1.0,3.0,,10.0,12.0,,1.0,,,3.0,88.0
8,"Hrovat, Nathan",8,4,9,17,1,1.0,,6.0,,1.0,2.0,1.0,,1.0,,7.0,11.0,,1.0,,1.0,,83.0
34,"Macmillan, Jamie",8,2,9,17,1,,,1.0,5.0,,,2.0,,,,6.0,8.0,,,1.0,,,84.0
11,"McDonald, Luke",8,4,8,16,,,,2.0,2.0,6.0,,2.0,,1.0,,2.0,14.0,,,2.0,,,80.0
42,"Mountford, Declan",4,,9,13,,2.0,,3.0,1.0,,,2.0,,,,6.0,7.0,,,2.0,,,64.0
17,"Mullett, Aaron",12,2,5,17,,,,2.0,9.0,2.0,,2.0,1.0,1.0,,2.0,7.0,1.0,,,1.0,,88.0
9,"Swallow, Andrew",8,,10,18,,1.0,,11.0,2.0,3.0,7.0,3.0,3.0,1.0,,11.0,7.0,,,,,,66.0
25,"Tarrant, Robbie",7,8,5,12,,,,1.0,3.0,1.0,,2.0,,2.0,,4.0,8.0,1.0,,3.0,,,92.0
16,"Thompson, Scott",5,4,3,8,,,,2.0,3.0,,,1.0,1.0,1.0,,3.0,5.0,1.0,,4.0,,,91.0
30,"Waite, Jarrad",9,9,4,13,3,,,2.0,,3.0,,1.0,,,,5.0,8.0,3.0,2.0,3.0,,,86.0
2,"Williams, Marley",8,2,4,12,,,,2.0,3.0,2.0,1.0,1.0,1.0,,,7.0,6.0,,,1.0,,,85.0
32,"Wood, Mason",6,2,1,7,2,,,4.0,,4.0,,5.0,1.0,4.0,,1.0,4.0,,1.0,3.0,1.0,,80.0
7,"Ziebell, Jack",11,3,7,18,,,,9.0,,2.0,5.0,3.0,1.0,1.0,,12.0,6.0,,,,,,83.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,1.0,,,,,,,,,,,,,,,,,
Totals,Totals,166,68,145,311,16,10.0,36.0,79.0,36.0,55.0,35.0,48.0,14.0,26.0,1.0,133.0,172.0,13.0,12.0,29.0,4.0,11.0,
Opposition,Opposition,219,87,162,381,15,17.0,49.0,83.0,37.0,54.0,40.0,36.0,26.0,14.0,5.0,148.0,226.0,10.0,21.0,44.0,8.0,12.0,
