Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details,Carlton Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Carlton Games (W-D-L W%),Carlton Goals (Ave.)
29,"Beaumont, Simon",25y 262d,106 (64-0-42 60.38%),71 (0.67),←,
21,"Bradley, Craig",37y 313d,354 (217-2-135 61.58%),238 (0.67),←,
16,"Camporeale, Scott",26y 21d,148 (93-0-55 62.84%),146 (0.99),←,
25,"Fevola, Brendan",20y 224d,30 (20-0-10 66.67%),52 (1.73),←,
31,"Fletcher, Simon",23y 15d,52 (34-0-18 65.38%),25 (0.48),←,
45,"Franchina, Anthony",23y 325d,72 (43-0-29 59.72%),23 (0.32),←,
17,"Freeborn, Scott",23y 104d,39 (26-0-13 66.67%),15 (0.38),←,
9,"Hickmott, Adrian",29y 155d,150 (97-0-53 64.67%),95 (0.63),100 (65-0-35 65.00%),71 (0.71)
37,"Hotton, Trent",27y 274d,62 (34-0-28 54.84%),45 (0.73),45 (30-0-15 66.67%),31 (0.69)
33,"Houlihan, Ryan",19y 223d,34 (21-0-13 61.76%),34 (1.00),←,
27,"Hulme, Darren",24y 53d,78 (41-0-37 52.56%),43 (0.55),←,
43,"Koutoufides, Anthony",28y 226d,188 (115-1-72 61.44%),169 (0.90),←,
12,"Lappin, Matthew",25y 196d,125 (70-1-54 56.40%),136 (1.09),70 (42-0-28 60.00%),110 (1.57)
10,"Mansfield, Michael",30y 24d,217 (128-1-88 59.22%),113 (0.52),36 (25-0-11 69.44%),13 (0.36)
22,"Manton, Glenn",28y 92d,162 (97-0-65 59.88%),34 (0.21),141 (86-0-55 60.99%),30 (0.21)
5,"McKay, Andrew",31y 49d,201 (124-1-76 61.94%),28 (0.14),←,
40,"Plunkett, Jim",23y 37d,23 (13-0-10 56.52%),5 (0.22),13 (8-0-5 61.54%),4 (0.31)
11,"Porter, Mark",24y 325d,53 (27-0-26 50.94%),13 (0.25),←,
28,"Prendergast, Ian",20y 364d,6 (4-0-2 66.67%),3 (0.50),←,
7,"Ratten, Brett",30y 52d,236 (140-0-96 59.32%),105 (0.44),←,
1,"Silvagni, Stephen",34y 93d,310 (197-1-112 63.71%),202 (0.65),←,
8,"Whitnall, Lance",22y 9d,110 (62-0-48 56.36%),224 (2.04),←,
Totals,Totals,26y 140d,2756 (1667-7-1082 60.49%),1819 (0.66),,
C,"Brittain, Wayne",43y 80d,22 (14-0-8 63.64%),,←,
