Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game],Carlton Match Statistics [Season][Game by Game]
#,Player,KI,MK,HB,DI,GL,BH,HO,TK,RB,IF,CL,CG,FF,FA,BR,CP,UP,CM,MI,1%,BO,GA,%P
13,"Acres, Blake",8,2,9,17,,,,2.0,1.0,,,3.0,1.0,,,6.0,12.0,,,3.0,1.0,,78.0
5,"Cerra, Adam",7,1,13,20,,,,3.0,,2.0,2.0,3.0,,,,11.0,10.0,,,3.0,,,75.0
39,"Cincotta, Alex",3,1,6,9,,,,1.0,1.0,2.0,3.0,2.0,,2.0,,4.0,5.0,,,3.0,,,72.0
46,"Cottrell, Matthew",12,4,4,16,,,,2.0,2.0,3.0,1.0,1.0,1.0,,,10.0,9.0,1.0,1.0,2.0,,2.0,78.0
9,"Cripps, Patrick",16,2,10,26,,1.0,,,1.0,3.0,6.0,7.0,1.0,1.0,,14.0,11.0,,,,,1.0,84.0
30,"Curnow, Charlie",9,7,4,13,2,3.0,,,,2.0,,1.0,1.0,1.0,,7.0,6.0,2.0,2.0,2.0,,,97.0
35 ↑,"Curnow, Ed",2,,,2,,,,,1.0,,,,,,,,2.0,,,,,,24.0
15,"Docherty, Sam",13,8,13,26,,,,6.0,6.0,3.0,2.0,4.0,2.0,1.0,,3.0,23.0,,,1.0,,,85.0
19,"Durdin, Corey",8,3,2,10,1,,,,1.0,2.0,,,1.0,,,4.0,6.0,,1.0,,,,64.0
29,"Hewett, George",8,2,12,20,1,,,3.0,1.0,2.0,3.0,2.0,,,,11.0,9.0,,,1.0,,,73.0
14 ↓,"Hollands, Oliver",8,4,5,13,,,,3.0,,4.0,1.0,,1.0,,,4.0,8.0,,,2.0,,1.0,57.0
7,"Kennedy, Matthew",16,3,11,27,,1.0,,6.0,2.0,4.0,8.0,5.0,,3.0,,11.0,15.0,,,,,,78.0
11,"McGovern, Mitch",11,1,3,14,,,,4.0,5.0,,,2.0,,,,2.0,7.0,,,7.0,,,78.0
10,"McKay, Harry",12,9,3,15,,2.0,,3.0,,7.0,,,4.0,,,5.0,10.0,1.0,2.0,4.0,,,89.0
3,"Motlop, Jesse",6,1,2,8,,,,2.0,,1.0,1.0,3.0,2.0,,,3.0,5.0,,1.0,1.0,,,76.0
24,"Newman, Nic",14,8,9,23,,,,5.0,2.0,3.0,,3.0,1.0,2.0,,8.0,14.0,1.0,,7.0,,,87.0
44,"Owies, Matthew",6,5,2,8,3,,,1.0,1.0,,,1.0,,,,4.0,5.0,,3.0,2.0,,1.0,73.0
27,"Pittonet, Marc",5,,3,8,,,48.0,2.0,,,5.0,2.0,3.0,1.0,,7.0,3.0,,,2.0,,,78.0
42,"Saad, Adam",16,4,7,23,,,,,4.0,2.0,,2.0,,1.0,,9.0,10.0,2.0,,3.0,1.0,,85.0
1,"Silvagni, Jack",6,5,6,12,,2.0,5.0,3.0,,1.0,2.0,3.0,1.0,2.0,,7.0,6.0,1.0,2.0,1.0,,,87.0
18,"Walsh, Sam",19,8,10,29,1,,,4.0,,9.0,1.0,3.0,,,1.0,7.0,22.0,,2.0,,1.0,2.0,84.0
23,"Weitering, Jacob",11,5,2,13,,,,1.0,7.0,,1.0,5.0,,,,5.0,9.0,,,14.0,1.0,,100.0
33,"Young, Lewis",9,3,6,15,,,,,6.0,,,2.0,,1.0,,7.0,6.0,1.0,,10.0,,,100.0
Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,Rushed,2.0,,,,,,,,,,,,,,,,,
Totals,Totals,225,86,142,367,8,11.0,53.0,51.0,41.0,50.0,36.0,54.0,19.0,15.0,1.0,149.0,213.0,9.0,14.0,68.0,4.0,7.0,
Opposition,Opposition,232,101,130,362,11,13.0,38.0,64.0,40.0,51.0,44.0,41.0,15.0,19.0,5.0,127.0,233.0,9.0,11.0,56.0,7.0,9.0,
