Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details,Adelaide Player Details
#,Player,Age,Career Games (W-D-L W%),Career Goals (Ave.),Adelaide Games (W-D-L W%),Adelaide Goals (Ave.)
16,"Brown, Luke",19y 339d,3 (2-0-1 66.67%),,←,
37,"Callinan, Ian",29y 250d,22 (15-0-7 68.18%),36 (1.64),←,
32,"Dangerfield, Patrick",22y 143d,85 (45-0-40 52.94%),91 (1.07),←,
11,"Doughty, Michael",33y 21d,227 (133-0-94 58.59%),46 (0.20),←,
26,"Douglas, Richard",25y 202d,110 (57-0-53 51.82%),76 (0.69),←,
24,"Jacobs, Sam",24y 138d,56 (29-0-27 51.79%),12 (0.21),39 (22-0-17 56.41%),9 (0.23)
18,"Johncock, Graham",29y 310d,221 (122-0-99 55.20%),112 (0.51),←,
14,"Mackay, David",24y 32d,82 (50-0-32 60.98%),24 (0.29),←,
23,"Petrenko, Jared",22y 248d,55 (25-0-30 45.45%),31 (0.56),←,
40,"Porplyzia, Jason",27y 273d,106 (65-0-41 61.32%),162 (1.53),←,
3,"Reilly, Brent",28y 288d,177 (98-0-79 55.37%),50 (0.28),←,
43,"Riley, Aidan",20y 257d,8 (6-0-2 75.00%),3 (0.38),←,
25,"Rutten, Ben",29y 90d,190 (111-0-79 58.42%),8 (0.04),←,
34,"Shaw, Sam",21y 143d,11 (9-0-2 81.82%),,←,
33,"Smith, Brodie",20y 225d,32 (20-0-12 62.50%),5 (0.16),←,
12,"Talia, Daniel",20y 329d,30 (20-0-10 66.67%),,←,
5,"Thompson, Scott",29y 165d,219 (123-0-96 56.16%),137 (0.63),180 (105-0-75 58.33%),120 (0.67)
4,"Tippett, Kurt",25y 110d,100 (51-0-49 51.00%),182 (1.82),←,
7,"van Berlo, Nathan",26y 81d,159 (92-0-67 57.86%),52 (0.33),←,
17,"Vince, Bernie",26y 329d,105 (58-0-47 55.24%),66 (0.63),←,
13,"Walker, Taylor",22y 123d,61 (32-0-29 52.46%),143 (2.34),←,
47,"Wright, Matthew",22y 256d,37 (20-0-17 54.05%),32 (0.86),←,
Totals,Totals,25y 65d,2096 (1183-0-913 56.44%),1268 (0.60),,
C,"Sanderson, Brenton",38y 181d,21 (16-0-5 76.19%),,←,
